###ÄNSI;;;;;;;;;;;;x
armor_tier_4_guardian;Angelic Guardian +3;Gardienne AngÈlique;Engelsw‰chter;;Guardi·n angÈlico;;;;;;;x
armor_tier_4_champion;Elven Armor +3;Armure Verte;Gr¸ne R¸stung;;Armadura verdad;;;;;;;x
armor_tier_4_warden;Immortal +3;Immortelle;Unbezwingbar;;Inmortal;;;;;;;x
sword_tier_4_heartseeker_desc;A legendary blade said to rip through the flesh of Dragons.;Une lame lÈgendaire rÈputÈe fendre la chair des dragons.;Eine legend‰re Klinge, die angeblich durch das Fleisch von Drachen schneidet.;;Una hoja legendaria, se dice que;;;;;;;x
sword_tier_4_vengeance_desc;A legendary blade said to be the very embodiment of Heaven's anger.;Une lame lÈgendaire rÈputÈe Ítre l'incarnation mÍme de la colËre des Cieux.;Eine legend‰re Klinge, die angeblich die Verkˆrperung des Zorns des Himmels ist.;;Una hoja legendaria, se dice que;;;;;;;x
sword_tier_4_fury_desc;A legendary blade said to be crafted with the fury of [Root.Religion.GetHighGodName].;Une lame lÈgendaire conÁue avec la fureur [Root.Get_du_HighGod].;Eine legend‰re Klinge, die angeblich durch den Zorn von [Root.Religion.GetHighGodName] geschmiedet wurde.;;Una hoja legendaria, se dice que;;;;;;;x
scimitar_tier_4_golden_desc;A legendary scimitar crafted out of gold.;Un cimeterre lÈgendaire en or.;Ein legend‰rer Krumms‰bel aus Gold;;Una cimitarra legendaria hecha de oro;;;;;;;x
scimitar_tier_4_fortune_desc;A legendary scimitar rumored to be infused with all the souls of those who have died during the night.;Un cimeterre lÈgendaire dont la rumeur veut qu'il soit imprÈgnÈ de toutes les ‚mes de ceux qui sont morts pendant la nuit.;Ein legend‰rer Krumms‰bel, der angeblich mit den Seelen derer, die in der Nacht gestorben sind, gef¸llt ist.;;Una cimitarra legendaria supuestamente imbuida con el alma de quienes murieron de noche.;;;;;;;x
scimitar_tier_4_conquest_desc;A legendary scimitar rumored to be the embodiment of death.;Un cimeterre lÈgendaire qui serait l'incarnation de la mort.;Ein legend‰rer Krumms‰bel, der angeblich dem Tod selbst gehˆrte.;;Una cimitarra legendaria, se dice es la encarnaciÛn de la Muerte.;;;;;;;x
lance_tier_4_impaler_desc;Said to be the re-crafted legendary spear of King Azoun II.;RÈputÈe Ítre la lance lÈgendaire recrÈÈe de saint George.;Angeblich der legend‰re Speer des Heiligen Georgs.;;Se dice que es la recreaciÛn de la lanza legendaria de san Jorge.;;;;;;;x
lance_tier_4_trident_desc;A legendary trident that is said to be made with the bones of a great leviathan.;Une lance lÈgendaire qui saigne comme le Messie qu'elle a dÈj‡ percÈ.;Ein legend‰rer Speer, der angeblich so wie der Messias blutet, den er einst durchbohrt hat.;;Una lanza legendaria, se dice que sangra como el MesÌas al que atravesÛ.;;;;;;;x
lance_tier_4_piercer_desc;A legendary spear rumored to be able to pierce any material no matter how strong.;Une lance lÈgendaire reconnue pour Ítre capable de transpercer n'importe quel matÈriau.;Ein legend‰rer Speer, der jedes Material durchdringen kann.;;Un hacha legendaria de la que se rumorea puede atravesar cualquier material, no importa su fuerza.;;;;;;;x
axe_tier_4_cleaver_desc;A legendary ax said to have cleaved through countless dragons.;Une hache lÈgendaire qui aurait fendu d'innombrables dragons.;Eine legend‰re Axt, die unz‰hlige Drachen gespaltet haben soll.;;Un hacha legendaria, se dice ha rajado a innumerables dragones.;;;;;;;x
axe_tier_4_ravager_desc;A legendary ax rumored to have been wielded by [Root.Religion.GetHighGodName]'s messengers.;Une hache lÈgendaire qui aurait ÈtÈ brandie par les messagers [Root.Get_du_HighGod].;Eine legend‰re Axt, die angeblich dem Abgesandten von [Root.Religion.GetHighGodName] gehˆrte.;;Un hacha legendaria, se rumorea que fue blandida por los mensajeros de [Root.Religion.GetHighGodName].;;;;;;;x
axe_tier_4_marauder_desc;A legendary ax rumored to be infused by the very essence of night.;Une hache lÈgendaire qui serait imprÈgnÈe par l'essence mÍme de la nuit.;Eine legend‰re Axt. die angeblich von der Essenz der Nacht durchdrungen ist.;;Una maza legendaria supuestamente imbuida con la esencia de la noche.;;;;;;;x
mace_tier_4_foe_hammer_desc;A legendary mace said to have crushed an innumerable amount of foes.;Une masse lÈgendaire qui aurait ÈcrasÈ un nombre incalculable d'ennemis.;Ein legend‰rer Streitkolben, der Unmengen Feinde vernichtet haben soll.;;Una maza legendaria, se dice que ha aplastado cantidades ingentes de enemigos.;;;;;;;x
mace_tier_4_bone_breaker_desc;A legendary mace said to be infused by the very essence of night.;Une masse lÈgendaire qui serait imprÈgnÈe par l'essence mÍme de la nuit.;Ein legend‰rer Streitkolben, der angeblich von der Essenz der Nacht durchdrungen ist.;;Una maza legendaria supuestamente imbuida con la esencia de la noche.;;;;;;;x
mace_tier_4_shatterer_desc;A legendary mace said to be crafted out of the bones of giants.;Une masse lÈgendaire censÈe Ítre fabriquÈe ‡ partir des os des gÈants.;Ein legend‰rer Streitkolben, der angeblich aus den Knochen von Riesen geschmiedet wurde.;;Una maza legendaria, se cuenta que la hicieron con los huesos de gigantes.;;;;;;;x
bow_tier_4_silent_wind_desc;A legendary bow said to be infused with the souls of the dead.;Un arc lÈgendaire dit Ítre imprÈgnÈ des ‚mes des morts.;Ein legend‰rer Bogen, der angeblich mit den Seelen der Toten gef¸llt ist.;;Un arco legendario, supuestamente imbuido con las almas de los muertos.;;;;;;;x
bow_tier_4_lightning_desc;A legendary bow said to be crafted in the middle of a storm, and infused with its very essence.;Un arc lÈgendaire dit avoir ÈtÈ conÁu au milieu d'une tempÍte et imprÈgnÈ de son essence.;Ein legend‰rer Bogen, der angeblich inmitten eines Sturm geschmiedet wurde und mit seiner Essenz gef¸llt ist.;;Un arco legendario, se dice que lo hicieron durante una tormenta, cuya misma esencia tiene imbuida.;;;;;;;x
bow_tier_4_eagle_desc;A legendary bow said to have been crafted out of the bones a roc.;Un arc lÈgendaire dit avoir ÈtÈ fabriquÈ ‡ partir des os d'un aigle mythique.;Ein legend‰rer Bogen, der angeblich aus den Knochen eines mysteriˆsen Adlers gebaut wurde.;;Un arco legendario, se dice que fue hecho con los huesos de un ·guila mÌtica.;;;;;;;x
armor_tier_4_guardian_desc;A legendary armor rumored to be forged with pieces of a Solar's armor.;Une armure lÈgendaire qui aurait ÈtÈ portÈe par les anges.;Eine legend‰re R¸stung, die einst ein Engel getragen haben soll.;;Una armadura legendaria, se rumorea que la vistieron los ·ngeles.;;;;;;;x
armor_tier_4_champion_desc;A legendary armor said to be reforged from ancient elven cuirasses.;Une armure lÈgendaire qui aurait ÈtÈ portÈe par le chevalier vert des lÈgendes du roi Arthur.;Eine legend‰re R¸stung, die vom Gr¸nen Ritter der Legende von Arthur getragen worden sei.;;Una armadura legendaria, se dice que la vistiÛ el Caballero verde de las leyendas art?ricas.;;;;;;;x
armor_tier_4_warden_desc;A legendary armor said to be indestructible by any mortal means.;Une armure lÈgendaire dite indestructible pour les mortels.;Eine legend‰re R¸stung, die angeblich mit sterblichen Mitteln unzerstˆrbar ist.;;Una armadura legendaria, se dice que es indestructible contra todos los medios mortales.;;;;;;;x
###TIER 1 2 3###;;;;;;;;;;;;x
sword_tier_1;Masterwork Sword;…pÈe;Standardschwert;;Espada de caballero;;;;;;;x
sword_tier_1_desc;A common sword type worn by many in battle.;Un type d'ÈpÈe possÈdÈ par beaucoup sur le champ de bataille.;Ein gewˆhnliches Schwert, wie es von vielen in der Schlacht verwendet wird.;;Un tipo de espada com?n muy utilizada en la batalla.;;;;;;;x
sword_tier_2;Longsword +1;…pÈe longue;Langschwert;;Espada larga;;;;;;;x
sword_tier_2_desc;An enchanted longsword of fine steel. A capable sword that will inflict great damage on its foes.;Une ÈpÈe longue en acier pur. Une ÈpÈe capable d'infliger de grands dÈg‚ts ‡ ses ennemis.;Ein Langschwert aus gutem Stahl. Brauchbares Schwert, das gro?en Schaden anrichtet.;;Una espada larga de acero fino. Una espada con gran capacidad para infligir mucho daÒo a sus enemigos.;;;;;;;x
sword_tier_3_heartseeker;Heartseeker +2;La Transperceuse de Coeurs;Herzsucher;;Buscacorazones;;;;;;;x
sword_tier_3_heartseeker_desc;A high quality sword, known as Heartseeker. Named after its ability to pierce any armor, it is sure to bring enemies to a swift fate.;Une ÈpÈe de qualitÈ supÈrieure, connue sous le nom de la Transperceuse de Coeurs. NommÈe d'aprËs sa capacitÈ ‡ transpercer toute armure, elle apporte aux ennemis un destin rapide.;Qualitativ hochwertiges Schwert, das Herzsucher genannt wird, da es jede R¸stung durchdringen kann und dem Feind ein rasches Ende beschert.;;Una espada de gran calidad, conocida como Buscacorazones. Debe su nombre a su habilidad para perforar cualquier armadura y garantiza dirigir a tus enemigos a una muerte inminente.;;;;;;;x
sword_tier_3_vengeance;Vengeance +2;La Vengeresse;Vergeltung;;Venganza;;;;;;;x
sword_tier_3_vengeance_desc;Forged with cold iron, the sword was named Vengeance, to bring certain doom to any traitor.;ForgÈe avec le meilleur acier disponible, l'ÈpÈe a ÈtÈ appelÈe Vengeresse, pour apporter une condamnation certaine ‡ n'importe quel traÓtre.;Geschmiedet aus dem absolut hochwertigsten Stahl und gefertigt zum Zweck, einen Verr‰ter garantiert zur Strecke zu bringen.;;Esta espada, forjada con el mejor acero existente, recibiÛ el nombre de Venganza para acarrear la ruina a cualquier traidor.;;;;;;;x
sword_tier_3_fury;Fury +2;La Furie;Furie;;Furia;;;;;;;x
sword_tier_3_fury_desc;A great and magnificent sword known as Fury. Swift in hand-to-hand combat as well as battle, it is sure to bring victory to the one who wields it.;Une grande et magnifique ÈpÈe connue sous le nom de Furie. Rapide dans le combat au corps-‡-corps ainsi que dans la bataille, elle apporte la victoire ‡ celui qui la brandit.;Gro?es und pr‰chtiges Schwert, das "Furie" getauft wurde. Gleicherma?en geeignet f¸r den Zweikampf und f¸r die Schlacht. Der Sieg ist seinem Tr‰ger so gut wie sicher.;;Una espada magnÌfica y gloriosa conocida como Furia. R·pida en combate cuerpo a cuerpo, asÌ como en la batalla. Traer· la victoria a quienquiera que la blanda.;;;;;;;x
scimitar_tier_1;Masterwork Scimitar;Cimeterre;Krumms‰bel;;Cimitarra;;;;;;;x
scimitar_tier_1_desc;A scimitar of finer quality than your common blade.;Un cimeterre de meilleure qualitÈ que la lame commune.;Ein Krumms‰bel in besserer Qualit‰t als die normale Blankwaffe.;;Una cimitarra de mejor calidad que una espada com?n.;;;;;;;x
scimitar_tier_2;Scimitar +1;Cimeterre supÈrieur;Guter Krumms‰bel;;Cimitarra refinada;;;;;;;x
scimitar_tier_2_desc;A well-forged enchanted blade that can stand against most weapons.;Une lame bien forgÈe qui peut rÈsister ‡ la plupart des armes.;Eine kompetent geschmiedete Klinge, die mit den meisten Waffen mithalten kann.;;Una hoja bien forjada que puede resistir contra casi cualquier arma.;;;;;;;x
scimitar_tier_3_golden;The Golden Scimitar +2;Le Cimeterre d'Or;Goldener Krumms‰bel;;La Cimitarra Dorada;;;;;;;x
scimitar_tier_3_golden_desc;Named The Golden Scimitar, it is a weapon of exceptional quality forged by a master craftsman. The handle is adorned with ornaments made of gold and jewels.;NommÈ le Cimeterre d'Or, c'est une arme d'une qualitÈ exceptionnelle forgÈe par un maÓtre-artisan. Les ornements du manche sont faits d'or et de joyaux.;Diese Waffe namens "Goldener Krumms‰bel" wurde in au?erordentlicher Qualit‰t von einem Meister seines Faches geschmiedet. Heft und Knauf sind mit Ornamenten aus Gold und Edelsteinen verziert.;;Esta arma, llamada la Cimitarra Dorada, es de una calidad excepcional y est· forjada por un maestro artesano. La empuÒadura est· adornada con oro y joyas.;;;;;;;x
scimitar_tier_3_fortune;Scimitar of Fortune +2;Le Cimeterre de Fortune;Krumms‰bel des Gl¸cks;;Cimitarra de la Fortuna;;;;;;;x
scimitar_tier_3_fortune_desc;A blade of the finest steel and a handle inlaid with gold. Named the Scimitar of Fortune, it is said to bestow the owner with luck.;Une lame du meilleur acier et une poignÈe incrustÈe d'or. NommÈ le Cimeterre de Fortune, il est rÈputÈ confÈrer de la chance ‡ son dÈtenteur.;Eine Klinge aus bestem Stahl, in deren Heft Gold eingearbeitet wurde. Wie es hei?t, soll der Tr‰ger dieses S‰bels das Gl¸ck auf seiner Seite haben.;;Una hoja del acero m·s refinado y una empuÒadura taraceada con oro. Se dice que esta Cimitarra de Fortuna trae suerte a su propietario.;;;;;;;x
scimitar_tier_3_conquest;Scimitar of Conquest +2;Le Cimeterre de ConquÍte;S‰bel der Eroberung;;Cimitarra de Conquista;;;;;;;x
scimitar_tier_3_conquest_desc;Forged by the best of craftsmen, the Scimitar of Conquest is a blade of victory and triumph. Both handle and hilt are covered in diamonds.;ForgÈ par le meilleur des artisans, le Cimeterre de ConquÍte est une lame de victoire et de triomphe. La poignÈe est recouverte de diamants.;Der von den Meistern ihres Faches geschmiedete Krumms‰bel der Eroberung ist eine Klinge, die f¸r Sieg und Triumph steht. Knauf und Heft sind von Diamanten bedeckt.;;Forjada por el mejor artesano, la Cimitarra de Conquista es una hoja hecha para la victoria y el triunfo. Tanto el pomo como el puÒo est·n cubiertos de diamantes.;;;;;;;x
lance_tier_1;Masterwork Lance;Lance;Lanze;;Lanza;;;;;;;x
lance_tier_1_desc;A wooden lance with a metal tip attached, used by cavalry in combat.;Une lance en bois avec une pointe mÈtallique attachÈe, utilisÈe par la cavalerie en combat.;Eine Holzlanze mit Metallspitze, wie sie in der Schlacht von der Reiterei verwendet wird.;;Una lanza de madera con una punta met·lica fijada que usa la caballerÌa durante el combate.;;;;;;;x
lance_tier_2;Lance +1;Lance ‡ deux mains;Zweihandlanze;;Lanza de dos manos;;;;;;;x
lance_tier_2_desc;An enchanted lance, great for keeping your distance from the enemy while still being able to strike a lethal blow.;Avec cette lance plus longue, vous pouvez tenir l'ennemi ‡ distance tout en Ètant capable d'infliger un coup mortel.;Mit einer verl‰ngerten Lanze kann der Feind aus grˆ?erer Entfernung bek‰mpft werden, ohne entscheidend an Effektivit‰t zu verlieren.;;Con una lanza m·s larga puedes mantener la distancia frente al enemigo y asestar un golpe letal al mismo tiempo.;;;;;;;x
lance_tier_3_impaler;The Impaler +2;L'Empaleuse;Der Pf‰hler;;La Empaladora;;;;;;;x
