###ÄNSI;;;;;;;;;;;;
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
b_abararou;Abararou;Abararou;Abararou;;Abararou;;;;;;;x
b_abararou_adj;Abararian;Abararian;Abararian;;Abararian;;;;;;;x
b_abarats_folly;Abarat's Folly;Abarat's Folly;Abarat's Folly;;Disparate de Abarat;;;;;;;x
b_abarats_folly_adj;Abarat's Follian;Abarat's Follian;Abarat's Follian;;Disparate Abarateno;;;;;;;x
b_abaria;Abaria;Abaria;Abaria;;Abaria;;;;;;;x
b_abaria_adj;Abarian;Abarian;Abarian;;Abarian;;;;;;;x
b_abarun;Abarun;Abarun;Abarun;;Abarun;;;;;;;x
b_abasan;Abasan;Abasan;Abasan;;Abasan;;;;;;;x
b_abasan_adj;Abasanian;Abasanian;Abasanian;;Abasanian;;;;;;;x
b_abb;Abb;Abb;Abb;;Abb;;;;;;;x
b_abb_adj;Abbian;Abbian;Abbian;;Abbian;;;;;;;x
b_abbarisa;Abbarisa;Abbarisa;Abbarisa;;Abbarisa;;;;;;;x
b_abbarisa_adj;Abbarisan;Abbarisan;Abbarisan;;Abbarisan;;;;;;;x
b_abbor;Abbor;Abbor;Abbor;;Abbor;;;;;;;x
b_abbor_adj;Abborian;Abborian;Abborian;;Abborian;;;;;;;x
b_abdeguia;Abdeguia;Abdeguia;Abdeguia;;Abdeguia;;;;;;;x
b_abderrarat;Abderrarat;Abderrarat;Abderrarat;;Abderrarat;;;;;;;x
b_abderrarat_adj;Abderraratian;Abderraratian;Abderraratian;;Abderraratian;;;;;;;x
b_abditaar;Abditaar;Abditaar;Abditaar;;Abditaar;;;;;;;x
b_abditaar_adj;Abditaarian;Abditaarian;Abditaarian;;Abditaarian;;;;;;;x
b_abededa;Abededa;Abededa;Abededa;;Abededa;;;;;;;x
b_abelynar;Abelynar;Abelynar;Abelynar;;Abelynar;;;;;;;x
b_abelynar_adj;Abelynarian;Abelynarian;Abelynarian;;Abelynarian;;;;;;;x
b_aberdeen;Aberdeen;Aberdeen;Aberdeen;;Aberdeen;;;;;;;x
b_aberdgr;Aberdgr;Aberdgr;Aberdgr;;Aberdgr;;;;;;;x
b_aberdgr_adj;Aberdgrian;Aberdgrian;Aberdgrian;;Aberdgrian;;;;;;;x
b_aberdiph;Aberdiph;Aberdiph;Aberdiph;;Aberdiph;;;;;;;x
b_aberdiph_adj;Aberdiphian;Aberdiphian;Aberdiphian;;Aberdiphian;;;;;;;x
b_abere_tal;Abere-Tal;Abere-Tal;Abere-Tal;;Abere-Tal;;;;;;;x
b_abere_tal_adj;Abere-Talian;Abere-Talian;Abere-Talian;;Abere-Talian;;;;;;;x
b_abesera;Abesera;Abesera;Abesera;;Abesera;;;;;;;x
b_abesera_adj;Abeseran;Abeseran;Abeseran;;Abeseran;;;;;;;x
b_abetgaseh;Abetgaseh;Abetgaseh;Abetgaseh;;Abetgaseh;;;;;;;x
b_abetgaseh_adj;Abetgasehian;Abetgasehian;Abetgasehian;;Abetgasehian;;;;;;;x
b_abhahreza;Abhahreza;Abhahreza;Abhahreza;;Abhahreza;;;;;;;x
b_abingdon;Abingdon;Abingdon;Abingdon;;Abingdon;;;;;;;x
b_abingdon_adj;Abingdonian;Abingdonian;Abingdonian;;Abingdonian;;;;;;;x
b_abioh;Abioh;Abioh;Abioh;;Abioh;;;;;;;x
b_abioh_adj;Abiohian;Abiohian;Abiohian;;Abiohian;;;;;;;x
b_abla;Abla;Abla;Abla;;Abla;;;;;;;x
b_abla_adj;Ablan;Ablan;Ablan;;Ablan;;;;;;;x
b_ablegam;Ablegam;Ablegam;Ablegam;;Ablegam;;;;;;;x
b_ablegam_adj;Ablegamian;Ablegamian;Ablegamian;;Ablegamian;;;;;;;x
b_abllerd;Abllerd;Abllerd;Abllerd;;Abllerd;;;;;;;x
b_abllerd_adj;Abllerdian;Abllerdian;Abllerdian;;Abllerdian;;;;;;;x
b_abobara;Abobara;Abobara;Abobara;;Abobara;;;;;;;x
b_abobara_adj;Abobaran;Abobaran;Abobaran;;Abobaran;;;;;;;x
b_abobe;Abobe;Abobe;Abobe;;Abobe;;;;;;;x
b_abolara;Abolara;Abolara;Abolara;;Abolara;;;;;;;x
b_abolara_adj;Abolaran;Abolaran;Abolaran;;Abolaran;;;;;;;x
b_abomfele;Abomfele;Abomfele;Abomfele;;Abomfele;;;;;;;x
b_abradas;Abradas;Abradas;Abradas;;Abradas;;;;;;;x
b_abradas_adj;Abradasian;Abradasian;Abradasian;;Abradasian;;;;;;;x
b_abrafanha;Abrafanha;Abrafanha;Abrafanha;;Abrafanha;;;;;;;x
b_abrafanha_adj;Abrafanhan;Abrafanhan;Abrafanhan;;Abrafanhan;;;;;;;x
b_abraluz;Abraluz;Abraluz;Abraluz;;Abraluz;;;;;;;x
b_abraluz_adj;Abraluzian;Abraluzian;Abraluzian;;Abraluzian;;;;;;;x
b_abran;Abran;Abran;Abran;;Abran;;;;;;;x
b_abran_adj;Abranian;Abranian;Abranian;;Abranian;;;;;;;x
b_abrar;Abrar;Abrar;Abrar;;Abrar;;;;;;;x
b_abrar_adj;Abrarian;Abrarian;Abrarian;;Abrarian;;;;;;;x
b_abrat;Abrat;Abrat;Abrat;;Abrat;;;;;;;x
b_abraxal;Abraxal;Abraxal;Abraxal;;Abraxal;;;;;;;x
b_abraxal_adj;Abraxalian;Abraxalian;Abraxalian;;Abraxalian;;;;;;;x
b_abreon;Abreon;Abreon;Abreon;;Abreon;;;;;;;x
b_abreon_adj;Abreonian;Abreonian;Abreonian;;Abreonian;;;;;;;x
b_abreraseh;Abreraseh;Abreraseh;Abreraseh;;Abreraseh;;;;;;;x
b_abreraseh_adj;Abrerasehian;Abrerasehian;Abrerasehian;;Abrerasehian;;;;;;;x
b_abrou;Abrou;Abrou;Abrou;;Abrou;;;;;;;x
b_abrou_adj;Abrian;Abrian;Abrian;;Abrian;;;;;;;x
b_abrura;Abrura;Abrura;Abrura;;Abrura;;;;;;;x
b_abruthy;Abruthy;Abruthy;Abruthy;;Abruthy;;;;;;;x
b_abruthy_adj;Abruthian;Abruthian;Abruthian;;Abruthian;;;;;;;x
b_absalom;Absalom;Absalom;Absalom;;Absalom;;;;;;;x
b_absalom_adj;Absalomian;Absalomian;Absalomian;;Absalomian;;;;;;;x
b_abu_azada;Abu Azada;Abu Azada;Abu Azada;;Abu Azada;;;;;;;x
b_abu_hilada;Abu Hilada;Abu Hilada;Abu Hilada;;Abu Hilada;;;;;;;x
b_abu_zuber;Abu Zuber;Abu Zuber;Abu Zuber;;Abu Zuber;;;;;;;x
b_abudagaruen;Abudagaruen;Abudagaruen;Abudagaruen;;Abudagaruen;;;;;;;x
b_abuderes;Abuderes;Abuderes;Abuderes;;Abuderes;;;;;;;x
b_abuderes_adj;Abuderesian;Abuderesian;Abuderesian;;Abuderesian;;;;;;;x
b_abulo;Abulo;Abulo;Abulo;;Abulo;;;;;;;x
b_abyalmn;Abyalmn;Abyalmn;Abyalmn;;Abyalmn;;;;;;;x
b_abyalmn_adj;Abyalmnian;Abyalmnian;Abyalmnian;;Abyalmnian;;;;;;;x
b_abyayda;Abyayda;Abyayda;Abyayda;;Abyayda;;;;;;;x
b_abyayer;Abyayer;Abyayer;Abyayer;;Abyayer;;;;;;;x
b_abydu;Abydu;Abydu;Abydu;;Abydu;;;;;;;x
b_abydu_adj;Abydian;Abydian;Abydian;;Abydian;;;;;;;x
b_academy;Academy;Academy;Academy;;Academia;;;;;;;x
b_academy_adj;Academian;Academian;Academian;;Académico;;;;;;;x
b_acha;Acha;Acha;Acha;;Acha;;;;;;;x
b_acha_adj;Achan;Achan;Achan;;Achan;;;;;;;x
b_achal;Achal;Achal;Achal;;Achal;;;;;;;x
b_achal_adj;Achalian;Achalian;Achalian;;Achalian;;;;;;;x
b_achalaz;Achalaz;Achalaz;Achalaz;;Achalaz;;;;;;;x
b_achalaz_adj;Achalazian;Achalazian;Achalazian;;Achalazian;;;;;;;x
b_acham;Acham;Acham;Acham;;Acham;;;;;;;x
b_acham_adj;Achamian;Achamian;Achamian;;Achamian;;;;;;;x
b_achars_rest;Achar's Rest;Achar's Rest;Achar's Rest;;Descanso de Achar;;;;;;;x
b_achars_rest_adj;Achar's Restian;Achar's Restian;Achar's Restian;;Descanso Achario;;;;;;;x
b_achathila;Achathila;Achathila;Achathila;;Achathila;;;;;;;x
b_achathila_adj;Achathilan;Achathilan;Achathilan;;Achathilan;;;;;;;x
b_achelar;Achelar;Achelar;Achelar;;Achelar;;;;;;;x
b_achelar_adj;Achelarian;Achelarian;Achelarian;;Achelarian;;;;;;;x
b_achengrav;Achengrav;Achengrav;Achengrav;;Achengrav;;;;;;;x
b_achengrav_adj;Achengravian;Achengravian;Achengravian;;Achengravian;;;;;;;x
b_acheral;Acheral;Acheral;Acheral;;Acheral;;;;;;;x
b_acheral_adj;Acheralian;Acheralian;Acheralian;;Acheralian;;;;;;;x
b_acheras;Acheras;Acheras;Acheras;;Acheras;;;;;;;x
b_acheras_adj;Acherasian;Acherasian;Acherasian;;Acherasian;;;;;;;x
b_achernath;Achernath;Achernath;Achernath;;Achernath;;;;;;;x
b_achernath_adj;Achernathian;Achernathian;Achernathian;;Achernathian;;;;;;;x
b_achhimp;Achhimp;Achhimp;Achhimp;;Achhimp;;;;;;;x
b_achhimp_adj;Achhimpian;Achhimpian;Achhimpian;;Achhimpian;;;;;;;x
b_achila;Achila;Achila;Achila;;Achila;;;;;;;x
b_achila_adj;Achilan;Achilan;Achilan;;Achilan;;;;;;;x
b_achimphaer;Achimphaer;Achimphaer;Achimphaer;;Achimphaer;;;;;;;x
b_achimphaer_adj;Achimphaerian;Achimphaerian;Achimphaerian;;Achimphaerian;;;;;;;x
b_achinindi;Achinindi;Achinindi;Achinindi;;Achinindi;;;;;;;x
b_achinindi_adj;Achinindian;Achinindian;Achinindian;;Achinindian;;;;;;;x
b_achith;Achith;Achith;Achith;;Achith;;;;;;;x
b_achith_adj;Achithian;Achithian;Achithian;;Achithian;;;;;;;x
b_achnasheen;Achnasheen;Achnasheen;Achnasheen;;Achnasheen;;;;;;;x
b_achnasheen_adj;Achnasheenian;Achnasheenian;Achnasheenian;;Achnasheenian;;;;;;;x
b_achnizu;Achnizu;Achnizu;Achnizu;;Achnizu;;;;;;;x
b_achnizu_adj;Achnizian;Achnizian;Achnizian;;Achnizian;;;;;;;x
b_ackandar;Ackandar;Ackandar;Ackandar;;Ackandar;;;;;;;x
b_ackandar_adj;Ackandarian;Ackandarian;Ackandarian;;Ackandarian;;;;;;;x
b_acks;Acks;Acks;Acks;;Acks;;;;;;;x
b_acks_adj;Acksian;Acksian;Acksian;;Acksian;;;;;;;x
b_acoland_tower;Acoland Tower;Acoland Tower;Acoland Tower;;Torre Acoland;;;;;;;x
b_acomb;Acomb;Acomb;Acomb;;Acomb;;;;;;;x
b_acomb_adj;Acombian;Acombian;Acombian;;Acombian;;;;;;;x
b_acoyals_cove;Acoyal's Cove;Acoyal's Cove;Acoyal's Cove;;Asamblea de Acoyal;;;;;;;x
b_acoyals_cove_adj;Acoyal's Covean;Acoyal's Covean;Acoyal's Covean;;Asamblea Acoyala;;;;;;;x
b_acrine;Acrine;Acrine;Acrine;;Acrine;;;;;;;x
b_acrine_adj;Acrinean;Acrinean;Acrinean;;Acrinean;;;;;;;x
b_adaba;Adaba;Adaba;Adaba;;Adaba;;;;;;;
b_adabaeth;Adabaeth;Adabaeth;Adabaeth;;Adabaeth;;;;;;;x
b_adabaeth_adj;Adabaethian;Adabaethian;Adabaethian;;Adabaethian;;;;;;;x
b_adae;Adae;Adae;Adae;;Adae;;;;;;;x
b_adae_adj;Adaean;Adaean;Adaean;;Adaean;;;;;;;x
b_adaens;Adaens;Adaens;Adaens;;Adaens;;;;;;;x
b_adaens_adj;Adaensian;Adaensian;Adaensian;;Adaensian;;;;;;;x
b_adagai;Adagai;Adagai;Adagai;;Adagai;;;;;;;x
b_adagai_adj;Adagian;Adagian;Adagian;;Adagian;;;;;;;x
b_adal_tin;Adal-Tin;Adal-Tin;Adal-Tin;;Adal-Tin;;;;;;;x
b_adamar_horath;Adamar Horath;Adamar Horath;Adamar Horath;;Adamar Horath;;;;;;;x
b_adamar_horath_adj;Adamar Horathian;Adamar Horathian;Adamar Horathian;;Adamar Horathian;;;;;;;x
b_adan;Adan;Adan;Adan;;Adan;;;;;;;x
b_adand;Adand;Adand;Adand;;Adand;;;;;;;x
b_adand_adj;Adandian;Adandian;Adandian;;Adandian;;;;;;;x
b_adapra;Adapra;Adapra;Adapra;;Adapra;;;;;;;x
b_adapra_adj;Adapran;Adapran;Adapran;;Adapran;;;;;;;x
b_adarstead;Adarstead;Adarstead;Adarstead;;Adarstead;;;;;;;x
b_adarstead_adj;Adarsteadian;Adarsteadian;Adarsteadian;;Adarsteadian;;;;;;;x
b_adas;Adas;Adas;Adas;;Adas;;;;;;;x
b_adas_adj;Adasian;Adasian;Adasian;;Adasian;;;;;;;x
b_adasull;Adasull;Adasull;Adasull;;Adasull;;;;;;;x
b_adasull_adj;Adasullian;Adasullian;Adasullian;;Adasullian;;;;;;;x
b_adaunt;Adaunt;Adaunt;Adaunt;;Adaunt;;;;;;;x
b_adbar;Adbar;Adbar;Adbar;;Adbar;;;;;;;x
b_adbar_adj;Adbarian;Adbarian;Adbarian;;Adbarian;;;;;;;x
b_adbug;Adbug;Adbug;Adbug;;Adbug;;;;;;;x
b_adbug_adj;Adbugian;Adbugian;Adbugian;;Adbugian;;;;;;;x
b_addas_babar;Addas Babar;Addas Babar;Addas Babar;;Addas Babar;;;;;;;x
b_addas_babar_adj;Addas Babarian;Addas Babarian;Addas Babarian;;Addas Babaro;;;;;;;x
b_addavath;Addavath;Addavath;Addavath;;Addavath;;;;;;;x
b_addavath_adj;Addavathian;Addavathian;Addavathian;;Addavathian;;;;;;;x
b_adder_point;Adder Point;Adder Point;Adder Point;;Punta de Sumadora;;;;;;;x
b_adder_point_adj;Adder Pointer;Adder Pointer;Adder Pointer;;Sumapuntana;;;;;;;x
b_addersfield;Addersfield;Addersfield;Addersfield;;Sumacampo;;;;;;;x
b_addersfield_adj;Addersfieldian;Addersfieldian;Addersfieldian;;Sumacamper;;;;;;;x
b_adderspring;Adderspring;Adderspring;Adderspring;;Sumanantial;;;;;;;x
b_addfeld;Addfeld;Addfeld;Addfeld;;Addfeld;;;;;;;x
b_addfeld_adj;Addfeldian;Addfeldian;Addfeldian;;Addfeldian;;;;;;;x
b_addos;Addos;Addos;Addos;;Addos;;;;;;;x
b_addos_adj;Addosian;Addosian;Addosian;;Addosian;;;;;;;x
b_addukot;Addukot;Addukot;Addukot;;Addukot;;;;;;;x
b_addukot_adj;Addukot;Addukot;Addukot;;Addukot;;;;;;;x
b_adeh;Adeh;Adeh;Adeh;;Adeh;;;;;;;x
b_adeh_adj;Adehian;Adehian;Adehian;;Adehian;;;;;;;x
b_aden;Aden;Aden;Aden;;Aden;;;;;;;x
b_aden_adj;Adenian;Adenian;Adenian;;Adenian;;;;;;;x
b_adendat;Adendat;Adendat;Adendat;;Adendat;;;;;;;x
b_adendat_adj;Adendatian;Adendatian;Adendatian;;Adendatian;;;;;;;x
b_adeng;Adeng;Adeng;Adeng;;Adeng;;;;;;;x
b_adeng_adj;Adengian;Adengian;Adengian;;Adengian;;;;;;;x
b_adeoyen;Adeoyen;Adeoyen;Adeoyen;;Adeoyen;;;;;;;x
b_adeoyen_adj;Adeoyenian;Adeoyenian;Adeoyenian;;Adeoyenian;;;;;;;x
b_aderar;Aderar;Aderar;Aderar;;Aderar;;;;;;;x
b_aderar_adj;Aderarian;Aderarian;Aderarian;;Aderarian;;;;;;;x
b_aderfold;Aderfold;Aderfold;Aderfold;;Aderfold;;;;;;;x
b_aderhinah;Aderhinah;Aderhinah;Aderhinah;;Aderhinah;;;;;;;x
b_aderians;Aderians;Aderians;Aderians;;Aderians;;;;;;;x
b_aderians_adj;Aderiansian;Aderiansian;Aderiansian;;Aderiansian;;;;;;;x
b_ades;Ades;Ades;Ades;;Ades;;;;;;;x
b_ades_adj;Adesian;Adesian;Adesian;;Adesian;;;;;;;x
b_adexipha_wood;Adexipha Wood;Adexipha Wood;Adexipha Wood;;Bosque Adexipha;;;;;;;x
b_adgara;Adgara;Adgara;Adgara;;Adgara;;;;;;;x
b_adhal;Adhal;Adhal;Adhal;;Adhal;;;;;;;x
b_adhal_adj;Adhalian;Adhalian;Adhalian;;Adhalian;;;;;;;x
b_adhe_wood;Adhe Wood;Adhe Wood;Adhe Wood;;Adhe Wood;;;;;;;x
b_adhi;Adhi;Adhi;Adhi;;Adhi;;;;;;;x
b_adhi_adj;Adhian;Adhian;Adhian;;Adhian;;;;;;;x
b_adiir;Adiir;Adiir;Adiir;;Adiir;;;;;;;x
b_adildalr;Adildalr;Adildalr;Adildalr;;Adildalr;;;;;;;x
b_adildalr_adj;Adildalrian;Adildalrian;Adildalrian;;Adildalrian;;;;;;;x
b_adioo;Adioo;Adioo;Adioo;;Adioo;;;;;;;x
b_adioo_adj;Adian;Adian;Adian;;Adian;;;;;;;x
b_adjuwo;Adjuwo;Adjuwo;Adjuwo;;Adjuwo;;;;;;;x
b_admash;Admash;Admash;Admash;;Admash;;;;;;;x
b_admash_adj;Admashian;Admashian;Admashian;;Admashian;;;;;;;x
b_adrian;Adrian;Adrian;Adrian;;Adrian;;;;;;;
b_adrila;Adrila;Adrila;Adrila;;Adrila;;;;;;;x
b_adrinden;Adrinden;Adrinden;Adrinden;;Adrinden;;;;;;;x
b_adrinden_adj;Adrindenian;Adrindenian;Adrindenian;;Adrindenian;;;;;;;x
b_aduh;Aduh;Aduh;Aduh;;Aduh;;;;;;;x
b_aduh_adj;Aduhian;Aduhian;Aduhian;;Aduhian;;;;;;;x
b_aduld;Aduld;Aduld;Aduld;;Aduld;;;;;;;x
b_adurah;Adurah;Adurah;Adurah;;Adurah;;;;;;;x
b_aduraq;Aduraq;Aduraq;Aduraq;;Aduraq;;;;;;;x
b_adwet;Adwet;Adwet;Adwet;;Adwet;;;;;;;x
b_adzodougou;Adzodougou;Adzodougou;Adzodougou;;Adzodougou;;;;;;;x
b_aegremonth;Aegremonth;Aegremonth;Aegremonth;;Aegremonth;;;;;;;x
b_aeladae;Aeladae;Aeladae;Aeladae;;Aeladae;;;;;;;x
b_aeladae_adj;Aeladaean;Aeladaean;Aeladaean;;Aeladaean;;;;;;;x
b_aeldun;Aeldun;Aeldun;Aeldun;;Aeldun;;;;;;;x
b_aeldun_adj;Aeldunian;Aeldunian;Aeldunian;;Aeldunian;;;;;;;x
b_aelleah;Aelleah;Aelleah;Aelleah;;Aelleah;;;;;;;x
b_aelleah_adj;Aelleahian;Aelleahian;Aelleahian;;Aelleahian;;;;;;;x
b_aelleah_tower;Aelleah Tower;Aelleah Tower;Aelleah Tower;;Torre Aelleah;;;;;;;x
b_aelleah_tower_adj;Aelleah Tower;Aelleah Tower;Aelleah Tower;;Torre Aelleah;;;;;;;x
b_aelor;Aelor;Aelor;Aelor;;Aelor;;;;;;;x
b_aelor_adj;Aelorian;Aelorian;Aelorian;;Aelorian;;;;;;;x
b_aelore;Aelore;Aelore;Aelore;;Aelore;;;;;;;x
b_aelore_adj;Aelorean;Aelorean;Aelorean;;Aelorean;;;;;;;x
b_aems;Aems;Aems;Aems;;Aems;;;;;;;x
b_aems_adj;Aemsian;Aemsian;Aemsian;;Aemsian;;;;;;;x
b_aemsyrss;Aemsyrss;Aemsyrss;Aemsyrss;;Aemsyrss;;;;;;;x
b_aemsyrss_adj;Aemsyrssian;Aemsyrssian;Aemsyrssian;;Aemsyrssian;;;;;;;x
b_aenus;Aenus;Aenus;Aenus;;Aenus;;;;;;;x
b_aenus_adj;Aenusian;Aenusian;Aenusian;;Aenusian;;;;;;;x
b_aeralonyn;Aeralonyn;Aeralonyn;Aeralonyn;;Aeralonyn;;;;;;;x
b_aeralonyn_adj;Aeralonynian;Aeralonynian;Aeralonynian;;Aeralonynian;;;;;;;x
b_aerilon;Aerilon;Aerilon;Aerilon;;Aerilon;;;;;;;x
b_aerilon_adj;Aerilonian;Aerilonian;Aerilonian;;Aerilonian;;;;;;;x
b_aerithaes_rest;Aerithae's Rest;Aerithae's Rest;Aerithae's Rest;;Descanso de Aerithae;;;;;;;x
b_aerithaes_rest_adj;Aerithae's Restian;Aerithae's Restian;Aerithae's Restian;;Descanso Aerithaeno;;;;;;;x
b_aesllena;Aesllena;Aesllena;Aesllena;;Aesllena;;;;;;;x
b_aethel;Aethel;Aethel;Aethel;;Aethel;;;;;;;x
b_aeyreinon;Aeyreinon;Aeyreinon;Aeyreinon;;Aeyreinon;;;;;;;x
b_aeyreinon_adj;Aeyreinonian;Aeyreinonian;Aeyreinonian;;Aeyreinonian;;;;;;;x
b_afakrit;Afakrit;Afakrit;Afakrit;;Afakrit;;;;;;;x
b_afaro;Afaro;Afaro;Afaro;;Afaro;;;;;;;x
b_afaro_adj;Afarian;Afarian;Afarian;;Afarian;;;;;;;x
b_afen_allanar;Afen Allanar;Afen Allanar;Afen Allanar;;Afen Allanar;;;;;;;x
b_afen_allanar_adj;Afen Allanarian;Afen Allanarian;Afen Allanarian;;Afen Allanarian;;;;;;;x
b_afena;Afena;Afena;Afena;;Afena;;;;;;;x
b_afena_ancalen;Afena Ancalen;Afena Ancalen;Afena Ancalen;;Afena Ancalen;;;;;;;x
b_afena_ancalen_adj;Afena Ancalenian;Afena Ancalenian;Afena Ancalenian;;Afena Ancalenian;;;;;;;x
b_afiang;Afiang;Afiang;Afiang;;Afiang;;;;;;;x
b_afiang_adj;Afiangian;Afiangian;Afiangian;;Afiangian;;;;;;;x
b_aflehone;Aflehone;Aflehone;Aflehone;;Aflehone;;;;;;;x
b_afraditha;Afraditha;Afraditha;Afraditha;;Afraditha;;;;;;;x
b_afraza;Afraza;Afraza;Afraza;;Afraza;;;;;;;x
b_afraza_adj;Afrazan;Afrazan;Afrazan;;Afrazan;;;;;;;x
