#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
EVTOPTB_FWWar_1;Interesting...;;;;;;;;;;;x
EVTOPTC_FWWar_1;Troubling News.;;;;;;;;;;;x
vassalize_flaming_fist;Vassalize The Flaming Fist;;;;;;;;;;;x
vassalize_flaming_fist_desc;The Flaming Fist was founded by Grand Duke Eltan of Baldur's Gate. It's time they return to their roots.;;;;;;;;;;;x
EVTDESC_FaerunMercenary_2;The Flaming Fist has agreed to swear fealty to [Root.GetTitledFirstName]. They will now serve the [Root.PrimaryTitle].;;;;;;;;;;;x
;;;;;;;;;;;;x
monster_culture_modifier;Rawr;;;;;;;;;;;x
giant_culture_modifier;Jotun Troops;;;;;;;;;;;x
dwarven_culture_modifier;Dwarven Troops;;;;;;;;;;;x
elven_culture_modifier;Seldarine Troops;;;;;;;;;;;x
gnoll_culture_modifier;Gnoll Troops;;;;;;;;;;;x
orc_culture_modifier;Orc Troops;;;;;;;;;;;x
goblin_culture_modifier;Goblinoid Troops;;;;;;;;;;;x
nezramite_bloodline;Nezramite Blood;;;;;;;;;;;x
nezramite_bloodline_desc;Nezramites are the descendants of the legendary Mulhorandi wizard Nezram the World-Walker, who left for the planes in centuries past, but is said to visit the Realms on occasion.;;;;;;;;;;;x
gov_electorial_aristocratic_monarchy_uthgardt;Uthgardt Elective Monarchy;;;;;;;;;;;x
gov_electorial_aristocratic_monarchy_tuigan;Tuigan Elective Monarchy;;;;;;;;;;;x
gov_benign_magocracy;Studious Magocracy;;;;;;;;;;;x
gov_malign_magocracy;Ruthless Magocracy;;;;;;;;;;;x
gov_wild_democracy;Mob Rule;;;;;;;;;;;x
gov_orderly_democracy;Partial Democracy;;;;;;;;;;;x
gov_bhaalspawn;Bhaalist Divine Dictatorship;;;;;;;;;;;x
gov_evil_divine;Divine Dictatorship;;;;;;;;;;;x
gov_good_divine;Divine Mandate;;;;;;;;;;;x
gov_druid;Druidic Circle;;;;;;;;;;;x
gov_ordning;Giant Ordning;;;;;;;;;;;x
gov_serpent_abyssal;Serpent Kingdom;;;;;;;;;;;x
gov_scaly_abyssal;Coldblood Tribe;;;;;;;;;;;x
gov_sahuagin;Sea Devil Outpost;;;;;;;;;;;x
gov_noble_malenti;Noble Malenti;;;;;;;;;;;x
gov_nomadic_gnolls;Yeenoghu's Pack;;;;;;;;;;;x

EVTDESC_frelections_5;The once a twelve-year elections are coming up a year from now, and this will be your last chance to influence the outcome in your favour.;;;;;;;;;;;x
EVTDESC_frelections_7;[target_new_doge.GetDynName] has been elected the new [target_new_doge.GetTitle] of the Great Republic of [target_republic.GetBaseName].;;[target_new_doge.GetDynName] wurde zum neuen [target_new_doge.GetTitle] der großen Republik [target_republic.GetBaseName] gewählt.;;;;;;;;;;;x
EVTDESC_frelections_15;The elections have been postponed to next year due to strife between the leaders of the republic.;;;;;;;;;;;x
large_monsters;Large Monsters;;;;;;;;;;;x
large_monsters_offensive;Monster Offensive;;;;;;;;;;;x
large_monsters_defensive;Monster Defensive;;;;;;;;;;;x
large_monsters_morale;Monster Morale;;;;;;;;;;;x
large_monsters_modifier;Combat Modifier boost to Monster troops: $PERC$;;;;;;;;;;;x
beast_troops;Bestial Allies;;;;;;;;;;;x
beast_troops_offensive;Bestial Allied Offensive;;;;;;;;;;;x
beast_troops_defensive;Bestial Allied Defensive;;;;;;;;;;;x
beast_troops_morale;Bestial Allies Morale;;;;;;;;;;;x
beast_troops_modifier;Combat Modifier boost to Bestial Allies: $PERC$;;;;;;;;;;;x
warpriests;Priests of War;;;;;;;;;;;x
warpriests_offensive;War Priests Offensive;;;;;;;;;;;x
warpriests_defensive;War Priests Defensive;;;;;;;;;;;x
warpriests_morale;War Priests Morale;;;;;;;;;;;x
warpriests_modifier;Combat Modifier boost to War Priests; $PERC$;;;;;;;;;;x
mages_troops;Magic-Users;;;;;;;;;;;x
mages_troops_offensive;Magic-Users Offensive;;;;;;;;;;;x
mages_troops_defensive;Magic-Users Defensive;;;;;;;;;;;x
mages_troops_morale;Magic-Users Morale;;;;;;;;;;;x
mages_troops_modifier;Combat Modifier boost to Magic-Users; $PERC$;;;;;;;;;;x
#
arbitrary_opinion;Arbitrary Opinion;;;;;;;;x
#
sorcerer_event_desc1a;The signs at first were subtle. Friends came easy to you, from obnoxious bullies, to even the most feral dog. And as you got older, you could fix broken plates and torn shoes. There was something peculiar about your childhood, though you truly didn't know why. That is until with but the slightest brush of your hand, lightning came forth. You are a sorcerer, born into magic that mere humans spend decades trying to master. How and why you got this power is a mystery, only you may solve.;;;;;;;;;;;x
sorcerer_event_desc1b;Your precious child has always been a bit different. Falling into muddy pools, and emerging cleaner than ever, to chasing seemingly intangible lights that came from nowhere. But there can be no denying, when with a flick of their wrist, magical power erupted forth, that they are a sorcerer. How did they gain such awesome power, is perhaps a secret for the ages. Did your ancestors mingle with things foul or fair, perhaps even beyond? Regardless, your child has proven themselves powerful, and a future of good or evil must surely be decided upon.;;;;;;;;;;;x
FaerunSiege1;This siege is taking up valuable time and resources. What should we do?;;;;;;;;;;;x
FaerunSiege1TTA;"Burn them out!";;;;;;;;;;;x
FaerunSiege1TTABurn;As an arcane caster class of sufficient level, you are able to toss out arcane (or unholy) balls of fire at the wall defenders, reducing their numbers.;;;;;;;;;;;x
siege_arcane_class;You are an arcane caster.;;;;;;;;;;;x
FaerunSiege1TTB;"Send in my spies!";;;;;;;;;;;x
FaerunSiege1TTBSpy;As a stealth-oriented class of sufficient level, you are able to send in spies under the cover of night and sow discontent in the enemy ranks, lowering their morale.;;;;;;;;;;;x
siege_stealth_class;You are a stealthy class.;;;;;;;;;;;x
FaerunSiege2;Some bloody idiot is tossing fireballs at the ramparts. Some of our men have been killed in the blasts.;;;;;;;;;;;x
FaerunSiege2TTA;"Damn it!";;;;;;;;;;;x
FaerunSiege3;Rumors about our food stocks have been spreading around the men. The rumors have likely been started by a spy in our midst, but the damage has already been done.;;;;;;;;;;;x
#faerun_immortal_race;Immortal Race;;;;;;;;;;;x
#faerun_immortal_race_desc;This is a hidden trait. How are you even seeing this? Cheater.;;;;;;;;;;;x
vampire;[Root.VampName];;;;;;;;;;;x
vampire_silly;Neck Romancer;;;;;;;;;;;x
vampire_nosilly;Vampire;;;;;;;;;;;x
#;;;;;;;;;;;;x
# Death domain gods;;;;;;;;;;;;x
#;;;;;;;;;;;;x
cl_amaunator;Amaunator;;;;;;;;;;;x
cl_bhaal;Bhaal;;;;;;;;;;;x
cl_greatmother;Great Mother;;;;;;;;;;;x
cl_grolantor;Grolantor;;;;;;;;;;;x
cl_jergal;Jergal;;;;;;;;;;;x
cl_kelemvor;Kelemvor;;;;;;;;;;;x
cl_laduguer;Laduguer;;;;;;;;;;;x
cl_laogzed;Laogzed;;;;;;;;;;;x
cl_loviatar;Loviatar;;;;;;;;;;;x
cl_memnor;Memnor;;;;;;;;;;;x
cl_myrkul;Myrkul;;;;;;;;;;;x
cl_null;Null;;;;;;;;;;;x
cl_ravenqueen;Raven Queen;;;;;;;;;;;x
cl_shar;Shar;;;;;;;;;;;x
cl_talona;Talona;;;;;;;;;;;x
cl_urogalan;Urugalan;;;;;;;;;;;x
cl_vecna;Vecna;;;;;;;;;;;x
cl_velsharoon;Velsharoon;;;;;;;;;;;x
cl_yurtrus;Yurtrus;;;;;;;;;;;x
#;;;;;;;;;;;;x
# Nature domain gods;;;;;;;;;;;;x
#;;;;;;;;;;;;x
cl_auril;Auril;;;;;;;;;;;x
cr_deepsashelas;Deep Sashelas;;;;;;;;;;;x
cl_marthammor;Marthammor Duin;;;;;;;;;;;x
cl_eadro;Eadro;;;;;;;;;;;x
cr_eilistraee;Eilistraee;;;;;;;;;;;x
cl_eldrath;Eldath;;;;;;;;;;;x
cl_malar;Malar;;;;;;;;;;;x
cl_osiris;Osiris;;;;;;;;;;;x
cl_sheela;Sheela Peryroyl;;;;;;;;;;;x
cl_silvanus;Sylvanus;;;;;;;;;;;x
cl_skerrit;Skerrit;;;;;;;;;;;x
cl_tarsellis;Tarsellis Meunniduin;;;;;;;;;;;x
cl_gwaeron;Gwaeron Windstrom;;;;;;;;;;;x
horus_bloodline;Divine Blood of Horus;;;;;;;;;;;x
horus_bloodline_desc;Horus, who would later become Horus-Re, is the Mulhorandi god of life, kings, rulership, the sun and vengeance and has ruled Mulhorand for millenia through his mortal incarnations.;;;;;;;;;;;x
slaughterer;Slaughterer;;;;;;;;;;;x
slaughterer_desc;Some commanders are so devoted to [Root.GaragosLoc] that they see warfare as simply mass-scale slaughter in offering to their god. They yearn for a mass melee in which the lines blur and it's kill or be killed.;;;;;;;;;;;x
blood_festival_opinion;Called a Blood Festival;;;;;;;;;;;x
thoth_bloodline;Divine Blood of Thoth;;;;;;;;;;;x
thoth_bloodline_desc;Thoth is the Mulhorandi god of knowledge, neutral magic, science and secrets and was one of the older deities of his pantheon. He is an intellectual deity and is known to be fond of academic debate and innovation.;;;;;;;;;;;x
GOD_KING;God-King;;;;;;;;;;;x
GOD_QUEEN;God-Queen;;;;;;;;;;;x
sebek_bloodline;Divine Blood of Sebek;;;;;;;;;;;x
sebek_bloodline_desc;Sebek is the Mulhorandi god of crocodiles, wetlands and river hazards and the son of Set. He is a cruel and jealous deity who relishes in devouring his victims.;;;;;;;;;;;x
set_bloodline;Divine Blood of Set;;;;;;;;;;;x
set_bloodline_desc;Set is the Mulhorandi god of deserts, drought, darkness, evil magic and murder. He is a patient and pragmatic god and unlike most other evil deities is more than willing to make alliances to bring his goals to fruition.;;;;;;;;;;;x
isis_bloodline;Divine Blood of Isis;;;;;;;;;;;x
isis_bloodline_desc;Isis is the Mulhorandi goddess of agriculture, good magic, love, marriage, rivers and weather. She is a kind and patient deity who takes joy in helping her followers.;;;;;;;;;;;x
chosen_tiamat;Chosen of [Root.TiamatLoc];;;;;;;;;;;x
chosen_tiamat_desc;[Root.TiamatLoc] is the draconic deity of chromatic dragons and greed, and is the eternal foe of [Root.BahamutLoc]. Chosen of [Root.TiamatLoc] are often mighty dragons themselves and embody the aspects that make them feared across the Realms.;;;;;;;;;;;x
chosen_thasmudyan;Chosen of Thasmudyan;;;;;;;;;;;x
chosen_thasmudyan_desc;Thasmudyan is the savage Zakharan deity of necromancy and the undead. The chosen of the King of Worms is a powerful necromancer with mastery over the living dead.;;;;;;;;;;;x
osiris_bloodline;Divine Blood of Osiris;;;;;;;;;;;x
osiris_bloodline_desc;Osiris is the Mulhorandi god of death, the dead, and justice. He is a regal and solemn god, responsible for the mulhorandi afterlife.;;;;;;;;;;;x
nephthys_bloodline;Divine Blood of Nephthys;;;;;;;;;;;x
nephthys_bloodline_desc;Nephthys is the Mulhorandi goddess of trade, protection of children, and wealth. Her tolerance for theft is non-existant, and her priesthood is quick to sentence thieves to death.;;;;;;;;;;;x
elder_orb;Elder Orb;;;;;;;;;;;x
elder_orb_desc;Elder Orbs are beholders blessed with immortality at birth. They are also bigger, but far less agile, than their regular kin.;;;;;;;;;;;x
anhur_bloodline;Divine Blood of Anhur;;;;;;;;;;;x
anhur_bloodline_desc;Anhur is the Mulhorandi god of conflict, physical prowess, war, rain and storms. He considers it his task to protect Mulhorand from evil in order to preserve its peace.;;;;;;;;;;;x
bes_bloodline;Divine Blood of Bes;;;;;;;;;;;x
bes_bloodline_desc;Bes is the Mulhorandi deity of luck and childbirth. He often manifests as a small ugly man and has good relations with the dwarven deities.;;;;;;;;;;;x
attempted_to_infect_me;Tried to infect me;;;;;;;;;;;x
tried_to_force_infection;Attacked me;;;;;;;;;;;x
revealed_my_lycan_secret;Revealed my lycanthropy;;;;;;;;;;;x
claws_of_malar;Claws of [Root.MalarLoc];;;;;;;;;;;x
claws_of_malar_desc;the claws of [Root.MalarLoc] are a bladed gauntlet sacred to [Root.MalarLocAdj]s, which they use to emulate the beasts their god controls. They also react violently to any outside their faith who comes to hold these weapons.;;;;;;;;;;;x
CB_NAME_SLAY_DRUID;Kill Druid;;;;;;;;;;;x
WAR_NAME_SLAY_DRUID;$ATTACKER$'s [Root.MalarLocAdj] War against the Druid $DEFENDER$;;;;;;;;;;;x
slay_druid_cb_desc;The Beastlord despises druids and commands that his followers slay any druids they can when possible.;;;;;;;;;;;x
CB_NAME_CLAWS_OF_MALAR;Avenge Blasphemy;;;;;;;;;;;x
WAR_NAME_CLAWS_OF_MALAR;$ATTACKER$'s $ORDER$ War of [Root.MalarLocAdj] Vengeance against $DEFENDER$;;;;;;;;;;;x
claws_of_malar_cb_desc;The Claws of Malar are a sacred weapon of the Beastlord's followers and for any outside the faith to possess them is a great blasphemy that must be avenged. With death.;;;;;;;;;;;x
malar_blasphemer_defeater;Defeated Blasphemer;;;;;;;;;;;x
ClangeddinZakh;Clang;;;;;;;;;;;x
ClangeddinDwarf;Clangeddin Silverbeard;;;;;;;;;;;x
HlalElf;Avachel;;;;;;;;;;;x
HlalPlanar;Aasterinian;;;;;;;;;;;x
HlalDragon;Hlal;;;;;;;;;;;x
HlalElfAdj;Avachelan;;;;;;;;;;;x
HlalPlanarAdj;Aasteriniar;;;;;;;;;;;x
HlalDragonAdj;Hlali;;;;;;;;;;;x
AsgorathPlanar;Io;;;;;;;;;;;x
AsgorathDragon;Asgorath;;;;;;;;;;;x
NullPlanar;Faluzure;;;;;;;;;;;x
NullDragon;Null;;;;;;;;;;;x
GOD_GROND_PEAKSMASHER;Grond Peaksmasher;;;;;;;;;;;x
chosen_gilgeam;Chosen of Gilgeam;;;;;;;;;;;x
chosen_gilgeam_desc;Those Chosen by the Father of Victory are expected to act as his personal enforcers and killers, carrying out his divine will to all the enemies of Gilgeam.;;;;;;;;;;;x
border_kingdoms_region;Border Kingdoms;;;;;;;;;;;x
region_the_great_spire;The Great Spire;;;;;;;;;;;x
chosen_kossuth;Chosen of Kossuth;;;;;;;;;;;x
chosen_kossuth_desc;The Chosen of Kossuth are not required to do much thanks to the distant nature of their Primordial lord, merely having to promote his values and fight against elemental water whenever it is found.;;;;;;;;;;;x
title_high_mage;Selu'taar;;;;;;;;;;;x
title_high_mage_desc;Selu'taar, or High Mages, are usually-elven spellcasters who have been selected to conduct the very powerful and very dangerous High Magic rituals. Due to the importance of these rituals and the danger these magicians put themselves in, they often get a say in the rulings of the realm.;;;;;;;;;;;x
high_mage_tooltip;Must be a wizard, sorcerer or warlock with the pact of the tome who are a master, renowned or legendary at their class, or a legendary bard.;;;;;;;;;;;x
DEATH_HIGH_MAGIC;died in a high magic ritual gone awry;;;;;;;;;;;x
ABERRANT_HOST;Aberrant Host;;;;;;;;;;;x
FALLEN_HOST;Fallen Host;;;;;;;;;;;x
mythal_mod;Mythal;;;;;;;;;;;x
invited_fey;Invited from Feywild;;;;;;;;;;;x
religion_feature_uthgardt;Survivors of the North;;;;;;;;;;;x
religion_feature_uthgardt_desc;The world is changing, and the Uthgardt must change with it, much as it was when the Father of Battle united us from disparate peoples beset by giants and wizards.;;;;;;;;;;;x
CB_NAME_DWARFHOLD;Reclaim Dwarfhold of [Title.GetBaseName];;;;;;;;;;;x
CB_WAR_NAME_DWARFHOLD;$ORDER$$FIRST_ADJ$ Ancestral War for the Reclamation of $SECOND$;;;;;;;;;;;x
dwarf_reclaim_hold_desc;The story of the dwarves is rife with their mighty citadels falling to various enemies. Now you have the time to reclaim one of them.;;;;;;;;;;;x
barbarian_adventure_desc;Barbarians can, once in their lifetime, launch an adventure against a foreign realm in order to migrate to it and leave their old lands behind.;;;;;;;;;;;x
CB_NAME_BARBARIAN_ADVENTURE;Barbarian Adventure to [Title.GetBaseName];;;;;;;;;;;x
barbarian_adventure_tooltip;Leaves their old lands behind.;;;;;;;;;;;x
barbarian_legend_0;Unknown Barbarian;;;;;;;;;;;x
barbarian_legend_1;Known Barbarian;;;;;;;;;;;x
barbarian_legend_2;Admired Barbarian;;;;;;;;;;;x
barbarian_legend_3;Storied Barbarian;;;;;;;;;;;x
barbarian_legend_4;Barbarian of Rewnown;;;;;;;;;;;x
barbarian_legend_5;Barbarian of Legend;;;;;;;;;;;x
obj_barb_legend_title;Forge a legend;;;;;;;;;;;x
obj_barb_legend_desc;The life of mediocrity is not for you. The world must know you are a barbarian worthy of song and tales for years to come.\n\nThis will enable a special casus belli that can progress you through this ambition and grant class experience on victory. Fighting stronger enemies will progress you faster, while losing to those weaker than you will set you back further than losing to a stronger oponent. This cannot be cancelled.;;;;;;;;;;;x
barb_warmonger;Barbarous Warmonger;;;;;;;;;;;x
barbarian_legend_cb_desc;In order to build a legend for yourself as one of the greatest of barbarians in the Realms, you must fight all and any who stand in your way, especially those who are mighty. Land matters little, only the glory of combat.;;;;;;;;;;;x
CB_NAME_BARBARIAN_RAMPAGE;Barbarian Rampage;;;;;;;;;;;x
WAR_NAME_BARBARIAN_RAMPAGE;$ATTACKER$'s $ORDER$Barbarous Rampage through $SECOND$;;;;;;;;;;;x
title_shieldbearer;Shieldbearer;;;;;;;;;;;x
title_shieldbearer_desc;Many fighters take on shieldbearers as a mixture of assistant and apprentice, to both aid them in battle and to carry on their legacy.;;;;;;;;;;;x
organized_levies;Organized Levies;;;;;;;;;;;x
bandore;Bandore;;;;;;;;;;;x
bandore_desc;Bandores are bass-range musical instruments, with a rich and mellow sound that is capable of reaching lower notes than citterns. They typically have scalloped sides said to enrich their sound.;;;;;;;;;;;x
fochlucan_bandore;Fochlucan Bandore;;;;;;;;;;;x
fochlucan_bandore_desc;Fochlucan bandores are one of the types of the Instruments of the Bards, wondrous instruments that produce magical effects if played by bards and that can be actively harmful to non-bards who attempt to use them. They are named after the Fochlucan level of the college of Falataer, a legendary ffolk bard.;;;;;;;;;;;x
harp;Harp;;;;;;;;;;;x
harp_desc;Harps are stringed musical instruments that have a number of individual strings running at an angle to its soundboard. They can be played in various ways, be it standing or sitting. Though most harps are triangular in shape and made of wood, there are many variants.;;;;;;;;;;;x
caveharp;Caveharp;;;;;;;;;;;x
caveharp_desc;Caveharps are a type of high-quality, but non-magical, harps found in the Underdark. Their sound can be transmitted extremely long distances there, serving to both relay information and to entertain large populations at once.;;;;;;;;;;;x
doves_harp;Dove's Harp;;;;;;;;;;;x
doves_harp_desc;Dove's Harps were enchanted musical instruments of elven origin renamed after Dove Falconhand after the original name was lost to the ages. Among the magical powers of this harp was the ability to grant magical healing.;;;;;;;;;;;x
harp_of_screams;Harp of Screams;;;;;;;;;;;x
harp_of_screams_desc;The Harp of Screams is a variety of enchanted harp that is always carved in the shape of a dragon. If the gemstone, usually a cheap one, is removed from the dragon's mouth, then anyone who passes by it without playing a particular note will cause the harp to let a loud, painful shriek that continues until the gem is returned to deactivate it.;;;;;;;;;;;x
harp_that_sings_by_itself;Harp that Sings by Itself.;;;;;;;;;;;x
harp_that_sings_by_itself_desc;The Harp that Sings by Itself is a legendary magical harp crafted during the heyday of Myth Drannor. It is a small instrument made of dark wood and, true to its name, is capable of playing music by itself. It is viewed as a trasure by members of the Harpers.;;;;;;;;;;;x
HARPTHATSINGS;Owns the Harp that Sings by Itself;;;;;;;;;;;x
anstruth_harp;Anstruth Harp;;;;;;;;;;;x
anstruth_harp_desc;Anstruth harps are one of the types of the Instruments of the Bards, wondrous instruments that produce magical effects if played by bards and that can be actively harmful to non-bards who attempt to use them. They are named after the Anstruth level of the college of Falataer, a legendary ffolk bard.;;;;;;;;;;;x
ollamh_harp;Ollamh Harp;;;;;;;;;;;x
ollamh_harp_desc;Ollamh harps are the most powerful of the Instruments of the Bards, wondrous instruments that produce magical effects if played by bards and that can be actively harmful to non-bards who attempt to use them. They are named after the Ollamh level of the college of Falataer, a legendary ffolk bard.;;;;;;;;;;;x
harp_of_charming;Harp of Charming;;;;;;;;;;;x
harp_of_charming_desc;Harps of Charming are usually elaborate affairs, fashioned out of gold or silver, or very rarely mithral. The harp lived up to its name, allowing the magical charming of others as long as it is played.;;;;;;;;;;;x
harp_of_haunting;Harp of Haunting;;;;;;;;;;;x
harp_of_haunting_desc;Harps of Haunting are grim instruments often fashioned from bone and whose strings are repurposed bowstrings of dead adventurers. Bards can use this instrument to animate the dead to help them in battle, as well as scare oponents.;;;;;;;;;;;x
harp_of_healing;Harp of Healing;;;;;;;;;;;x
harp_of_healing_desc;The Harp of Healing is a legendary instrument that first appeared in Cormyr and that is bound to a mysterious etheral entity with unknown motives. Any who touch the harp are healed, but also seem to suffer some manner of mind-altering effect.;;;;;;;;;;;x
harp_of_pandemonium;Harp of Pandemonium;;;;;;;;;;;x
harp_of_pandemonium_desc;The Harp of Pandemonium is named after the plane, and when played produces a dissonant and painful sound. When used by a bard, it is a potent weapon, able to cause mass confusion.;;;;;;;;;;;x
FIRST_GUARDIAN;First Guardian;;;;;;;;;;;x
harp_of_the_beastmaster;Harp of the Beastmaster;;;;;;;;;;;x
harp_of_the_beastmaster_desc;The Harp of the Beastmaster was a magical harp particularly popular in the Nelanther Isles, with its enchantment allowing the user to magically charm both people and beasts.;;;;;;;;;;;x
sailors_harp;Sailor's Harp;;;;;;;;;;;x
sailors_harp_desc;Sailor's Harps were fairly ugly harps that have been enchanted to become sonic weapons capable of unleashing cacophonous blasts.;;;;;;;;;;;x
kazoo;Kazoo;;;;;;;;;;;x
kazoo_desc;A kazoo is a small instrument with a buzzing sound produced by humming against it, rather than blowing. It is often considered both comical and irritating.;;;;;;;;;;;x
wenderkazoo;Wenderkazoo;;;;;;;;;;;x
wenderkazoo_desc;The Wenderkazoo is, supposedly, a legendary invisible kazoo associated with the dubiously-existant Wendersnaven. It sounds as if the bard was simply humming while pantomiming the act of holding a kazoo, and yet, somehow, it can still be used to produce bardic magic.;;;;;;;;;;;x
lute;Lute;;;;;;;;;;;x
lute_desc;The lute is a stringed instrument with a neck and a wooden soundboard, which is often ovoid or a teardrop in shape. They typically have a round back to rest more easily against the bard's stomach and can often have double strings for a fuller sound.;;;;;;;;;;;x
basher;Basher;;;;;;;;;;;x
basher_desc;Basher is a powerful enchanted lute associated with the bard Calliope. Aside from its impressive quality, it is enchanted to be able to cast the deadly Power Word, Kill spell on command.;;;;;;;;;;;x
kossuth_ruby;Kossuth Ruby;;;;;;;;;;;x
kossuth_ruby_desc;The Kossuth Ruby is a red example of the gemstone, but unique in the tiny elemental fire, reportedly Kossuth's own, inside the stone. \n\n§MGameplay Note§!: Equipping this artifact allows for summoning a spectator courtier and unlocks a special retinue.;;;;;;;;;;;x
orb_of_insight;Orb of Insight;;;;;;;;;;;x
orb_of_insight_desc;This strange spherical artifact resembles a dark glass sphere with one side sporting a white circle emblazoned with the number '8'. If the user asks a question, they can then look at the opposite side where the answer will manifest.;;;;;;;;;;;x
retinue_ruby_spectators;Summoned Spectators;;;;;;;;;;;x
doss_lute;Doss Lute;;;;;;;;;;;x
doss_lute_desc;Doss Lutes are one of the Instruments of the Bards, wondrous instruments that produce magical effects if played by bards and that can be actively harmful to non-bards who attempt to use them. They are named after the Doss level of the college of Falataer, a legendary ffolk bard.;;;;;;;;;;;x
charming_lute;Charming Lute;;;;;;;;;;;x
charming_lute_desc;The Charming Lute is a magical lute with a light wooden body that emanated a purple magical glow. Its enchantment allows bards to dominate the minds of opponents briefly.;;;;;;;;;;;x
oonagh_lute;Lady Oonagh's Ludicrously Loud Lute;;;;;;;;;;;x
oonagh_lute_desc;This magic lute was produced as a gag for the elven adventurer Lady Oonagh by her lover, and as a means to weaponize her notoriously terrible singing. The lute amplifies, and distorts, the sounds it produced, causing terrible pain to any who listens.;;;;;;;;;;;x
lute_of_rest;Masterwork Lute of Rest;;;;;;;;;;;x
lute_of_rest_desc;The Masterwork Lute of Rest is an expertly crafted lute that glows with a blue hue. The enchantments on it cause its music to soothe all who hear it.;;;;;;;;;;;x
singing_wind;Singing Wind;;;;;;;;;;;x
singing_wind_desc;Singing Wind is a magical lute imbued with enchantments that made it a powerful weapon, capable of shaking the earth, making wind howl and flames dance.;;;;;;;;;;;x
birdpipes;Birdpipes;;;;;;;;;;;x
birdpipes_desc;Birdpipes are a type of wind instrument that consist of a series of hollow tubes of different lengths, all vertical, fastened together in a row from smallest to largest. They produce a sweet, rippling and rich sound.;;;;;;;;;;;x
sewer_pipes;Pipes of the Sewers;;;;;;;;;;;x
sewer_pipes_desc;The Pipes of the Sewers are a set of enchanted birdpipes that can pacify rats of all kinds by simply holding it, and command them by playing.;;;;;;;;;;;x
mandolin;Mandolin;;;;;;;;;;;x
mandolin_desc;Mandolins are small pear-shaped stringed instruments that are both played as accompanying instruments and for solo performances.;;;;;;;;;;;x
canaith_mandolin;Canaith Mandolin;;;;;;;;;;;x
canaith_mandolin_desc;Canaith Mandolins are one of the Instruments of the Bards, wondrous instruments that produce magical effects if played by bards and that can be actively harmful to non-bards who attempt to use them. They are named after the Canaith level of the college of Falataer, a legendary ffolk bard.;;;;;;;;;;;x
cittern;Cittern;;;;;;;;;;;x
cittern_desc;Citterns are pear-shaped stringed instruments similar to yartings. They have four sets of paired strings that are capable of producing a rich array of tones.;;;;;;;;;;;x
