#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
MNM.70110.d.suspected_society_member;After taking statement from multiple witnessess and closely examining [accused_apostate.GetHerHis] every move, you have managed to gather just enough evidence to accuse [accused_apostate.GetBestName]! [accused_apostate.GetSheHe] has been consorting with the [accused_apostate.Society.GetName]! Your subordinates are poised and ready to bring [accused_apostate.GetHerHim] to you in chains.;;;;;;;;;;;x
MNM.70110.d.suspected_apostate;While spying on [accused_apostate.GetBestName] you have found numerous compromising missives and devious devices. All together you now have enough damning evidence to accuse [accused_apostate.GetHerHim]! [accused_apostate.GetSheHeCap] claims to be merely a collector, but [accused_apostate.GetSheHe] is obviously lying  [accused_apostate.GetSheHe] consorts with the [accused_apostate.Society.GetName] in secrecy! Your subordinates are poised and ready to bring [accused_apostate.GetHerHim] to you in chains.;;;;;;;;;;;x
MNM.70110.d.suspected_apostate2;While spying on [accused_apostate.GetBestName] you have found numerous compromising missives and devious devices. All together you now have enough damning evidence to accuse [accused_apostate.GetHerHim]! [accused_apostate.GetSheHeCap] claims to be merely a collector, but [accused_apostate.GetSheHe] is obviously lying  [accused_apostate.GetSheHe] must be practicing a religious cult in secret! Your subordinates are poised and ready to bring [accused_apostate.GetHerHim] to you in chains.;;;;;;;;;;;x
MNM.70110.d.no_suspicion;After taking statement from a few witnessess and concerned subjects, you have gathered some evidence pointing towards [accused_apostate.GetBestName] being a criminal  you have a good feeling that [accused_apostate.GetFirstName] is the culprit of a string of crimes in [accused_apostate.Location.GetName]! Your subordinates are poised and ready to bring [accused_apostate.GetHerHim] to you in chains.;;;;;;;;;;;x
MNM.70110.d.innocent_victim;After taking statement from a few witnessess and concerned subjects, you have gathered some evidence pointing towards [accused_apostate.GetBestName] being a criminal  you have a good feeling that [accused_apostate.GetFirstName] is the culprit of a string of crimes in [accused_apostate.Location.GetName]! Your subordinates are poised and ready to bring [accused_apostate.GetHerHim] to you in chains.;;;;;;;;;;;x
MNM.70110.a;Seize [accused_apostate.GetHerHim]! [accused_apostate.GetSheHeCap] will face [Root.Liege.GetTitle] [Root.Liege.GetFirstName]'s justice.;Saisissez-[accused_apostate.GetLeLa] ! [accused_apostate.GetIlElleCap] fera face à la justice [Root.Liege.Get_only_du_Title][Root.Liege.GetTitle] [Root.Liege.GetFirstName].;Ergreift [accused_apostate.GetBestName]! [accused_apostate.GetSheHeCap] muss sich dem Urteil von [Root.Liege.GetTitle] [Root.Liege.GetFirstName] stellen.;;¡Detened a [accused_apostate.GetBestName]! Se enfrentará a la justicia de [Root.Liege.GetTitle] [Root.Liege.GetFirstName].;;;;;;;x
MNM.70110.b;I know who I would rather accuse...;Il y a quelqu'un d'autre que je préférerais accuser...;Ich weiß, wen ich lieber beschuldigen würde ...;;Sé a quién preferiría acusar...;;;;;;;x
MNM.70200.d.highly_suspected_society_member;[EVTDESCGetRivalSocietyBusted_highly_suspected];;;;;;;;;;;x
MNM.70200.d.suspected_society_member;[EVTDESCGetRivalSocietyBusted_moderately_suspected];;;;;;;;;;;x
MNM.70200.d.suspected_apostate;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_apostate.GetBestName] with them in chains. "My [Root.GetTitle], we caught [accused_apostate.GetBestName] in the act of meeting known intermediaries of the [accused_apostate.Society.GetName], and procuring materiel, gold, and supplies! What shall be done with [accused_apostate.GetHerHim]?";;;;;;;;;;;x
MNM.70200.d.suspected_apostate2;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_apostate.GetBestName] with them in chains. "My [Root.GetTitle], we caught [accused_apostate.GetBestName] practicing an unidentified religious cult in secret. What shall be done with [accused_apostate.GetHerHim]?";;;;;;;;;;;x
MNM.70200.d.no_suspicion;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_apostate.GetBestName] with them in chains. "My [Root.GetTitle], I have collected statements from the people identifying someone of [accused_apostate.GetFirstName]'s description as the one involved in a string of crimes in [accused_apostate.Location.GetName]!  [accused_apostate.GetSheHe] is obviously the culprit! What shall be done with [accused_apostate.GetHerHim]?";;;;;;;;;;;x
MNM.70200.d.innocent_victim;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] bursts into your [Root.GetChamber], flanked by several [Root.GetReligionWarriorPlural] dragging [accused_apostate.GetBestName] with them in chains. "My [Root.GetTitle], I have collected statements from the people identifying someone of [accused_apostate.GetFirstName]'s description as the one involved in a string of crimes in [accused_apostate.Location.GetName]!  [accused_apostate.GetSheHe] is obviously the culprit! What shall be done with [accused_apostate.GetHerHim]?";;;;;;;;;;;x
MNM.70200.a;[EVTDESCRivalSocietyBusted_execute];;;;;;;;;;;x
MNM.70200.b;[EVTDESCRivalSocietyBusted_imprison];;;;;;;;;;;x
MNM.70200.c;[EVTDESCRivalSocietyBusted_expose];;;;;;;;;;;x
MNM.70200.d;Let [accused_apostate.GetHerHim] go free, what harm could it do?;Libérez-[accused_apostate.GetLeLa], quel mal pourrait-[accused_apostate.GetIlElle] faire ?;Lasst [accused_apostate.GetBestName] frei.;;Dejad que se marche. ¿Qué mal podría hacer?;;;;;;;x
MNM.70300.d;Curse that damned [my_liege.GetLordSpiritualName], [my_liege.job_spiritual.GetFullName]! [my_liege.job_spiritual.GetSheHeCap] and [my_liege.job_spiritual.GetHerHis] posse of [my_liege.job_spiritual.GetReligionWarriorPlural] stormed into my [Root.GetChamber] and cast me in chains, accusing me of criminal acts. Now [my_liege.GetBestName] has decided that I should be put to death!;;;;;;;;;;;x
MNM.70300.a;[accused_apostate.GetDWDevil], avenge me!;Puisse [accused_apostate.GetDWDevil] me venger !;[accused_apostate.GetDWDevil], räche mich!;;¡[accused_apostate.GetDWDevil], véngame!;;;;;;;x
MNM.70300.b;[Root.Religion.GetHighGodName], save my soul!;Que [Root.Get_le_HighGod] sauve mon âme !;[Root.Religion.GetHighGodName], errette meine Seele!;;¡[Root.Religion.GetHighGodName], salva mi alma!;;;;;;;x
MNM.70310.d;Curse that damned [my_liege.GetLordSpiritualName], [my_liege.job_spiritual.GetFullName]! [my_liege.job_spiritual.GetSheHeCap] and [my_liege.job_spiritual.GetHerHis] posse of [my_liege.job_spiritual.GetReligionWarriorPlural] stormed into my [Root.GetChamber] and cast me in chains, accusing me of criminal acts. Now [my_liege.GetBestName] has decided that I am to rot away in [my_liege.GetHerHis] dungeon!;;;;;;;;;;;x
MNM.70310.a;I will be free, and then you will all pay!;Je serai libre, et alors vous allez tous payer !;Ich werde die Freiheit wiedererlangen, und dann werdet Ihr alle dafür büßen!;;¡Seré libre, y entonces todos lo pagaréis!;;;;;;;x
MNM.70320.d;Curse that damned [my_liege.GetLordSpiritualName], [my_liege.job_spiritual.GetFullName]! [my_liege.job_spiritual.GetSheHeCap] and [my_liege.job_spiritual.GetHerHis] posse of [my_liege.job_spiritual.GetReligionWarriorPlural] stormed into my [Root.GetChamber] and cast me in chains, accusing me of commiting a string of crimes. Fortunately enough [my_liege.GetBestName] decided that I am to go free  though my reputation has been ruined!;;;;;;;;;;;x
MNM.70320.a;Fortunate, in a way.;Fortuné, en quelque sorte.;In gewisser Weise kann man das wahrlich ein Glück nennen.;;En cierta manera, he tenido suerte.;;;;;;;x
MNM.70330.d;Curse that damned [my_liege.GetLordSpiritualName], [my_liege.job_spiritual.GetFullName]! [my_liege.job_spiritual.GetSheHeCap] and [my_liege.job_spiritual.GetHerHis] posse of [my_liege.job_spiritual.GetReligionWarriorPlural] stormed into my [Root.GetChamber] and cast me in chains, accusing me of commiting a string of crimes. Fortunately enough [my_liege.GetBestName] decided that I am to go free  [my_liege.GetFirstName] was evidently convinced of my innocence!;;;;;;;;;;;x
MNM.70330.a;I walk free!;Je suis libre !;Ich bin frei!;;¡Soy libre!;;;;;;;x
MNM.70400.d.executed;Disaster! Your fellow member of [Root.Society.GetName], [From.GetBestName], has been caught by [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName] and [my_liege.job_spiritual.GetHerHis] [my_liege.job_spiritual.GetReligionWarriorPlural]! They spared no time before they put [From.GetHerHim] to death...;;;;;;;;;;;x
MNM.70400.d.imprisoned;Disaster! Your fellow member of [Root.Society.GetName], [From.GetBestName], has been caught by [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName] and [my_liege.job_spiritual.GetHerHis] [my_liege.job_spiritual.GetReligionWarriorPlural]! [From.GetSheHeCap] now rots away in [my_liege.GetTitle] [my_liege.GetFirstName]'s dungeon...;Catastrophe ! Votre [From.GetSisterBrother] [Root.Get_du_Society], [From.Get_only_le_Title][From.GetBestName], a été arrêté[From.Get_E] par [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName] et ses [my_liege.job_spiritual.GetReligionWarriorPlural] ! [From.GetIlElleCap] croupit à présent dans un cachot...;Welch ein Unglück! [From.GetBestName], ein anderes Mitglied des [Root.Society.GetName]-Zirkels, wurde von [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName] und [my_liege.job_spiritual.GetHerHis]er [my_liege.job_spiritual.GetReligionWarrior]schar gefangen genommen! Jetzt schmachtet [From.GetSheHe] im Kerker von [my_liege.GetTitle] [my_liege.GetFirstName] dahin ...;;¡Desastre! ¡[my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName] y sus [my_liege.job_spiritual.GetReligionWarrior]s han apresado a [From.GetBestName], tu camarada de [Root.Society.GetName]! Ahora, se pudre en el calabozo de [my_liege.GetTitle] [my_liege.GetFirstName]...;;;;;;;x
MNM.70400.d.caught;Disaster! Your fellow member of [Root.Society.GetName], [From.GetBestName], has been caught by [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName] and [my_liege.job_spiritual.GetHerHis] [my_liege.job_spiritual.GetReligionWarriorPlural]! They have notified the realm of [From.GetFirstName]'s membership in [Root.Society.GetName], fortunately they spared [From.GetHerHis] life...;;;;;;;;;;;x
MNM.70400.a;It is a sign for me to lay low...;C'est le moment pour moi de faire profil bas...;Das deute ich als ein Omen, dass ich nicht auffallen darf ...;;Es una señal de que debo evitar exponerme...;;;;;;;x
alert_close_gates_name;Close the Gates;Fermer les portes;Tore schließen;;Cerrar las puertas;;;;;;;x
alert_open_gates_name;Open the Gates;Ouvrir les portes;Tore öffnen;;Abrir las puertas;;;;;;;x
EVTOPTA_TOG_621_Aztec_Religious_Head;Your vile pantheon of gods have no power here, [From.GetBestName]!;Votre vil panthéon de dieux n'a aucun pouvoir ici, [From.GetBestName] !;Euer abscheuliches Pantheon von Göttern hat hier keine Macht, [From.GetBestName]!;;¡Tu repugnante panteón de dioses no tiene ningún poder, [From.GetBestName]!;;;;;;;x
String_Muslim;Muslim;musulman;Mohammedaner;;Musulmán;;;;;;;x
monastic_order_convert_county;Convert County;Convertir le comté;Grafschaft konvertieren;;Convertir condado;;;;;;;x
monastic_order_convert_county_desc;Send emissaries from [From.Society.GetName] to the local population in order to convert them to the [From.Religion.GetName] faith.;Envoyer des émissaires [From.Get_du_Society] à la population locale afin de les convertir à la foi [From.Religion.GetName].;Schickt Gesandte des [From.Society.GetName]-Zirkels zur örtlichen Bevölkerung, um diese zum [From.Religion.GetName]en Glauben zu bekehren.;;Envía emisarios de [From.Society.GetName] a la población local para convertirlos a la fe [From.Religion.GetName].;;;;;;;x
monastic_order_convert_county_power_desc;Enables §Gright-clicking§! the title shield of a county to convert the local population to your religion.;Permet de convertir la population locale à votre religion.\n(Faites un clic droit sur un blason de titre d'un comté);Ermöglicht einen §GRechtsklick§! auf den Titelschild einer Grafschaft, um die örtliche Bevölkerung zu Eurer Religion zu bekehren.;;Activa el §Gclic con el botón secundario§! en el escudo del condado para convertir a la población local a tu religión.;;;;;;;x
EVTDESC_MNM_4990;A majority of the population in [From.GetName] has embraced the [Root.Religion.GetName] faith.;La majorité de la population en [From.GetName] a embrassé la foi [Root.Religion.GetName].;Eine Mehrheit der Bevölkerung in [From.GetName] hat den [Root.Religion.GetName]en Glauben angenommen.;;Una mayoría de la población de [From.GetName] ha abrazado la fe [Root.Religion.GetName].;;;;;;;x
EVTDESC_MNM_4991;A courier is brought before me with a message, telling me that [FromFrom.GetTitledFirstName] has sent emissaries to [From.GetName] who have successfully managed to persuade the populace to embrace the [FromFrom.Religion.GetName] faith.;Un messager est présenté devant moi avec un message, me disant que [FromFrom.Get_le_TitledFirstName] a envoyé des émissaires en [From.GetName] qui ont réussi à convaincre la population d'embrasser la foi [FromFrom.Religion.GetName].;Es wird ein Bote mit der Nachricht zu mir gebracht, dass [FromFrom.GetTitledFirstName] Gesandte nach [From.GetName] geschickt hat, die Erfolg darin hatten, die Bevölkerung zum [FromFrom.Religion.GetName]en Glauben zu bekehren.;;Han traído ante mí a un mensajero con un comunicado. En él se dice que [FromFrom.GetTitledFirstName] ha enviado emisarios a [From.GetName] que han logrado persuadir al populacho a abrazar la fe [FromFrom.Religion.GetName].;;;;;;;x
ask_wards_liege_to_allow_culture_religion_swap_desc;Send a letter to §Y[Root.Liege.GetTitledFirstName]§! asking for permission to change the focus for the upbringing of §Y[Root.GetFirstName]§!. Focusing on §YHeritage§! will make §Y[Root.GetFirstName]§! adopt the Guardian's religion and culture.;Envoyer une lettre [Root.Liege.Get_au_TitledFirstNameJ] demandant la permission de changer ce sur quoi se concentre l'éducation de §Y[Root.GetFirstName]§!. Se concentrer sur l'§Yhéritage§! lui fera adopter la religion et la culture du tuteur.;Schickt einen Brief an §Y[Root.Liege.GetTitledFirstName]§! und bittet um die Erlaubnis, den Schwerpunkt bei der Erziehung von §Y[Root.GetFirstName]§! ändern zu dürfen. Den Schwerpunkt bei der Erziehung auf §YTradition§! zu legen, wird §Y[Root.GetFirstName]§! dazu bringen, die Religion und die Kultur des Vormunds anzunehmen.;;Enviar una carta a §Y[Root.Liege.GetTitledFirstName]§! pidiendo permiso para cambiar el foco de la educación de §Y[Root.GetFirstName]§!. Centrarse en la §Yherencia§! hará que §Y[Root.GetFirstName]§! adopte la religión y cultura del tutor.;;;;;;;x
change_wards_focus_to_heritage_desc;Change the focus for the upbringing of §Y[Root.GetFirstName]§!. Focusing on §YHeritage§! will make §Y[Root.GetFirstName]§! adopt the Guardian's religion and culture.;Changer ce sur quoi se concentre l'éducation de §Y[Root.GetFirstName]§!. Se concentrer sur l'§Yhéritage§! lui fera adopter la religion et la culture du tuteur.;Ändert den Schwerpunkt bei der Erziehung von §Y[Root.GetFirstName]§!. Den Schwerpunkt bei der Erziehung auf §YTradition§! zu legen, wird §Y[Root.GetFirstName]§! dazu bringen, die Religion und die Kultur des Vormunds anzunehmen.;;Cambia el foco de la educación de §Y[Root.GetFirstName]§!. Centrarse en la §Yherencia§! hará que §Y[Root.GetFirstName]§! adopte la religión y cultura del tutor.;;;;;;;x
EVTDESC_ZE_2131;Dear [Root.GetTitledNameWithNick],\n\nYour initiative to teach [FromFrom.GetFirstName] about Heritage is most welcome.;Ch[Root.GetErEre] [Root.GetTitledNameWithNick],\n\nVotre initiative d'enseigner l'importance de l'héritage à [FromFrom.GetFirstName] est la bienvenue.;Liebe[Root.GetrMale] [Root.GetTitledNameWithNick],\n\nEure Initiative, [FromFrom.GetFirstName] in Tradition zu unterrichten, ist höchst willkommen.;;[Root.GetTitledNameWithNick]:\n\nTu iniciativa de enseñar a [FromFrom.GetFirstName] sobre su herencia es bienvenida.;;;;;;;x
EVTOPTA_ZE_2131;[FromFrom.GetSubjectPronounCap] will be taught well.;Ce sera un bon enseignement.;[FromFrom.GetSheHeCap] wird gut unterrichtet werden.;;Recibirá una buena educación.;;;;;;;x
GIVE_ARTIFACT_INTERACTION_TITLE;Give Artifact;Donner un artefact;Artefakt hergeben;;Dar artefacto;;;;;;;x
GIVE_ARTIFACT_INTERACTION_DESC;Gift §Y[Recipient.GetBestName]§! with an Artifact from your Treasury.;Offrir [Recipient.Get_only_au_Title]§Y[Recipient.GetBestName]§! un artefact de votre Trésor.;Schenkt §Y[Recipient.GetBestName]§! ein Artefakt aus Eurer Schatzkammer.;;Regala a §Y[Recipient.GetBestName]§! un artefacto de tu cámara del tesoro.;;;;;;;x
GIVE_ARTIFACT_INTERACTION_LONG_DESC;You can offer one of your Artifacts as a gift.;Vous pouvez offrir un de vos artefacts comme un cadeau.;Ihr könnt eines Eurer Artefakte als Geschenk anbieten.;;Puedes enviar uno de tus artefactos como regalo.;;;;;;;x
GIVE_ARTIFACT_INTERACTION_0;Select an Artifact to give  gratitude will vary depending on quality and significance to the recipient.;Sélectionnez un artefact à donner  la gratitude varie en fonction de la qualité et de l'importance pour le destinataire.;Wählt ein Artefakt zum Verschenken aus. Die Dankbarkeit wird abhängig von der Qualität und der Bedeutung für den Empfänger variieren.;;Selecciona qué artefacto regalar. El nivel de gratitud variará según la calidad y el significado para su receptor.;;;;;;;x
GIVE_ARTIFACT_INTERACTION_1;Offer $ARTIFACT|Y$ as a gift to §Y[Recipient.GetBestName]§!, for §G+$OPINION$§! Opinion.;Offrir '$ARTIFACT|Y$' [Recipient.Get_only_au_Title]§Y[Recipient.GetBestName]§!, pour §G+$OPINION$§! d'opinion.;§Y[Recipient.GetBestName]§! $ARTIFACT|Y$ als Geschenk anbieten für §G+$OPINION$§! Meinung.;;Enviar $ARTIFACT|Y$ como regalo a §Y[Recipient.GetBestName]§! por §G+$OPINION$§! Opinión.;;;;;;;x
GIVE_ARTIFACT_INTERACTION_2;Offer $ARTIFACT|Y$ as a gift to §Y[Recipient.GetBestName]§!. §RThis will not increase [Recipient.GetPossPronoun] opinion of you further.§!;Offrir '$ARTIFACT|Y$' [Recipient.Get_only_au_Title]§Y[Recipient.GetBestName]§!. §RCela ne va pas davantage augmenter son opinion envers vous.§!;Bietet $ARTIFACT|Y$ §Y[Recipient.GetBestName]§! als Geschenk an. §RDies wird [Recipient.GetPossPronoun]e Meinung über Euch nicht erhöhen.§!;;Envía un/a $ARTIFACT|Y$ como regalo a §Y[Recipient.GetBestName]§!. §REso no mejorará su opinión sobre ti.§!;;;;;;;x
GIVE_ARTIFACT_INTERACTION_ACCEPT_SETUP;Artifact Gift Accepted;Offre d'artefact acceptée;Artefaktgeschenk angenommen;;Artefacto de regalo aceptado;;;;;;;x
GIVE_ARTIFACT_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§! accepted §Y[GetArtifactName]§! as a gift from §Y[Actor.GetBestName]§!.;[Recipient.Get_only_Le_Title]§Y[Recipient.GetBestName]§! a accepté '§Y[GetArtifactName]§!' comme cadeau [Actor.Get_only_du_Title]§Y[Actor.GetBestName]§!.;§Y[Recipient.GetBestName]§! hat §Y[GetArtifactName]§! als Geschenk von §Y[Actor.GetBestName]§! angenommen.;;§Y[Recipient.GetBestName]§! ha aceptado §Y[GetArtifactName]§! como regalo de §Y[Actor.GetBestName]§!.;;;;;;;x
GIVE_ARTIFACT_INTERACTION_DECLINE_SETUP;Artifact Gift Declined;Offre d'artefact refusée;Artefaktgeschenk abgelehnt;;Artefacto de regalo rechazado;;;;;;;x
GIVE_ARTIFACT_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§! declined §Y[Actor.GetBestName]§!'s gift of §Y[GetArtifactName]§!.;[Recipient.Get_only_Le_Title]§Y[Recipient.GetBestName]§! a refusé '§Y[GetArtifactName]§!' comme cadeau [Actor.Get_only_du_Title]§Y[Actor.GetBestName]§!.;§Y[Recipient.GetBestName]§! hat §Y[GetArtifactName]§! als Geschenk von §Y[Actor.GetBestName]§! abgelehnt.;;§Y[Recipient.GetBestName]§! ha rechazado el regalo de §Y[Actor.GetBestName]§! de §Y[GetArtifactName]§!.;;;;;;;x
GIVE_ARTIFACT_INTERACTION_OFFER;[Actor.GetBestName] is offering me a gift of [GetArtifactName].;[Actor.Get_only_Le_Title][Actor.GetBestName] m'offre '[GetArtifactName]' en cadeau.;[Actor.GetBestName] bietet mir [GetArtifactName] als Geschenk an.;;[Actor.GetBestName] me envía esto como regalo: [GetArtifactName].;;;;;;;x
GIVE_ARTIFACT_INTERACTION_LETTER;Will you accept [GetArtifactName] as a humble gift?;Accepteriez-vous '[GetArtifactName]' comme un humble présent ?;Werdet Ihr [GetArtifactName] als ein demütiges Geschenk annehmen?;;¿Aceptas [GetArtifactName] como humilde regalo?;;;;;;;x
EVTDESC538;I accept your gracious gift. What a splendid object!;J'accepte votre gracieux présent. Quel magnifique objet !;Ich nehme Euer großzügiges Geschenk an. Was für ein prächtiges Objekt!;;Acepto tu amable obsequio. ¡Qué objeto tan espléndido!;;;;;;;x
gave_artifact;Gave me an Artifact;M'a donné un artefact;Gab mir ein Artefakt;;Me ha dado un artefacto;;;;;;;x
desc_recently_burnt_the_land;Savages have recently pillaged this Holding. The peasants are arming themselves, hell-bent on defending their homes.;Des sauvages ont récemment pillé cette propriété. Les paysans s'arment, déterminés à défendre leurs maisons.;Wilde haben diese Liegenschaft vor Kurzem geplündert. Die Bauern bewaffnen sich und sind fest entschlossen, ihre Heimat zu verteidigen.;;Unos salvajes han saqueado esta propiedad recientemente. Los campesinos se están levantando en armas, resueltos a defender sus hogares.;;;;;;;x
desc_burnt_the_land;Frequent brutal raids by savages have left this land in a ravaged state.;Des pillages violents et fréquents de sauvages ont ravagé cette terre.;Unablässige und brutale Raubzüge von Wilden haben dieses Land verwüstet.;;Los brutales y frecuentes asaltos de los salvajes han asolado esta tierra.;;;;;;;x
rampaging_nomads;Rampaging Horde;Horde déchaînée;Wildgewordene Horde;;Horda arrasadora;;;;;;;x
desc_rampaging_nomads;Hordes of rampaging savages are terrorizing the inhabitants of this county. If this county is conquered by a civilized character, the rampaging hordes will disperse.;Des hordes déchaînées terrorisent les habitants de ce comté. Si ce comté est conquis par un personnage civilisé, les hordes déchaînées se disperseront.;Horden brandschatzender Wilder verbreiten Angst und Schrecken unter der Bevölkerung dieser Grafschaft. Wenn diese Grafschaft von einer zivilisierten Person erobert wird, werden sich die wildgewordenen Horden zerstreuen.;;Hordas violentas de salvajes están aterrorizando a los habitantes de este condado. Si un personaje civilizado conquista este condado, las hordas violentas se detendrán.;;;;;;;x
recently_burnt_the_land_not_owner;Plundered by Savages;Pillé par les sauvages;Von Wilden geplündert;;Saqueado por salvajes;;;;;;;x
desc_recently_burnt_the_land_not_owner;This county has been plundered by savages. For as long as this modifier remains, the county cannot be plundered again.;Ce comté a été pillé par des sauvages. Tant que ce modificateur reste, le comté ne peut plus être pillé.;Diese Grafschaft wurde von Wilden geplündert. Solange dieser Modifikator aktiv ist, kann die Grafschaft nicht erneut geplündert werden.;;Este condado ha sido saqueado por salvajes. Siempre que permanezca este modificador, el condado no se podrá volver a saquear.;;;;;;;x
EVTDESC_HL_4814_NON_NOMAD;Your warriors have looted, ravaged, pillaged and plundered [target_location.GetName] to such a degree that a Holding in the county has been completely devastated. Only empty ruins remain, haunted by the shades of the slain...;Vos guerriers ont pillé [target_location.GetName] à un degré tel qu'une propriété dans le comté a été complètement dévastée. Seules subsistent des ruines vides, hantées par les morts...;Eure Krieger haben [target_location.GetName] derart geplündert, verwüstet, gebrandschatzt und ausgeraubt, dass eine Liegenschaft in der Grafschaft völlig vernichtet wurde. Nur leere Ruinen sind zurückgeblieben, die von den Schatten der Erschlagenen heimgesucht werden ...;;Tus guerreros han robado, saqueado y desvalijado [target_location.GetName] hasta tal punto, que una de las propiedades del condado ha quedado completamente devastada. Solo quedan ruinas vacías, frecuentadas por las sombras de los muertos...;;;;;;;x
String_Fire_and_blood;Fire and blood;Feu et sang;Feuer und Blut;;Fuego y sangre;;;;;;;x
String_Huitzilopochtlis_strength_to_you;Huitzilopochtli's strength to you;Que Huitzilopochtli vous prête force;Die Kraft von Huitzilopochtli sei mit Euch;;la fuerza de Huitzilopochtli a ti;;;;;;;x
String_hummingbird_symbol;hummingbird symbol;un symbole de colibri;Kolibrisymbol;;símbolo del colibrí;;;;;;;x
String_Aztec;Aztec;aztèque;Azteke;;azteca;;;;;;;x
String_Asceticus;Asceticus;les Ascètes;Asket;;asceta;;;;;;;x
String_Book_of_Illumination;Book of Illumination;le Livre de l'Illumination;Buch der Erleuchtung;;Libro de la Iluminación;;;;;;;x
String_Epistles_of_Wisdom;Epistles of Wisdom;les Épîtres de la Sagesse;Episteln der Weisheit;;Epístolas de la Sabiduría;;;;;;;x
String_Great_Secret;Great Secret;le Grand Secret;Großes Geheimnis;;Gran Secreto;;;;;;;x
corrupting_magic_minor;Magical Corruption;Corruption magique;Magische Verderbtheit;;Corrupción mágica;;;;;;;x
#corrupting_magic_minor_desc;All power comes at a price. Dark magic has corrupted this character's body, making it frail and susceptible to disease.;Tout pouvoir a un prix. L'utilisation de la magie noire a corrompu le corps de ce personnage, le rendant fragile et sensible aux maladies.;Alle Macht hat ihren Preis. Die Verwendung dunkler Magie hat den Körper dieser Person verdorben und ihn gebrechlich und anfällig für Krankheiten gemacht.;;El poder tiene un precio. El uso de la magia oscura ha corrompido el cuerpo de este personaje, debilitándolo y volviéndolo susceptible a la enfermedad.;;;;;;;x
corrupting_magic_major;Magical Corruption;Corruption magique;Magische Verderbtheit;;Corrupción mágica;;;;;;;x
