#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
monsters_trolls_desc;Trolls roam this area in great numbers, but have not united under a single leader. It would be the height of folly to enter this province unprepared.;;;;;;;;;;;;;x
monsters_beholders;Beholders;;;;;;;;;;;;;x
monsters_beholders_desc;Various competing groups of beholders have been known to live here. However, few have perceived them and lived.;;;;;;;;;;;;;x
monsters_minotaurs;Minotaurs;;;;;;;;;;;;;x
monsters_minotaurs_desc;Minotaurs live in this area in great numbers, though they have never been known to organise under a single ruler.;;;;;;;;;;;;;x
monsters_goblins;Goblins;;;;;;;;;;;;;x
monsters_goblins_desc;Competing goblin clans lair in this area, mostly underground, but at night they emerge in vast numbers.;;;;;;;;;;;;;x
monsters_orcs;Orcs;;;;;;;;;;;;;x
monsters_orcs_desc;This area is teeming with orcs, but thankfully, they have not united under a single leader and spend most of their time fighting each other.;;;;;;;;;;;;x
monsters_illithids;Illithids;;;;;;;;;;;;;x
monsters_illithids_desc;A community of Illithids rule part of this area and have many slave troops patrolling for them, but they do not seem intent on conquering the entire province nor venturing outside its borders.;;;;;;;;;;;;;x
monsters_demons;Demons;;;;;;;;;;;;;x
monsters_demons_desc;Demons roam this province, killing and slaying at will. You would be extremely foolish - or very very brave - to enter here unless you know exactly what you are doing.;;;;;;;;;;;;;x
monsters_frost_giants;Giants;;;;;;;;;;;;;x
monsters_frost_giants_desc;A clan of Frost Giants live here, but since they only number a few hundred, they do not control much except their immediate home and a few square kilometers around it.;;;;;;;;;;;;;x
monsters_red_dragons;Red Dragon;;;;;;;;;;;;;x
monsters_red_dragons_desc;A red dragon hunts and lairs here.;;;;;;;;;;;;;x
monsters_green_dragons;Green Dragon;;;;;;;;;;;;;x
monsters_green_dragons_desc;A green dragon hunts and lairs here.;;;;;;;;;;;;;x
monsters_black_dragons;Black Dragon;;;;;;;;;;;;;x
monsters_black_dragons_desc;A black dragon hunts and lairs here.;;;;;;;;;;;;;x
monsters_white_dragons;White Dragon;;;;;;;;;;;;;x
monsters_white_dragons_desc;A white dragon hunts and lairs here..;;;;;;;;;;;;;x
monsters_giants;Giants;;;;;;;;;;;;;x
monsters_giants_desc;A tribe of giants live here. They are sometimes peaceful, but they will always defend their home against tresspassers.;;;;;;;;;;;;;x
monsters_ogres;Ogres;;;;;;;;;;;;;x
monsters_ogres_desc;Ogres live in this province in large numbers, but they have thankfully not united under a single leader and seem content to live as raiders and hunters.;;;;;;;;;;;;;x
monsters_gnolls;Gnolls;;;;;;;;;;;;;x
monsters_gnolls_desc;Packs of gnolls infest this area in large numbers, but they fight among themselves often enough that they are not - usually - a threat to anyone outside their own borders.;;;;;;;;;;;;;x
bhaalspawn0desc;You have a remnant of the god Bhaal's power in your veins, and it urges you to conquer. You have amassed a small army who are ready to follow you into glory.;;;;;;;;;;;;;x
bhaalspawn0A;I will claim my birthright!;;;;;;;;;;;;;x
CB_NAME_BHAALSPAWN_CONQUEST;Bhaalspawn conquest;;;;;;;;;;;;;x
CB_NAME_BHAALSPAWN_CONQUEST_desc;The Spawn of Bhaal are inclined towards conquest and slaughter. They may attack their neighbors at will.;;;;;;;;;;;;;x
WAR_BHAALSPAWN_CONQUEST;Bhaalspawn conquest;;;;;;;;;;;;;x
bhaalspawn_county_conquest;Bhaalspawn county conquest;;;;;;;;;;;;;x
bhaalspawn_county_conquest_desc;The Spawn of Bhaal are inclined towards conquest and slaughter. They may attack their neighbors at will.;;;;;;;;;;;;;x
bhaalspawn_county_reconquest;Bhaalspawn county reconquest;;;;;;;;;;;;;x
bhaalspawn_county_reconquest_desc;Bhaalspawn are the offspring of a dark god and must be stopped by any means. You may declare war on them at will.;;;;;;;;;;;;;x
CB_NAME_BHAALSPAWN_RECONQUEST;Bhaalspawn Extermination;;;;;;;;;;;;;x
WAR_BHAALSPAWN_RECONQUEST;$ORDER$$FIRST_ADJ$ War to exterminate the Bhaalspawn $DEFENDER$;;;;;;;;;;;;;x
monster_county_reconquest;Monster county reconquest;;;;;;;;;;;;;x
monster_county_reconquest_desc;Monsters are a blight upon the land and must be stopped by any means. You may declare war on them at will.;;;;;;;;;;;;;x
CB_NAME_MONSTER_RECONQUEST;Monster Extermination;;;;;;;;;;;;;x
WAR_MONSTER_RECONQUEST;$ORDER$$FIRST_ADJ$ War to drive monsters from $SECOND$;;;;;;;;;;;;;x
demand_vassal_religious_conversion;Demand Religious Conversion;Exiger une conversion religieuse;ReligiÃ¶se Konversion fordern;;Solicitar conversiÃ³n religiosa;;;;;;;;;x
demand_vassal_religious_conversion_named;Demand that [Root.GetFirstName] embrace the [From.Religion.GetName] faith.;Exigez que [Root.GetFirstName] se convertisse Ã  la foi [From.Religion.GetName];Fordern, dass [Root.GetFirstName] den [From.Religion.GetName]-Glauben annimmt;;Exige que [Root.GetFirstName] adopte el [From.Religion.GetName].;;;;;;;;;x
demand_vassal_religious_conversion_desc;You can demand that one of your subjects converts to the true faith, but if they refuse their opinion of you will be lowered.;Vous pouvez exiger quâ€™un de vos sujets se convertisse Ã  la vraie foi, mais sâ€™il refuse, lâ€™opinion quâ€™il a de vous diminuera.;Ihr kÃ¶nnt von Euren Untertanen fordern, dass sie zum Wahren Glauben Ã¼bertreten. Wenn sie ablehnen, sinkt jedoch ihre Meinung Ã¼ber Euch.;;Puedes exigir que uno de tus sÃºbditos se convierta a la fe verdadera, pero si se niega, la opiniÃ³n que tenga de ti bajarÃ¡.;;;;;;;;;x
demand_vassal_religious_conversion_tooltip;[Root.GetFirstName] and the same faith members of [Root.GetHerHis] court receive an event.\n;;;;;;;;;x
demand_courtier_religious_conversion;Demand Religious Conversion;Exiger une conversion religieuse;ReligiÃ¶se Konversion fordern;;Solicitar conversiÃ³n religiosa;;;;;;;;;x
demand_courtier_religious_conversion_named;Demand that [Root.GetFirstName] embrace the [From.Religion.GetName] faith.;Exigez que [Root.GetFirstName] se convertisse Ã  la foi [From.Religion.GetName];Fordern, dass [Root.GetFirstName] den [From.Religion.GetName]-Glauben annimmt;;Exige que [Root.GetFirstName] adopte el [From.Religion.GetName].;;;;;;;;;x
demand_courtier_religious_conversion_desc;You can demand that one of your subjects converts to the true faith, but if they refuse their opinion of you will be lowered.;Vous pouvez exiger quâ€™un de vos sujets se convertisse Ã  la vraie foi, mais sâ€™il refuse, lâ€™opinion quâ€™il a de vous diminuera.;Ihr kÃ¶nnt von Euren Untertanen fordern, dass sie zum Wahren Glauben Ã¼bertreten. Wenn sie ablehnen, sinkt jedoch ihre Meinung Ã¼ber Euch.;;Puedes exigir que uno de tus sÃºbditos se convierta a la fe verdadera, pero si se niega, la opiniÃ³n que tenga de ti bajarÃ¡.;;;;;;;;;x
demand_courtier_religious_conversion_tooltip;[Root.GetFirstName] and the same faith members of [Root.GetHerHis] court receive an event.\n;;;;;;;;;x
Lords_bodyguard;Lord's Bodyguard;;;;;;;;;;;;;x
monster5desc;You have decided to attack one of the wild provinces of Faerûn that are infested with monsters. Though previously bickering among themselves, they now unite to defend their homes and have raised a large army.;;;;;;;;;;;;;x
EVTDESC_WoL_6330;The studies you have conducted in your observatory have convinced you that there are many strange things beyond the known multiverse. There are few sources and no one to share knowledge with you, however. But you have heard of a strange old scholar in the Calim Desert who is rumored to possess vast knowledge of the weird.;Les études que vous avez menées dans votre observatoire vous ont convaincu du grand nombre de choses étranges et inconnues hors du multivers. Cependant, les sources sont minces et vous ne trouvez personne pour échanger à ce sujet. Mais vous avez entendu parler d'un vieil érudit dans le désert de Calim, dont on dit qu'il posséderait de vastes connaissances sur les phénomènes étranges.;Die Studien in Eurem Observatorium haben Euch überzeugt, dass es jenseits des Multiversum viel Merkwürdiges gibt. Es gibt jedoch kaum Quellenmaterial und niemanden, mit dem Ihr Euer Wissen teilen könnt. Wie es heißt, soll es jedoch in der Calim-Wüste einen kauzigen alten Gelehrten geben, der großes Wissen über merkwürdige Phänomene besitzt.;;Los estudios que has llevado a cabo hasta ahora en el observatorio te han convencido que hay muchas cosas extrañas más allá del multiverso. Existen pocas fuentes y pero no hay nadie que comparta  conocimientos contigo. Pero has oído que existe un extraño erudito en el Desierto de Calim de quien se rumorea que posee vastos conocimientos de lo raro.;;;;;;;;;
