NEGUS;Negus;;;;;;;;;;;x
NEGIST;Negist;;;;;;;;;;;x
EMIR;Emir;;;;;;;;;;;x
EMIRA;Emira;;;;;;;;;;;x
UNITEDKINGDOM;United Kingdom of;;;;;;;;;;;x
THEOCRAT;Theocrat;;;;;;;;;;;x
THEOCRACYOF;Theocracy of;;;;;;;;;;;x
EARL;Earl;;;;;;;;;;;x
TYRANT;Tyrant;;;;;;;;;;;x
HIGH_PRINCE;High Prince;;;;;;;;;;;;;x
HIGH_PRINCESS;High Princess;;;;;;;;;;;;;x
MASTER;Master;;;;;;;;;;;;;x
MISTRESS;Mistress;;;;;;;;;;;;;x
LORD_OF_LANDS;Lord of Lands;;;;;;;;;;;;;x
LADY_OF_LANDS;Lady of Lands;;;;;;;;;;;;;x
LORD_OF_TIDES;Lord of Tides;;;;;;;;;;;;;x
LADY_OF_TIDES;Lady of Tides;;;;;;;;;;;;;x
LORD_OF_FIRE;Lord of Fire;;;;;;;;;;;;;x
LADY_OF_FIRE;Lady of Fire;;;;;;;;;;;;;x
LORD_OF_CHAOS;Lord of Chaos;;;;;;;;;;;;;x
LADY_OF_CHAOS;Lady of Chaos;;;;;;;;;;;;;x
GENERAL;General;;;;;;;;;;;;;x
GENERAL_FOA;General;;;;;;;;;;;;;x
NENTYARCH;Nentyarch;;;;;;;;;;;;;x
NENTYARCH_FOA;Nentyarch;;;;;;;;;;;;;x
BLIGHTMASTER;Blightmaster;;;;;;;;;;;;;x
BLIGHTMASTER_FOA;Blightmaster;;;;;;;;;;;;;x
GRANDFATHER;Grandfather;;;;;;;;;;;;;x
GRANDMOTHER;Grandmother;;;;;;;;;;;;;x
MASTER_FOA;Master;;;;;;;;;;;;;x
HERESIARCH;Heresiarch;;;;;;;;;;;;;x
HIGHKING;High King;;;;;;;;;;;;;x
HIGHQUEEN;High Queen;;;;;;;;;;;;;x
KING;King;;;;;;;;;;;;;x
QUEEN;Queen;;;;;;;;;;;;;x
TRIPLEKING;Triple King;;;;;;;;;;;;;x
TRIPLEQUEEN;Triple Queen;;;;;;;;;;;;;x
ARKHAN;Arkhan;;;;;;;;;;;;;x
ARKHATUN;Arkhatun;;;;;;;;;;;;;x
count_cormyrian;Earl;Earl;Earl;;Conde;;;;;;;;;x
