#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
reveal_as_lycan_desc;You tire of hiding what you are, reveal your true state as a lycanthrope to the world.;;;;;;;;;;;x
establish_lycan_court;Establish a safe haven for lycanthropes;;;;;;;;;;;x
establish_lycan_court_desc;Make your court known as a place where lycanthropes can be accepted and fear no persecution for existing.;;;;;;;;;;;x
lycan_court_tt;Randomly generated courtiers will be werecreatures of the same type as you.;;;;;;;;;;;x
has_lycan_court_tt;Has a lycanthrope court.;;;;;;;;;;;x
infect_with_lycanthropy;Make [Root.GetBestName] into a lycanthrope;;;;;;;;;;;x
infect_with_lycanthropy_desc;Approach [Root.GetBestName] and offer [Root.GetHerHim] the chance to become a lycanthrope like you. Prisoners don't have a choice.;;;;;;;;;;;x
malar_become_werebeast;Become lycanthrope;;;;;;;;;;;x
malar_become_werebeast_desc;Propitiate [Root.MalarLoc] for the gift of lycanthropy, so that you may become closer to him.;;;;;;;;;;;x
get_claws_of_malar;Comission a pair of Claws of [Root.MalarLoc];;;;;;;;;;;x
get_claws_of_malar_desc;Contact the [Root.MalarLocAdj] priesthood to comission the creation of a pair of the weapons known as Claws of Malar for yourself.;;;;;;;;;;;x
celebrate_feast_of_the_stags;Hold the Feast of the Stags;;;;;;;;;;;x
celebrate_feast_of_the_stags_desc;The Feast of the Stags is a yearly [Root.MalarLocAdj] celebration where the faithful hunt down animals and monsters and then set up a feast that any, even druids, can attend in safety.;;;;;;;;;;;x
STAGFEASTCD;The Feast can only be held once every few years.;;;;;;;;;;;x
DIVREL.29;You finally corner your quarry, and a fearsome one it is. The monster snarls and prepares to charge you with all its beastly might. This is going to be a tough fight, but such is the way of the Beastlord.;;;;;;;;;;;x
DIVREL.29a;For the hunt!;;;;;;;;;;;x
duel_tormtar;Must be an enemy of Torm;;;;;;;;;;;x
enemy_of_seldarine;Follows an enemy of the Seldarine pantheon;;;;;;;;;;;x
CELESTIALARMY_CD;Can only be cast once every 5 years.;;;;;;;;;;;x
highmagic_celestial_army;Call Celestial Army;;;;;;;;;;;x
highmagic_celestial_army_desc;§RAttention§!: High Magic is risky and can backfire in dire ways!\n\nCall forth a celestial army from Arvandor to fight against your enemies.;;;;;;;;;;;x
highmagic_reverend_one;Summon Reverend One;;;;;;;;;;;x
highmagic_reverend_one_desc;§RAttention§!: High Magic is risky and can backfire in dire ways!\n\nSummon a fallen elven warrior from Arvandor to act as a commander in battle.;;;;;;;;;;;x
highmagic_nymphs_aura;Nymph's Aura;;;;;;;;;;;x
highmagic_nymphs_aura_desc;§RAttention§!: High Magic is risky and can backfire in dire ways!\n\nMagically, and permanently, improves your physical appearance.;;;;;;;;;;;x
highmagic_baelnorn;Transform into Baelnorn;;;;;;;;;;;x
highmagic_baelnorn_desc;§RAttention§!: High Magic is risky and can backfire in dire ways!\n\nHave your Selu'taar perform a ritual to transform you into a Baelnorn, a sacred elf lich. Baelnorns are not expected to be rulers, however, and you'll have to abdicate as part of the process.;;;;;;;;;;;x
HIGHCLASSLEVEL;Must be a master or higher in any class.;;;;;;;;;;;x
highmagic_worldweave;Worldweave;;;;;;;;;;;x
highmagic_worldweave_desc;§RAttention§!: High Magic is risky and can backfire in dire ways!\n\nUtilize a high magic ritual to shape the lands of your demesne, causing one of the provinces under your control to gain an additional holding slot. Due to the volatility of the magic, the province is selected at random.;;;;;;;;;;;x
WORLDWEAVE_NUM;One of your provinces must have less than 7 holding slots.;;;;;;;;;;;x
highmagic_mythal;Raise Mythal;;;;;;;;;;;x
highmagic_mythal_desc;§RAttention§!: High Magic is risky and can backfire in dire ways!\n\nRaise a mythal, a powerful, and permanent, high magic enchantment, over your capital.;;;;;;;;;;;x
seld_invite_fey;Invite Fey;;;;;;;;;;;x
seld_invite_fey_desc;Invite a fey creature from the Feywild to join your court.;;;;;;;;;;;x
INVITEFEY_CD;Can only be used every 3 years.;;;;;;;;;;;x
invite_high_mage;Invite Selu'taar;;;;;;;;;;;x
invite_high_mage_desc;Invite a Selu'taar, or High Mage, to serve in your court and allow you access to the powerful High Magic rituals.;;;;;;;;;;;x
NOHIGHMAGE;Must not have a previous high mage you invited present.;;;;;;;;;;;x
join_retreat;Join the Retreat;;;;;;;;;;;x
join_retreat_desc;Abdicate your current holdings, bequeathing them to your heirs, and move to the far island of Evermeet to leave behind the tumult of Faerûn.;;;;;;;;;;;x
ELVENEVERMEET;Evermeet must have Seldarine-worshipping elves ruling at least part of it.;;;;;;;;;;;x
AMMARINDAR_CONDITIONS;Hold the [d_ammarindar.GetFullName] and [d_greypeaks.GetFullName].;;;;;;;;;;;x
restore_besilmer;Restore Besilmer;;;;;;;;;;;x
restore_besilmer_desc;By restoring the fallen kingdom of Besilmer, you'll reclaim a part of the dwarven legacy that has fallen to the many enemies of your people.;;;;;;;;;;;x
BESILMER_CONDITIONS;Hold the [c_beliard.GetFullName], [c_red_larch.GetFullName], [c_sumber_hills.GetFullName], [c_forlorn_hills.GetFullName], and [c_westwood.GetFullName], and they must all be of your religion.;;;;;;;;;;;x
restore_dareth;Restore Dareth;;;;;;;;;;;x
restore_dareth_desc;By restoring the fallen kingdom of Dareth, you'll reclaim a part of the dwarven legacy that has fallen to the many enemies of your people.;;;;;;;;;;;x
DARETH_CONDITIONS;Hold the [d_dareth.GetFullName], [c_dareth.GetFullName], [d_ushar.GetFullName], and [c_dharvil.GetFullName], and they must all be of your religion.;;;;;;;;;;;x
restore_gharraghaur;Restore Gharraghaur;;;;;;;;;;;x
restore_gharraghaur_desc;By restoring the fallen kingdom of Gharraghaur, you'll reclaim a part of the dwarven legacy that has fallen to the many enemies of your people.;;;;;;;;;;;x
GHARRAGHAUR_CONDITIONS;Hold the [d_mirabar.GetFullName], [c_mirabar.GetFullName], [c_starmetal_hills.GetFullName], [c_lyntara.GetFullName], [c_mt_hotenow.GetFullName], and [c_khedrun_valley.GetFullName], and they all must be of your religion.;;;;;;;;;;;x
restore_haunghdannar;Restore Haunghdannar;;;;;;;;;;;x
restore_haunghdannar_desc;By restoring the fallen realm of Haunghdannar, you'll reclaim a part of the dwarven legacy that has fallen to the many enemies of your people.;;;;;;;;;;;x
HAUNGHDANNAR_CONDITIONS;Hold the [c_leilon.GetFullName], [c_kryptgarden_forest.GetFullName], and [c_cony_gap.GetFullName], and they must all be of your religion.;;;;;;;;;;;x
restore_ironstar;Restore Ironstar;;;;;;;;;;;x
restore_ironstar_desc;By restoring the fallen realm of Ironstar, you'll reclaim a part of the dwarven legacy that has fallen to the many enemies of your people.;;;;;;;;;;;x
IRONSTAR_CONDITIONS;Hold the [c_valley_of_klaidson.GetFullName], [c_fell_pass.GetFullName], and [c_dark_arrow.GetFullName], and they must all be of your religion.;;;;;;;;;;;x
restore_oghrann;Restore Oghrann;;;;;;;;;;;x
restore_oghrann_desc;By restoring the fallen kingdom of Oghrann, you'll reclaim a part of the dwarven legacy that has fallen to the many enemies of your people.;;;;;;;;;;;x
OGHRANN_CONDITIONS;Hold the [c_oghrann.GetFullName], [c_darkhold.GetFullName], [c_veilstone.GetFullName], [c_tun.GetFullName], and [c_storm_horns.GetFullName], and they must all be of your religion.;;;;;;;;;;;x
restore_tethyamar;Restore Tethyamar;;;;;;;;;;;x
restore_tethyamar_desc;By restoring the fallen kingdom of Tethyamar, you'll reclaim a part of the dwarven legacy that has fallen to the many enemies of your people.;;;;;;;;;;;x
TETHYAMAR_CONDITIONS;Hold the [c_tethyamar.GetFullName] and [c_miir.GetFullName], and at least one of [c_mhaelos.GetFullName] and [c_lost_vale.GetFullName], and those that you hold must be of your religion.;;;;;;;;;;;x
establish_dwarfhold;Establish Dwarfhold;;;;;;;;;;;x
establish_dwarfhold_desc;Establish this area as a proper dwarfhold, one of the permanent fotress-homes of dwarvenkind with all that entail, to be held forever against the enemies of the stout folk.;;;;;;;;;;;x
restore_dwarfhold;Restore Dwarfhold;;;;;;;;;;;x
restore_dwarfhold_desc;It will take work and resources to restore this fallen dwarfhold to its former glory, but once complete it will stand tall again as one of the bastions of your people.;;;;;;;;;;;x
restore_sarphil;Restore Sarphil;;;;;;;;;;;x
restore_sarphil_desc;By restoring the fallen kingdom of Sarphil, you'll reclaim a part of the dwarven legacy that has fallen to the many enemies of your people.;;;;;;;;;;;x
SARPHIL_CONDITIONS;Hold the [c_hulburg.GetFullName], [c_galenarr.GetFullName], [c_mulmaster.GetFullName], and [c_hillsfar.GetFullName], and they must all be of your religion.;;;;;;;;;;;x
gather_raiders;Rally Raiders;;;;;;;;;;;x
gather_raiders_desc;Gather together a band of "uncivilized" raiders and reavers to sack and loot under your banner.\n\n;§Note§:these raiders cost 75% of normal maintenance and take attrition.;;;;;;;;;;;x
gather_warriors;Rally Warriors;;;;;;;;;;;x
gather_warriors_desc;Gather together a band of "uncivilized" warriors to fight under your banner.\n\n;§Note§:these warriors cost normal maintenance and take attrition.;;;;;;;;;;;x
BARBARMYCD;Must wait a year before calling forth another army.;;;;;;;;;;;x
BARBHASARMY;Cannot have an army of this type active.;;;;;;;;;;;x
organize_levy;Organize Levies;;;;;;;;;;;x
organize_levy_desc;Use your martial training to aid the levies of this region become better organized and, thus, a better fighting force.;;;;;;;;;;;x
ORGLEVYCD;Must wait 4 years between uses.;;;;;;;;;;;x
organize_levy_reminder;Organize Levies;;;;;;;;;;;x
organize_levy_reminder_desc;Use your martial training to aid the levies of this region become better organized and, thus, a better fighting force.;;;;;;;;;;;x
THISISSETTLEMENT;§RAttention§!: This decision is simply a reminder that this mechanic exists. Use it by right-clicking on a holding in a province you own.;;;;;;;;;;;x
ruby_summon_spectator;Summon Spectator;;;;;;;;;;;x
ruby_summon_spectator_desc;The Kossuth Ruby allows its user to summon spectators to act as guardians for a period of time.;;;;;;;;;;;x
notbard;Not a Bard;;;;;;;;;;;x
bardhasinstrument;Is a bard and has an instrument in inventory;;;;;;;;;;;x
buy_instrument;Buy Instrument;;;;;;;;;;;x
buy_instrument_desc;A bard is little without an instrument. For a small fee, a mundane instrument can be yours.;;;;;;;;;;;x
lay_on_hands;Lay on Hands;;;;;;;;;;;x
lay_on_hands_desc;Your powers as a holy warrior allow you to heal any minor wounds you end up taking, through nothing but faith.;;;;;;;;;;;x
paladin_oaths;Take a Sacred Oath;;;;;;;;;;;x
paladin_oaths_desc;Paladins often take on a Sacred Oath that defines the rest of their life and shapes their divinely-granted powers.;;;;;;;;;;;x
ranger_pick_terrain;Specialize in a type of terrain;;;;;;;;;;;x
ranger_pick_terrain_desc;Rangers can choose to become specialists in fighting in specific types of terrain at the expense of all others.;;;;;;;;;;;x
get_animal_companion;Bond with an animal;;;;;;;;;;;x
get_animal_companion_desc;Rangers and druids, through their connection with nature, are able to bond with a particular animal to become their companion.;;;;;;;;;;;x
CONTEMPLATECD;You can only change your focus every year.;;;;;;;;;;;x
monk_contemplate;Monastic Focus;;;;;;;;;;;x
monk_contemplate_desc;Through meditation, monks are able to contemplate and focus upon a single attribute of their psyche, though it comes at the expense of others.;;;;;;;;;;;x
monk_abandon_focus;Cease Focusing;;;;;;;;;;;x
monk_abandon_focus_desc;Restore balance to yourself by no longer prioritising a single aspect of your being.;;;;;;;;;;;x
monk_longevity;Cultivate Longevity;;;;;;;;;;;x
monk_longevity_desc;Through arduous medidation and cultivation, you can use your qi to increase your lifespan.;;;;;;;;;;;x
monk_mob;Rally the peasantry;;;;;;;;;;;x
monk_mob_desc;Though they lack training, peasants can be fierce fighters if properly motivated and given arms.;;;;;;;;;;;x
MONKMOB_CD;Can only rally the peasantry every year.;;;;;;;;;;;x
hire_brigands;Hire Brigands;;;;;;;;;;;x
hire_brigands_desc;Hire a small army of brigands to raid and loot for you.;;;;;;;;;;;x
rogue_take_over_crime;Take over local crime;;;;;;;;;;;x
rogue_take_over_crime_desc;The criminals of this region are running wild, and that presents an opportunity for you to take control of them.;;;;;;;;;;;x
ALERTCD;Must wait 2 years after the modifier expires.;;;;;;;;;;;x
increase_alertness;Increase Vigilance;;;;;;;;;;;x
increase_alertness_desc;Courtly life is full of intrigue and plots. You may increase your awareness of it through effort, though it can take a toll on the mind.;;;;;;;;;;;x
LAUNDERCD;Can only launder funds every five years.;;;;;;;;;;;x
launder_cash;Launder Funds;;;;;;;;;;;x
launder_cash_desc;Through creative accounting, you can divert funds  that would go elsewhere into your own coffers. You should be careful, however, since none will like it if you are caught.;;;;;;;;;;;x
lightpsi_tt;Will cause a light ammount of psionic stress;;;;;;;;;;;x
mediumpsi_tt;Will cause an average ammount of psionic stress;;;;;;;;;;;x
heavypsi_tt;Will cause a heavy ammount of psionic stress;;;;;;;;;;;x
JOURNEYMANPSIHIGHER;Must be a journeyman psion or higher;;;;;;;;;;;x
open_psi_spellbook;Acess psionic powers;;;;;;;;;;;x
open_psi_spellbook_desc;Gain access to your psionic powers.;;;;;;;;;;;x
close_psi_spellbook;Close psionic powers list;;;;;;;;;;;x
close_psi_spellbook_desc;Regain access to your other decisions.;;;;;;;;;;;x
manifest_mindblade;Manifest Mindblade;;;;;;;;;;;x
manifest_mindblade_desc;Manifest a blade of pure psionic power that you can use as a sidearm. It will fade away over time, but will always be with you until then.;;;;;;;;;;;x
EXPERTPSIHIGHER;Must be an expert psion or higher;;;;;;;;;;;x
glamour_dec;Glamour;;;;;;;;;;;x
glamour_dec_desc;Shroud yourself in psionic glamour, appearing far more personable than before.;;;;;;;;;;;x
heal_mind_fake;Heal Mind;;;;;;;;;;;x
heal_mind_fake_desc;§GThis is merely a reminder that you have this spell as a §Rtargeted decision§!\n\nHeal the mind of your target, purging from them all mental afflictions.;;;;;;;;;;;x
heal_mind;Heal Mind;;;;;;;;;;;x
heal_mind_desc;§GThis is merely a reminder that you have this spell as a §Rtargeted decision§!\n\nHeal the mind of your target, purging from them all mental afflictions.;;;;;;;;;;;x
ALLMENTALBADCURED;All mental afflictions will be cured.;;;;;;;;;;;x
empty_mind_dec;Empty your mind;;;;;;;;;;;x
empty_mind_dec_desc;The stress of overusing your psionics is overwhelming you. By clearing your mind, emptying of most thoughts, you can renew yourself at the cost of a temporary weakness.;;;;;;;;;;;x
illithid_elder_brain;Ascend to Elder Brain;;;;;;;;;;;x
illithid_elder_brain_desc;Through unspeakable rituals, you may fill the gap in your colony and become an Elder Brain.;;;;;;;;;;;x
NOTARCANECLASS;Not a wizard, sorcerer, bard or warlock.;;;;;;;;;;;x
EVILRELIGION;Must follow an evil religion or god.;;;;;;;;;;;x
ilsensine_dominate_mob;Dominate Mob;;;;;;;;;;;x
ilsensine_dominate_mob_desc;Use the powers of the clergy of Ilsensine to raise an army from the population of [Root.GetName]. They will not be particularly organized or effective, but will be cheap and numerous.;;;;;;;;;;;x
ilsensine_awaken_psi;Awaken Psionics;;;;;;;;;;;x
ilsensine_awaken_psi_desc;Petition [Root.PsiGod] to grant you the ability to tap into your latent psionic power.;;;;;;;;;;;x
DEATH_BRAIN_EATEN;Had [Root.GetHerHis] brain devoured by $KILLER$.;;;;;;;;;;;x
eat_brain;Devour Brain.;;;;;;;;;;;x
eat_brain_desc;Eat the brain of [Root.GetBestName], with the results depending on the quality of the grey matter.;;;;;;;;;;;x
DIGESTINGBRAIN;Cannot have the benefits of a previous meal.;;;;;;;;;;;x
ilsensine_force_efficiency;Force Efficiency;;;;;;;;;;;x
ilsensine_force_efficiency_desc;Make the population of [Root.GetName] work harder building up structures, whether they want to or not.;;;;;;;;;;;x
extract_secret;Extract Secret;;;;;;;;;;;x
extract_secret_desc;Use the mental powers of the Ilseninian faith to rip a deep secret out of [Root.GetBestName] and use it as blackmail.\n§RThis will free the target!§!;;;;;;;;;;;x
shatter_mind;Shatter Mind;;;;;;;;;;;x
shatter_mind_desc;Use the powers of Ilsensine to delve into the psyche of [Root.GetBestName] and twist [Root.GetHerHis] mind into uselessness.;;;;;;;;;;;x
steal_knowledge;Steal Knowledge;;;;;;;;;;;x
steal_knowledge_desc;Rip knowledge out of the mind of [Root.GetBestName] for your own benefit, thanks to the clergy of Ilsensine. Be advised that all not of the faith will be horrified at this action, or at least its implications.;;;;;;;;;;;x
tooltip_lose_species;[Root.GetBestName] loses all current species traits;;;;;;;;;;;x
reveal_as_dragon;Reveal your draconic nature;;;;;;;;;;;x
reveal_as_dragon_desc;You tire of hiding what you are - reveal your true state as a mighty dragon to the world.;;;;;;;;;;;x
RedDragon;Red Dragon;;;;;;;;;;;x
GreenDragon;Green Dragon;;;;;;;;;;;x
BlueDragon;Blue Dragon;;;;;;;;;;;x
BlackDragon;Black Dragon;;;;;;;;;;;x
AmethystDragon;Amethyst Dragon;;;;;;;;;;;x
RubyDragon;Ruby Dragon;;;;;;;;;;;x
GoldDragon;Gold Dragon;;;;;;;;;;;x
SilverDragon;Silver Dragon;;;;;;;;;;;x
BronzeDragon;Bronze Dragon;;;;;;;;;;;x
BrassDragon;Brass Dragon;;;;;;;;;;;x
CopperDragon;Copper Dragon;;;;;;;;;;;x
ShadowDragon;Shadow Dragon;;;;;;;;;;;x
SongDragon;Song Dragon;;;;;;;;;;;x
SteelDragon;Steel Dragon;;;;;;;;;;;x
reveal_secret_identity;Reveal your true nature;;;;;;;;;;;x
reveal_secret_identity_desc;You are secretly a disguised [Root.GetSecretID]. If you are feeling bold, you could reveal this to the world at large.;;;;;;;;;;;x
LycanType;[GetLycanType];;;;;;;;;;;x
SecretDragonType;[GetSecretDragonType];;;;;;;;;;;x
Vampire;vampire;;;;;;;;;;;x
SecretFiend;fiend;;;;;;;;;;;x
SecretLich;lich;;;;;;;;;;;x
DummySecret;mistake - please report;;;;;;;;;;;x
reveal_as_vampire;Reveal your vampiric nature;;;;;;;;;;;x
reveal_as_vampire_desc;You tire of hiding what you are - reveal your true state as a vampire to the world.;;;;;;;;;;;x
establish_vampire_court;Establish vampiric dominance;;;;;;;;;;;x
establish_vampire_court_desc;Make your court known as a place where vampires rule over all, as they should.;;;;;;;;;;;x
vampire_court_tt;Randomly generated courtiers have a chance of being either vampire spawn, still living or generic undead.;;;;;;;;;;;x
has_vampire_court_tt;Has a vampire court.;;;;;;;;;;;x
has_undead_court_tt;Has an undead court.;;;;;;;;;;;x
sire_vampire;Sire Vampire;;;;;;;;;;;x
sire_vampire_desc;Grant [Root.GetBestName] the gift of vampirism.;;;;;;;;;;;x
sire_vampire_spawn;Sire Vampire Spawn;;;;;;;;;;;x
sire_vampire_spawn_desc;Turn [Root.GetBestName] into one of your loyal spawn, whether [Root.GetSheHe] likes it or not. Be aware that there is a chance [Root.GetSheHe] might resist.;;;;;;;;;;;x
vampire_feed;Feed on Blood;;;;;;;;;;;x
vampire_feed_desc;Go out hunting for fresh blood to gorge yourself on. Though there is no chance of being found by preying on the populace, it will still cause a stir.;;;;;;;;;;;x
vamp_fed_on_prov;Monster Attack;;;;;;;;;;;x
vamp_fed_on_prov_desc;Some sort of monster has been preying on the populace lately.;;;;;;;;;;;x
build_spelljammer_port;Build Spelljammer Port;;;;;;;;;;;x
build_spelljammer_port_desc;Spelljammer ports are required to construct and outfit spelljamming vessels, though they also are prohibitively expensive.;;;;;;;;;;;x
purchase_spelljammer;Purchase spelljammer;;;;;;;;;;;x
purchase_spelljammer_desc;Purchase a spelljammer at one of the docks in your realm. Though these vessels come at exorbitant prices, they allow access to wildspace and beyond.;;;;;;;;;;;x
go_spelljamming;Board Spelljammer;;;;;;;;;;;x
go_spelljamming_desc;Climb aboard your spelljammer, rally your crew and ascend into the Sea of Night to explore the wonders and perils of Wildspace.;;;;;;;;;;;x
steer_spelljammer;Steer Spelljammer;;;;;;;;;;;x
steer_spelljammer_desc;Decide upon the next destination of your spelljamming vessel, or go home if you are in Toril's orbit.;;;;;;;;;;;x
restore_black_altar;Restore the Black Altar;;;;;;;;;;;x
restore_black_altar_desc;The Black Altar, the highest position in the faith of the Dead Three is vacant. Such an insult to the gods cannot stand. If a powerful enough Triumvir ruler were to emerge, they could restore it... or, if a priest, take it for themselves. If you are an emperor, any new priest will be your vassal, and if not, they will become independent.;;;;;;;;;;;x
restore_lotus_throne;Restore the Lotus Throne;;;;;;;;;;;x
restore_lotus_throne_desc;The Lotus Throne, the seat of the holy sacrificial Lotus Emperors of Yikaria, is empty. A suitably elevated yikarian could re-establish this most sacred of positions...;;;;;;;;;;;x
restore_magister;Restore the Magistracy;;;;;;;;;;;x
restore_magister_desc;The post of Magister is a most holy one, a wizard chosen by [Root.MystraLoc] herself. It is a shame, then, to see this storied position vacant. A pious ruler could be the catalyst needed for a new Magister to rise.;;;;;;;;;;;x
abyssal_summon_demons;Summon Abyssal Army;;;;;;;;;;;x
abyssal_summon_demons_desc;Summon an army of demons to fight in your battles, though be aware that the magics binding them to the Prime are temporary. Yeenoghuran and Orcusian characters will summon undead troops, instead.;;;;;;;;;;;x
abyssal_bind_demon;Summon Demon;;;;;;;;;;;x
abyssal_bind_demon_desc;Summons forth a demon to take part in your court. The demon is not bound to obey you, however, and may have its own plans.;;;;;;;;;;;x
ABYSSBINDING;Must wait five years between castings.;;;;;;;;;;;x
possess_prisoner;Possess Prisoner;;;;;;;;;;;x
possess_prisoner_desc;Summon forth an abyssal spirit to take over the mind of [Root.GetBestName] and release [Root.GetHerHim] into the world.;;;;;;;;;;;x
orc_claim;Lay claim on [Root.GetName];;;;;;;;;;;x
orc_claim_desc;It is common for followers of orcish gods to lay claim on territories controlled others of the same faith, for their gods reward the strong.;;;;;;;;;;;x
joyful_improve_appearance;Improve Appearance;;;;;;;;;;;x
joyful_improve_appearance_desc;The gods of joy and beauty urge their followers to present themselves as best as they can, and their clergies often instruct the faithful on how to best do that.;;;;;;;;;;;x
ONEYEARCD;Must wait one year before using this decision again.;;;;;;;;;;;x
FIVEYEARCD;Must wait five year before using this decision again.;;;;;;;;;;;x
joyful_etiquette_lessons;Take etiquette lessons.;;;;;;;;;;;x
joyful_etiquette_lessons_desc;Take etiquette lessons with a specialist in the area in order to improve relations with everyone.;;;;;;;;;;;x
gender_alteration;Gender Alteration;;;;;;;;;;;x
gender_alteration_desc;Have a gender alteration spell cast upon, changing your physical sex until you do this again. Some spouses might ask for divorce over this.;;;;;;;;;;;x
muhjari_cultivate_gardens;Cultivate Gardens;;;;;;;;;;;x
muhjari_cultivate_gardens_desc;The muhjari defends that nature should be shaped and organized to increase its beauty, and as such the followers of this faith are renowned for their great gardens.;;;;;;;;;;;x
muhjari_gardens;Great Gardens;;;;;;;;;;;x
muhjari_syncretise_triadic;Syncretise with Triadic;;;;;;;;;;;x
muhjari_syncretise_triadic_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_10k;Syncretise with Myriadic;;;;;;;;;;;x
muhjari_syncretise_10k_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_abyssal;Syncretise with Abyssal;;;;;;;;;;;x
muhjari_syncretise_abyssal_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_ancestral;Syncretise with Ancestral;;;;;;;;;;;x
muhjari_syncretise_ancestral_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_arcane;Syncretise with Arcane;;;;;;;;;;;x
muhjari_syncretise_arcane_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_asathalfinare;Syncretise with Asathalfinare;;;;;;;;;;;x
muhjari_syncretise_asathalfinare_desc;Muhjari is a flexible faith, one that often takes aspects of those around it. By syncretising with a faith, you'll gain some of its features, but also gain its religious enemies.;;;;;;;;;;;x
muhjari_syncretise_bahamut;Syncretise with Bahamutian;;;;;;;;;;;x
