#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
#Color codes (EG: ßYExampleß!) must be encoded into windows 1252.;;;;;;;;;;;;x
###Title Claims###;;;;;;;;;;;;x
invasion_desc;ßY$CLAIMANT$ß! has been granted the right to invade the ßY$TITLE$ß!. If successful, the titles to all currently occupied holdings will be seized.;ßY$CLAIMANT$ß! a d√©sormais le droit d'envahir le ßY$TITLE$ß!. En cas de r√©ussite, les titres de toutes les propri√©t√©s actuellement occup√©es seront saisis.;ßY$CLAIMANT$ß! bekam das Recht zur Invasion f√ºr den Titel ßY$TITLE$ß! gew√§hrt. Im Erfolgsfall werden die Titel s√§mtlicher derzeit besetzter Besitzt√ºmer konfisziert.;;A ßY$CLAIMANT$ß! se le ha concedido el derecho de invadir el ßY$TITLE$ß!. Si triunfa se apoderar√° de los t√≠tulos de todas las posesiones actualmente ocupadas.;;;;;;;x
#invasion_succ_tip;ßY[Root.GetTitledFirstName]ß! takes all occupied territory.\nßY[Root.GetTitledFirstName]ß! becomes the new ßY[This.GetRulerTitle] of [This.GetBaseName]ß!.\n;ßY[Root.GetTitledFirstName]ß! obtient tous les territoires occup√©s et devient ßY[This.GetRulerTitle] de [This.GetBaseName]ß!.\n;ßY[Root.GetTitledFirstName]ß! erh√§lt alle besetzten Gebiete.\nßY[Root.GetTitledFirstName]ß! wird der neue ßY[This.GetRulerTitle] von [This.GetBaseName]ß!.\n;;ßY[Root.GetTitledFirstName]ß! toma todos los territorios ocupados. \nßY[Root.GetTitledFirstName]ß! se convierte en el nuevo ßY[This.GetRulerTitle] de [This.GetBaseName]ß!.\n;;;;;;;x
;;;;;;;;;;;;x
###Nomad###;;;;;;;;;;;;x
;;;;;;;;;;;;x
##Liberate Nomad##;;;;;;;;;;;;x
#CB_NAME_LIBERATE_NOMAD;Liberate [Title.GetBaseName];Lib√©rer [Title.GetBaseName];[Title.GetBaseName] befreien;;Liberar el [Title.GetBaseName] ;;;;;;;x
#WAR_NAME_LIBERATE_NOMAD;$ORDER$$FIRST_ADJ$ Liberation of $OTHER_TITLE$;$ORDER$Lib√©ration $FIRST_ADJ$ de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$e Befreiung von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ liberaci√≥n de $OTHER_TITLE$;;;;;;;x
#cb_liberate_nomad_duchy_desc;ßY$CLAIMANT$ß! can use this Casus Belli to seize all titles held by the savage, ßY$TARGET$ß!, within the de jure ßY$TITLE$ß!.;ßY$CLAIMANT$ß! peut utiliser ce casus belli pour s'emparer de tous les titres que poss√®de l'inf√¢me ßY$TARGET$ß! au sein de ßY$TITLE$ß! de jure.;ßY$CLAIMANT$ß! kann diesen Kriegsgrund dazu benutzen, den Wilden in ßY$TARGET$ß! s√§mtliche Titel unter dem De-jure-Titel ßY$TITLE$ß! abzunehmen.;;ßY$CLAIMANT$ß! Puede utilizar este casus belli para aprovechar todos los t√≠tulos que tengan los salvajes, ßY$TARGET$ß!, dentro del ßY$TITLE$ß! de jure.;;;;;;;x
;;;;;;;;;;;;x
##Nomad Subjugation##;;;;;;;;;;;;x
#nomad_subjugation_desc;Nomads can subjugate non-Nomadic realms once in their lifetime.;Les nomades peuvent assujettir les royaumes non-nomades, et ce, une seule fois au cours de leur vie.;Nomaden k√∂nnen nicht-nomadische Reiche einmal zu Lebzeiten unterwerfen.;;Los n√≥madas pueden subyugar reinos no n√≥madas una vez en su vida.;;;;;;;x
;;;;;;;;;;;;x
##Dispute##;;;;;;;;;;;;x
#nomad_dispute_desc;Feuding clans can declare wars against each other to seize a single county.;Les clans impliqu√©s dans une querelle peuvent se d√©clarer la guerre dans le but de s'emparer d'un seul comt√©.;Klans, die eine Fehde f√ºhren, k√∂nnen einander den Krieg erkl√§ren, um einzelne Grafschaften in Besitz zu nehmen.;;Los clanes enemistados pueden declarar guerras uno contra otro para apoderarse de un solo condado.;;;;;;;x
;;;;;;;;;;;;x
##Invasion##;;;;;;;;;;;;x
#nomad_invasion_desc;If our population is getting too large, we may invade another realm to seize their pasture lands! If successful, all occupied territory will be seized and all vassals will become our vassals.;Si notre population devient trop importante, nous pouvons envahir un autre pays pour nous emparer de ses p√¢turages†! Si nous r√©ussissons, tous les territoires occup√©s seront saisis et tous les vassaux nous appartiendront.;Wenn unsere Bev√∂lkerung zu gro√ü wird, k√∂nnen wir in ein anderes Reich einfallen, um das dortige Weideland in Besitz zu nehmen. Im Erfolgsfall wird das besetzte Gebiet mit s√§mtlichen dort befindlichen Vasallen an uns fallen.;;Si nuestra poblaci√≥n se hace demasiado grande, podemos invadir otro reino para apoderarnos de sus tierras de pastoreo. Si tenemos √©xito, todo el territorio ocupado ser√° confiscados y todos los vasallos ser√°n nuestros.;;;;;;;x
;;;;;;;;;;;;x
###Vassalize###;;;;;;;;;;;;x
;;;;;;;;;;;;x
##Best CB##;;;;;;;;;;;;x
CB_NAME_UNJUST_COUNTY_CONQUEST;Border Dispute over [Title.GetBaseName];Dispute frontali√®re pour [Title.GetBaseName];Grenzdisput um [Title.GetBaseName];;Disputa fronteriza por [Title.GetBaseName];;;;;;;x
WAR_NAME_UNJUST_COUNTY_CONQUEST;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Border Dispute over $OTHER_TITLE$;$ORDER$Dispute frontali√®re $FIRST_ADJ$ pour $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$er Grenzdisput um $OTHER_TITLE$;;Disputa fronteriza $ORDER$$FIRST_ADJ$-$SECOND_ADJ$ por $OTHER_TITLE$;;;;;;;x
unjust_conquest_desc;You can choose to dispute any County that borders you. Beware that choosing to wage a conquest not backed by a Claim carries hefty penalties - the penalties are the highest when attacking someone following your religion, fairly high while attacking someone of your religious group and still significant when attacking someone of another religious group.;Vous pouvez choisir de contester tout comt√© frontalier. Sachez que faire une conqu√™te non soutenue par une revendication implique de lourdes p√©nalit√©s - celles-ci sont les plus √©lev√©es en attaquant quelqu'un de votre religion, assez √©lev√©es en attaquant quelqu'un de votre groupe religieux et toujours importantes lors de l'attaque d'un autre groupe religieux.;Ihr k√∂nnt einen Disput auf jedes Herzogtum ausf√ºhren, an das Ihr angrenzt. Achtet darauf, dass die Wahl, eine Eroberung durchzuf√ºhren, die nicht von einem Anspruch unterst√ºtzt wird, heftige Strafen mit sich bringt. Die Strafen sind am h√∂chsten, wenn Ihr jemanden Eurer Religion angreift, relativ hoch, wenn Ihr jemanden Eurer Religionsgruppe angreift, und immer noch sp√ºrbar, wenn Ihr jemanden einer anderen Religionsgruppe angreift.;;Puedes elegir disputar cualquier condado con el que tengas frontera. Cuidado, pues lanzar una conquista no apoyada por una reclamaci√≥n tiene penalizaciones fuertes. Las mayores al atacar a un seguidor de tu religi√≥n, bastante altas al atacar a alguien de tu grupo religioso, y significativas si atacas a alguien de otro grupo religioso.;;;;;;;x
;;;;;;;;;;;;x
##Dejure county##;;;;;;;;;;;;x
CB_NAME_DEJURECLAIM;De Jure Claim on [Title.GetBaseName];Revendication de jure sur [Title.GetBaseName];De-jure-Anspruch auf [Title.GetBaseName];;Reclamar el [Title.GetBaseName] de facto;;;;;;;x
WAR_NAME_DEJURECLAIM;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ De Jure War over $OTHER_TITLE$;$ORDER$Guerre de revendication de jure entre $FIRST$ et $SECOND$ pour obtenir $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$er De-jure-Krieg √ºber $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ de facto guerra sobre $OTHER_TITLE$;;;;;;;x
dejure_county_claim_desc;The ßY$TITLE$ß! is, de jure, a vassal of ßY$CLAIMANT$'sß!, which is cause enough for war.;Le ßY$TITLE$ß! est, de jure, un territoire vassal de ßY$CLAIMANT$ß!, ce qui constitue un motif de guerre suffisant.;Der Tr√§ger des Titels ßY$TITLE$ß! ist ein De-jure-Vasall von ßY$CLAIMANT$ß! - Grund genug f√ºr einen Krieg.;;El ßY$TITLE$ß! es, de iure, vasallo de ßY$CLAIMANT$ß!, lo cual es motivo suficiente de guerra.;;;;;;;x
;;;;;;;;;;;;x
##Forced vassal##;;;;;;;;;;;;x
CB_NAME_FORCE_VASSALIZATION;Force Vassalization;Vassalisation forc√©e;Vasallisierung erzwingen;;Obligar vasallaje;;;;;;;x
WAR_NAME_FORCE_VASSALIZATION;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Vassalization War;$ORDER$Guerre $FIRST_ADJ$ de vassalisation $SECOND_ADJ$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$er Vasallisierungskrieg;;Guerra de vasallaje $ORDER$$FIRST_ADJ$-$SECOND_ADJ$;;;;;;;x
force_vassalization_desc;ßY$TARGET$ß! is weak and in need of protection, they would be better off in your realm! By spending a significant amount of ßYPrestigeß! you can go to war to forcibly make them your Vassal, as long as they are of a ßYlower tierß! than you, at or below ßY30 Realm Sizeß! and where the ruler is either of your ßYReligionß! or ßYCulture Groupß!.;ßY$TARGET$ß! est faible et n√©cessite une protection, et serait mieux dans votre pays†! En d√©pensant une quantit√© importante de ßYprestigeß!, vous pouvez leur d√©clarer la guerre pour les vassaliser, √† condition qu'ils soient d'un ßYrang inf√©rieurß! au v√¥tre, pas plus de ßY30 en taille du paysß!, et avec un dirigeant de votre ßYreligionß! ou de votre ßYgroupe culturelß!.;ßY$TARGET$ß! ist schwach und schutzbed√ºrftig und w√§ren in unserem Reich besser aufgehoben! Durch das Aufwenden einer erheblichen Menge ßYPrestigeß! k√∂nnt Ihr in den Krieg ziehen, um sie gewaltsam zu Eurem Vasall zu machen, vorausgesetzt sie haben einen ßYniedrigeren Rangß! als Ihr, eine geringere ßYReichsgr√∂√üe als 30ß! und einen Herrscher, der entweder Eurer ßYReligionß! oder ßYReligionsgruppeß! angeh√∂rt.;;ßY$TARGET$ß! es d√©bil y necesita protecci√≥n, °estar√≠an mejor en tu reino! Puedes ir a la guerra para obligarlos a ser tu vasallo gastando una parte significativa de ßYprestigioß!, mientras sean de un ßYnivel menorß! que t√∫, tengan un ßYtama√±o de reino de 30ß! o menor y su gobernante sea de tu ßYreligi√≥nß! o ßYgrupo culturalß!.;;;;;;;x
;;;;;;;;;;;;x
##Dejure duchy##;;;;;;;;;;;;x
dejure_duchy_claim_desc;The ßY$TITLE$ß! is, de jure, a vassal of ßY$CLAIMANT$ß!. By spending a significant amount of ßYPrestigeß!, we can go to war for the entire duchy.;Le ßY$TITLE$ß! est, de jure, un vassal de ßY$CLAIMANT$ß!. En d√©pensant une quantit√© importante de ßYPrestigeß!, nous pouvons d√©clarer la guerre pour le duch√© entier.;ßY$TITLE$ß! ist de-jure ein Vasall von ßY$CLAIMANT$ß!. Durch den Aufwand einer erheblichen Menge ßYPrestigeß! k√∂nnen wir um das gesamte Herzogtum in den Krieg ziehen.;;El ßY$TITLE$ß! es vasallo de jure de ßY$CLAIMANT$ß!. Si gastas una cantidad significativa de ßYprestigioß!, podemos ir a la guerra por el ducado entero.;;;;;;;x
;;;;;;;;;;;;x
##Kingdom##;;;;;;;;;;;;x
CB_NAME_GREATREALMCONFLICT;Great Conquest of [Title.GetBaseName];Grande conqu√™te de [Title.GetBaseName];Gro√üeroberung von [Title.GetBaseName];;Gran conquista de [Title.GetBaseName];;;;;;;x
WAR_NAME_GREATREALMCONFLICT;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Great Conquest of $OTHER_TITLE$;$ORDER$Grande conqu√™te $FIRST_ADJ$-$SECOND_ADJ$ de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$e Gro√üeroberung von $OTHER_TITLE$;;Gran conquista $ORDER$$FIRST_ADJ$-$SECOND_ADJ$ de $OTHER_TITLE$;;;;;;;x
great_realm_conflict_desc;You are very powerful, and so is ßY$TARGET$ß! - it is time to show them who is the strongest! By spending a significant amount of ßYPrestigeß! and ßYPietyß! you can go to war for an entire Kingdom, as long as they are as strong as you or stronger.;Vous √™tes tr√®s puissant, ainsi que ßY$TARGET$ß! - il est temps de leur montrer qui est le plus fort†! En d√©pensant une quantit√© importante de ßYprestigeß! et de ßYpi√©t√©ß!, vous pouvez d√©clarer la guerre pour un royaume entier, du moment que celui qui le poss√®de est au moins aussi fort que vous.;Ihr seid sehr m√§chtig und so ist es auch ßY$TARGET$ß!. Es ist Zeit, ihnen zu zeigen, wer am st√§rksten ist! Durch den Aufwand einer erheblichen Menge ßYPrestigeß! k√∂nnt Ihr f√ºr ein ganzes K√∂nigreich in den Krieg ziehen, vorausgesetzt sie sind gleichstark oder st√§rker als Ihr.;;Eres muy poderoso, y tambi√©n lo es ßY$TARGET$ß! °Es hora de mostrar qui√©n es el m√°s fuerte! Gastando una parte significativa de ßYprestigioß! y ßYpiedadß! puedes ir a la guerra por un reino entero, siempre que sean tan o m√°s fuertes que t√∫.;;;;;;;x
;;;;;;;;;;;;x
##Ducal conquest##;;;;;;;;;;;;x
CB_NAME_DUCALCOUNTYCONQUEST;Ducal Conquest of [Title.GetBaseName];Conqu√™te ducale de [Title.GetBaseName];Herzogliche Eroberung von [Title.GetBaseName];;Conquista ducal de [Title.GetBaseName];;;;;;;x
WAR_NAME_DUCALCOUNTYCONQUEST;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Ducal Conquest of $OTHER_TITLE$;$ORDER$Conqu√™te ducale $FIRST_ADJ$-$SECOND_ADJ$ de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ herzogliche Eroberung von $OTHER_TITLE$;;Conquista ducal $ORDER$$FIRST_ADJ$-$SECOND_ADJ$ de $OTHER_TITLE$;;;;;;;x
ducal_county_conquest_desc;ßY$TARGET$ß! holds land in a Duchy you are pretender to. By spending ßYPietyß! and ßYGoldß! you can go to war over any County that is part of a Duchy you hold land in, as long as the Duchy has no holder. This Casus Belli is only available to characters of Count or Duke tier.;ßY$TARGET$ß! d√©tient des terres dans un duch√© que vous revendiquez. En d√©pensant de la ßYpi√©t√©ß! et de l'ßYorß!, vous pouvez d√©clarer la guerre contre tout comt√© qui fait partie d'un duch√© dont vous d√©tenez des terres, tant que le duch√© n'a pas de titulaire. Ce casus belli n'est disponible que pour les personnages de rang comte ou duc.;ßY$TARGET$ß! h√§lt Land in einem Herzogtum, von dem Ihr Anw√§rter seid. Durch das Aufwenden von ßYPiet√§tß! und ßYGoldß! k√∂nnt Ihr um jede Grafschaft, die sich in einem Herzogtum, in dem Ihr Land besitzt, in den Krieg ziehen, vorausgesetzt dass niemand den Titel des Herzogtums besitzt. Dieser Kriegsgrund ist nur f√ºr Charaktere auf der Stufe eines Grafen oder Herzoges verf√ºgbar.;;ßY$TARGET$ß! posee tierras en un ducado que pretendes. Gastando ßYprestigioß! y ßYpiedadß! puedes ir a la guerra por cualquier condado que sea parte de un condado en el que tienes tierras, siempre que el ducado no tenga due√±o. Este casus belli solo est√° disponible para personajes con rango de conde o duque.;;;;;;;x
;;;;;;;;;;;;x
##Subjugation##;;;;;;;;;;;;x
#CB_NAME_PAGAN_SUBJUGATION;Subjugation;Assujettissement;Unterwerfung;;Subyugaci√≥n;;;;;;;x
#WAR_NAME_PAGAN_SUBJUGATION;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Subjugation War;$ORDER$Guerre d'assujettissement $FIRST_ADJ$-$SECOND_ADJ$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$er Unterwerfungskrieg;;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Guerra de subyugaci√≥n;;;;;;;x
indian_subjugation_desc;Rulers who follow Adama can subjugate each other for 500 Karma if they are from the same culture group.;Les souverains de religion indienne peuvent se subjuguer les uns les autres pour ßY500ß! Karma s'ils sont du m√™me groupe culturel.;Herrscher indischer Religionen k√∂nnen sich gegenseitig f√ºr ßY500ß! Karma unterwerfen, wenn sie aus derselben Kulturgruppe stammen.;;Los gobernantes de religiones Indias pueden subyugar a otros por ßY500ß! Karma si son del mismo grupo cultural.;;;;;;;x
;;;;;;;;;;;;x
###Claimant###;;;;;;;;;;;;x
;;;;;;;;;;;;x
##Claimant##;;;;;;;;;;;;x
#WAR_NAME_OTHER_CLAIM;$ORDER$$FIRST_ADJ$ War for $CLAIMANT$'s claim on $OTHER_TITLE$;$ORDER$Guerre de revendication de $CLAIMANT$ sur $OTHER_TITLE$;$ORDER$$FIRST_ADJ$er Krieg um $CLAIMANT$s Anspruch auf $OTHER_TITLE$;;$ORDER$Guerra $FIRST_ADJ$ por la reclamaciÈèÆ de $CLAIMANT$ sobre $OTHER_TITLE$;;;;;;;x
;;;;;;;;;;;;x
##Vassal Duchy##;;;;;;;;;;;;x
$WAR_NAME_OTHER_DEJURECLAIM;$ORDER$$FIRST_ADJ$ Ducal War for $CLAIMANT$'s claim on $OTHER_TITLE$;$ORDER$Guerre de revendication ducale de $CLAIMANT$ sur $OTHER_TITLE$;$ORDER$$FIRST_ADJ$er Herzogskrieg um $CLAIMANT$ÊÑÄ Anspruch auf $OTHER_TITLE$;;$ORDER$Guerra Ducal $FIRST_ADJ$ por la reclamaciÈèÆ de $CLAIMANT$ sobre $OTHER_TITLE$;;;;;;;x
;;;;;;;;;;;;x
##Vassal County##;;;;;;;;;;;;x
other_dejure_county_claim_desc;The ßY$TITLE$ß! is, de jure, a vassal of ßY$CLAIMANT$'sß!, which is cause enough for war.;Le ßY$TITLE$ß! est, de jure, un territoire vassal de ßY$CLAIMANT$ß!, ce qui est suffisant pour d√©clencher une guerre.;Der Titel ßY$TITLE$ß! ist De-jure ein Vasall von ßY$CLAIMANT$ß!. Dies ist Grund genug f√ºr einen Krieg.;;El ßY$TITLE$ß! es, de iure, un vasallo de ßY$CLAIMANT$ß!, lo que es motivo suficiente para una guerra.;;;;;;;x
;;;;;;;;;;;;x
##Vassal Barony##;;;;;;;;;;;;x
#WAR_NAME_OTHER_DEJUREBARONYCLAIM;$ORDER$$FIRST_ADJ$ County War for $CLAIMANT$'s claim on $OTHER_TITLE$;$ORDER$Guerre de revendication comtale de $CLAIMANT$ sur $OTHER_TITLE$;$ORDER$$FIRST_ADJ$er Grafschaftskrieg um $CLAIMANT$s Anspruch auf $OTHER_TITLE$;;$ORDER$Guerra Condal $FIRST_ADJ$ por la reclamaciÈèÆ de $CLAIMANT$ sobre $OTHER_TITLE$;;;;;;;x
other_dejure_barony_claim_desc;The ßY$TITLE$ß! is, de jure, a vassal of ßY$CLAIMANT$'sß!, which is cause enough for war.;ßY$TITLE$ß! est, de jure, un territoire vassal de ßY$CLAIMANT$ß!, ce qui est suffisant pour d√©clencher une guerre.;Der Titel ßY$TITLE$ß! ist De-jure ein Vasall von ßY$CLAIMANT$ß!. Dies ist Grund genug f√ºr einen Krieg.;;El ßY$TITLE$ß! es, de iure, un vasallo de ßY$CLAIMANT$ß!, lo que es motivo suficiente para una guerra.;;;;;;;x
;;;;;;;;;;;;x
##Liege##;;;;;;;;;;;;x
other_claim_on_liege_desc;This Casus Belli can be used by ßY$PRESSER$ß! to press ßY$CLAIMANT$'sß! claim on the ßY$TITLE$ß!;Ce casus belli peut √™tre utilis√© par ßY$PRESSER$ß! pour appuyer la revendication de ßY$CLAIMANT$ß! vis-√†-vis de ßY$TITLE$ß!;ßY$PRESSER$ß! kann diesen Kriegsgrund benutzen, um ßY$CLAIMANT$ß! Anspruch auf den Titel ßY$TITLE$ß! voranzutreiben;;Este Casus Belli puede ser usado por ßY$PRESSER$ß! para instar la reclamaci√≥n de ßY$CLAIMANT$ß! de ßY$TITLE$ß!;;;;;;;x
;;;;;;;;;;;;x
##Succession##;;;;;;;;;;;;x
#WAR_NAME_OTHER_SUCCESSION;$ORDER$$FIRST_ADJ$ War to install $CLAIMANT$ in $SECOND$;$ORDER$Guerre $FIRST_ADJ$ pour placer $CLAIMANT$ sur le trÁçºe de $SECOND$;$ORDER$$FIRST_ADJ$er Krieg zur Einsetzung von $CLAIMANT$ in $SECOND$;;$ORDER$Guerra $FIRST_ADJ$ para poner a $CLAIMANT$ en el trono de $SECOND$;;;;;;;x
;;;;;;;;;;;;x
###Succession law changes###;;;;;;;;;;;;x
;;;;;;;;;;;;x
##Seniority##;;;;;;;;;;;;x
CB_NAME_SENIORITY_SUCCESSION_LAW;Seniority Succession Law;Succession par anciennet√©;Senioratsprinzip Nachfolgegesetz;;Ley de sucesi√≥n por antig√ºedad;;;;;;;x
WAR_NAME_SENIORITY_SUCCESSION_LAW;$ORDER$$SECOND_ADJ$ Civil War for Seniority;$ORDER$Guerre civile $SECOND_ADJ$ pour instaurer la succession par ßYanciennet√©ß!;$ORDER$$SECOND_ADJ$e Rebellion zur Einf√ºhrung des Senioratsprinzips;;$ORDER$ Guerra Civil $SECOND_ADJ$ por la Ley de Primogenitura;;;;;;;x
change_seniority_succession_law_desc;ßY$CLAIMANT$ß! can declare war to change the succession law in the ßY$TITLE$ß! to seniority!;ßY$CLAIMANT$ß! peut d√©clarer la guerre pour imposer une loi de succession bas√©e sur l'anciennet√© en ßY$TITLE$ß!;ßY$CLAIMANT$ß! kann einen Krieg erkl√§ren, um das Nachfolgerecht f√ºr den Titel ßY$TITLE$ß! zu Senioratsprinzip zu √§ndern!;;°ßY$CLAIMANT$ß! puede declarar la guerra para basar la ley de sucesi√≥n del ßY$TITLE$ß! en la antig√ºedad!;;;;;;;x
;;;;;;;;;;;;x
##Primogeniture##;;;;;;;;;;;;x
CB_NAME_PRIMOGENITURE_SUCCESSION_LAW;Primogeniture Succession Law;Succession par primog√©niture ;Primogenitur Nachfolgegesetz;;Ley de sucesi√≥n por primogenitura;;;;;;;x
WAR_NAME_PRIOGENITURE_SUCCESSION_LAW;$ORDER$$SECOND_ADJ$ Civil War for Primogeniture;$ORDER$Guerre civile $SECOND_ADJ$ pour instaurer la succession par ßYprimog√©nitureß!;$ORDER$$SECOND_ADJ$er B√ºrgerkrieg um √Ñltestenrecht;;$ORDER$Guerra civil $SECOND_ADJ$ por primogenitura;;;;;;;x
change_primogeniture_succession_law_desc;ßY$CLAIMANT$ß! can declare war to change the succession law in the ßY$TITLE$ß! to primogeniture!;ßY$CLAIMANT$ß! peut d√©clarer la guerre pour imposer la loi de succession par primog√©niture en ßY$TITLE$ß!;ßY$CLAIMANT$ß! kann einen Krieg erkl√§ren, um das Nachfolgerecht f√ºr den Titel ßY$TITLE$ß! zu Primogenitur zu √§ndern!;;°ßY$CLAIMANT$ß! puede declarar la guerra para basar la ley de sucesi√≥n del ßY$TITLE$ß! en la primogenitura!;;;;;;;x
;;;;;;;;;;;;x
##Feudal Elective##;;;;;;;;;;;;x
CB_NAME_FEUDAL_ELECTIVE_SUCCESSION_LAW;Elective Monarchy Succession Law;Succession de monarchie √©lective;Wahlmonarchie Nachfolgegesetz;;Ley de sucesi√≥n por monarqu√≠a electiva;;;;;;;x
WAR_NAME_FEUDAL_ELECTIVE_SUCCESSION_LAW;$ORDER$$SECOND_ADJ$ Civil War for Elective Monarchy;$ORDER$Guerre civile $SECOND_ADJ$ pour instaurer la succession par ßYmonarchie √©lectiveß!;$ORDER$$SECOND_ADJ$e Rebellion f√ºr das Nachfolgegesetz "Wahlmonarchie";;$ORDER$ Guerra Civil $SECOND_ADJ$ por la Ley de Sucesi√≥n Electiva;;;;;;;x
