#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
DIPLOFLAVOR_FLATTERY_2;Peace be with you.;Que la paix soit avec vous ! ;Friede sei mit Euch!;;La paz sea contigo.;;;;;;;x
DIPLOFLAVOR_FLATTERY_3;May you live in harmony and contentment.;Puissiez-vous vivre dans l'harmonie et la satisfaction ! ;mögt Ihr in Harmonie und Zufriedenheit leben! ;;Que vivas en goce y armonía.;;;;;;;x
tuberculosis;Consumption;Consomption;Schwindsucht;;Consunción;;;;;;;x
TUBERCULOSIS_INFO;Consumption is an older name for the terrible scourge of Tuberculosis.;La consomption est l'ancien nom de ce terrible fléau qu'est la tuberculose.;Schwindsucht ist ein älterer Ausdruck für die schreckliche Geißel Tuberkulose.;;Consunción es un antiguo nombre del terrible azote de la tuberculosis.;;;;;;;x
TYPHOID_FEVER_INFO;Typhoid Fever, or Slow Fever, is loose in this county.;La fièvre lente (ou fièvre typhoïde) sévit dans ce comté.;In diesem Land ist Typhus bzw. schleichendes Fieber ausgebrochen.;;La fiebre tifoidea o fiebre lenta recorre este país.;;;;;;;x
TYPHUS_INFO;Epidemic Typhus or Sallar, is rampant.;La Sallar (ou typhus épidémique) sévit.;Eine Typhusepidemie, auch Sallar genannt, breitet sich ungebremst aus.;;El tifus o Sallar se extiende desenfrenadamente.;;;;;;;x
BUBONIC_PLAGUE_INFO;The Pale Rider has brought the Black Death to this county.;La Faucheuse a introduit la peste noire dans ce comté.;Der Schwarze Tod hat dieses Land heimgesucht.;;El Jinete Pálido ha traído la Muerte Negra a este país.;;;;;;;x
measles;Measles;Rougeole;Masern;;Sarampión;;;;;;;x
MEASLES_INFO;There is an epidemic of Measles in this county.;Ce comté connaît une épidémie de rougeole.;In diesem Land gibt es eine Masernepidemie.;;Hay una epidemia de sarampión en este país.;;;;;;;x
small_pox;Smallpox;Variole;Blattern;;Viruela;;;;;;;x
SMALL_POX_INFO;Smallpox has struck this county, killing almost half of those infected.;La variole a frappé ce comté, tuant près de la moitié des personnes infectées.;Dieses Land wurde von einer Blatternepidemie getroffen. Fast die Hälfte der Infizierten sind gestorben.;;La viruela ha golpeado este país matando a casi la mitad de los infectados.;;;;;;;x
CK2DLC001;Dynasty Coat of Arms Pack 1;Pack d'armoiries 1;Dynasty Coat of Arms Pack 1;;Caja 1 del Escudo heráldico de la dinastía;;;;;;;x
CK2DLC001_DESC;Description for Dynasty Coat of Arms Pack 1;Description du Pack d'armoiries 1;Description for Dynasty Coat of Arms Pack 1;;Descripción de la caja 1 del Escudo heráldico de la dinastía;;;;;;;x
CK2DLC002;Mongol Face Pack;Pack de portraits mongols;Mongol Face Pack;;Caja de máscara mongol;;;;;;;x
CK2DLC002_DESC;Description for Mongol Face Pack;Description du Pack de portraits mongols;Description for Mongol Face Pack;;Descripción de caja de máscara mongol;;;;;;;x
ADD_SUB_UNIT_EFFECT;Get $UNIT$ in $WHERE$.;Envoyer $UNIT$ à $WHERE$.;Erhaltet $UNIT$ in $WHERE$.;Get $UNIT$ in $WHERE$.;Obtener una unidad de $UNIT$ en $WHERE$.;;;;;;;x
WAR_EFFECT;Declare War on $WHO$;Déclarer la guerre à $WHO$;Erklärt $WHO$ den Krieg;Wypowiedz wojnê $WHO$;Declararle la guerra a $WHO$;;;;;;;x
SPAWN_EVENT;The event '$WHICH$' happens.\n;L'événement '$WHICH$' se produit.\n;Das Ereignis "$WHICH$" passiert.\n;;El evento '$WHICH$' sucede.\n;;;;;;;x
WAREXHAUSTION_EFFECT;$DIRECTION$ $VALUE$ war exhaustion.\n;$DIRECTION$ $VALUE$ en lassitude de guerre.\n;$DIRECTION$ $VALUE$ Kriegsmüdigkeit.\n;$DIRECTION$ $VALUE$ wyczerpania wojn¹.\n;Una $DIRECTION$ de $VALUE$ en hastío bélico.\n;;;;;;;x
ARMYTRADITION_EFFECT;$DIRECTION$ $VALUE$ army tradition.\n;$DIRECTION$ $VALUE$ en tradition militaire.\n;$DIRECTION$ $VALUE$ Armeetradition.\n;$DIRECTION$ $VALUE$ tradycji wojskowej.\n;Una $DIRECTION$ de $VALUE$ en tradición del ejército.\n;;;;;;;x
NAVYTRADITION_EFFECT;$DIRECTION$ $VALUE$ navy tradition.\n;$DIRECTION$ $VALUE$ en tradition navale.\n;$DIRECTION$ $VALUE$ Flottentradition.\n;$DIRECTION$ $VALUE$ tradycji morskiej.\n;Una $DIRECTION$ de $VALUE$ en tradición de la armada.\n;;;;;;;x
POLICY_CHANGE;$SLIDER$ $DIRECTION$ $VALUE$.\n;$SLIDER$ $DIRECTION$ $VALUE$.\n;$SLIDER$ $DIRECTION$ $VALUE$.\n;$SLIDER$ $DIRECTION$ $VALUE$.\n;Una $DIRECTION$ de $VALUE$ en $SLIDER$.\n;;;;;;;x
NEW_CORE_EFFECT;Gain core on $NEW$.\n;Obtention d'une province légitime : $NEW$\n;Neue Kernprovinz in $NEW$.\n;Zyskujesz prowincjê narodow¹: $NEW$.\n;Ganancia de un núcleo en $NEW$.\n;;;;;;;x
LOSE_CORE_EFFECT;Lose core on $LOSE$.\n;Perte d'une province légitime : $NEW$\n;Kernprovinz in $LOSE$ verloren.\n;Tracisz prowincjê narodow¹: $LOSE$.\n;Pérdida de un núcleo en $LOSE$.\n;;;;;;;x
GAIN_CB;Gain casus-belli on $WHO$.\n;Obtention d'un casus belli sur $WHO$\n;Kriegsgrund gegen $WHO$ erhalten.\n;Zyskuje casus belli wzglêdem: $WHO$.\n;Obtención de un 'casus belli' contra $WHO$.\n;;;;;;;x
REV_GAIN_CB;$ACTIVE$ gains a casus-belli on $PASSIVE$.\n;$ACTIVE$ obtient un casus belli sur $PASSIVE$.\n;$ACTIVE$ erhält einen Kriegsgrund gegen $PASSIVE$.\n;$ACTIVE$ zyskuje casus belli wobec: $PASSIVE$.\n;$ACTIVE$ obtiene un 'casus belli' contra $PASSIVE$.\n;;;;;;;x
ADVISOR_DEAD;The $TYPE$ $WHO$ dies.\n;Décès du : $TYPE$ $WHO$.\n;Der $TYPE$ $WHO$ stirbt.\n;$TYPE$ $WHO$ umiera.\n;Muere el $TYPE$ $WHO$.\n;;;;;;;x
CULTURE_CHANGE;$NEW$ becomes the new primary culture.\n;$NEW$ devient la culture principale.\n;$NEW$ wird zur neuen Leitkultur.\n;$NEW$ bêdzie odt¹d nasz¹ now¹ podstawow¹ kultur¹.\n;La cultura $NEW$ se convierte en la nueva cultura principal.\n;;;;;;;x
BECOME_EMPEROR;You have become Emperor.\n;Vous êtes devenu Empereur.\n;Ihr seid nun Kaiser.\n;Zosta³eœ cesarzem.\n;Os habéis convertido en emperador.\n;;;;;;;x
LOSE_EMPEROR;Abdicate as Emperor.\n;Abdiquez de votre trône impérial.\n;Als Kaiser abdanken.\n;Rezygnujesz z korony cesarskiej.\n;Abdicar como emperador.\n;;;;;;;x
BECOME_ELECTOR;Become Elector.\n;Devenir électeur.\n;Kurfürst werden.\n;Zostajesz elektorem.\n;Convertirse en elector.\n;;;;;;;x
LOSE_ELECTOR;Will no longer be an Elector.\n;Ne sera plus un électeur.\n;Wird nicht länger Kurfürst sein.\n;Nie bêdzie ju¿ d³u¿ej elektorem.;Ya no será elector.\n;;;;;;;x
ADD_IDEA;Gain a $NEW$ idea.\n;Obtention d'une idée : $NEW$.\n;$NEW$ Idee.\n;$NEW$ - zyskana doktryna.\n;Ganancia de una idea en '$NEW$'.\n;;;;;;;x
REM_IDEA;Lose a $LOSE$ idea.\n;Perte d'une idée : $LOSE$.\n;$LOSE$ Idee verlieren.\n;$LOSE$ - stracona doktryna.\n;Pérdida de una idea en '$LOSE$'.\n;;;;;;;x
GOV_CHANGE;The type of government changes to $GOV$;Changement de type de gouvernement : $GOV$;Die Regierungsform wurde zu $GOV$ geändert;Forma rz¹dów zmieni³a siê na: $GOV$.\n;Se ha cambiado la forma de gobierno a $GOV$.\n;;;;;;;x
GROUP_CHANGE;Technology group changed to $GROUP$.\n;Changement de groupe technologique : $GROUP$\n;Technologiegruppe zu $GROUP$ geändert.\n;Grupa technologiczna zmieni³a siê na: $GROUP$.\n;Se ha cambiado el grupo de tecnología a $GROUP$.\n;;;;;;;x
CHANGE_TAG;Become $NEW$.\n;Devenez $NEW$.\n;$NEW$ werden.\n;Nowy status: $NEW$.\n;Pasar a formar parte de $NEW$.\n;;;;;;;x
CREATE_REVOLT;$SIZE$ regiment(s) rises up in revolt in $WHERE$.\n;$SIZE$ régiment(s) en révolte à $WHERE$\n;$SIZE$ Regimenter revoltieren in $WHERE$.\n;$SIZE$ pu³k(-ów) wznieca bunt w: $WHERE$.\n;$SIZE$ regimiento(s) se rebela(n) en $WHERE$\n;;;;;;;x
CREATE_PIRATE;$SIZE$ ship(s) with pirates will appear in $WHERE$.\n;Apparition de $SIZE$ vaisseaux pirates à $WHERE$\n;$SIZE$ Schiffe mit Piraten erscheinen in $WHERE$.\n;$SIZE$ okrêt(-ów) pirackich pojawia siê w $WHERE$.\n;$SIZE$ barco(s) pirata(s) aparecerá(n) en $WHERE$.\n;;;;;;;x
NATIVE_FEROCITY;Natives in $WHERE$ $DIRECTION$ $VALUE$ ferocity.;Indigènes de $WHERE$ $DIRECTION$ $VALUE$ en férocité.;Eingeborene in $WHERE$ $DIRECTION$ $VALUE$ Wildheit.;Tubylcy w $WHERE$ Zaciek³oœæ: $DIRECTION$ $VALUE$.;Los indígenas de $WHERE$ tienen una $DIRECTION$ de $VALUE$ en ferocidad.;;;;;;;x
NATIVE_HOSTILENESS;Natives in $WHERE$ $DIRECTION$ $VALUE$ hostility.;Indigènes de $WHERE$ $DIRECTION$ $VALUE$ en hostilité.;Eingeborene in $WHERE$ $DIRECTION$ $VALUE$ Feindseligkeit.;Tubylcy w $WHERE$ Wrogoœæ: $DIRECTION$ $VALUE$.;Los indígenas de $WHERE$ tienen una $DIRECTION$ de $VALUE$ en hostilidad.;;;;;;;x
NATIVE_SIZE;Natives in $WHERE$ $DIRECTION$ $VALUE$ size.;Indigènes de $WHERE$ $DIRECTION$ $VALUE$ en taille.;Eingeborene in $WHERE$ $DIRECTION$ $VALUE$ Größe;Tubylcy w $WHERE$ Wielkoœæ: $DIRECTION$ $VALUE$.;Los indígenas de $WHERE$ tienen una $DIRECTION$ de $VALUE$ en tamaño.;;;;;;;x
