#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
chauntean_faith_DESC;This character follows the radical arm of the Church of Chauntea, which believes that as Chauntea personifies the whole earth, so her worship must be spread to all the ends of the world.;;;;;;;;;;;;;x
GOD_CHAUNTEA;Chauntea;;;;;;;;;;;;;x
ubtao_worship;Ubtaoan;;;;;;;;;;;;;x
ubtao_worship_DESC;This character worships Ubtao, the Creator of Chult. Ubtao is said to be the creator of the land of Chult, founder of the city of Mezro, and father of the land's dinosaurs.;;;;;;;;;;;;;x
ubtao_reformed;Reformed Ubtaoan;;;;;;;;;;;;;x
ubtao_reformed_DESC;This character worships Ubtao, the Creator of Chult. Ubtao is said to be the creator of the land of Chult, founder of the city of Mezro, and father of the land's dinosaurs.;;;;;;;;;;;;;x
UBTAO;Ubtao;;;;;;;;;;;;;x
THARD_HARR;Thard Harr;;;;;;;;;;;;;x
ESHOWDOW;Eshowdow;;;;;;;;;;;;;x
religion_feature_ubtao;Wisdom of the Barae;;;;;;;;;;;;;x
religion_feature_ubtao_desc;For centuries the Barae have interpreted Ubtao's will and led our people. Their wisdom and experience will guide our people and strengthen our faith in an age of upheaval.;;;;;;;;;;;;;x
CRUSADE;Crusade;;;;;;;;;;;;;x
GREAT_HOLY_WAR;Great Holy War;;;;;;;;;;;;;x
sacred_teachings;the holy teachings;;;;;;;;;;;;;x
sacred_texts;the holy books;;;;;;;;;;;;;x
cyrinishad;the Cyrinishad;;;;;;;;;;;;;x
mulhorandi_faith;Mulhorandi;;;;;;;;;;;;;x
mulhorandi_faith_DESC;This character worships the ancient alien gods brought to Toril by Ptah long ago.;;;;;;;;;;;;;x
BOOK_OF_THE_DEAD;Book of the Dead;Book of the Dead;Book of the Dead;;Book of the Dead;;;;;;;;;x
GOD_AMAUNET;Amaunet;Amaunet;Amaunet;;Amaunet;;;;;;;;;x
GOD_AMON;Amon;Amon;Amon;;Amon;;;;;;;;;x
GOD_KAUKET;Kauket;Kauket;Kauket;;Kauket;;;;;;;;;x
GOD_KEK;Kek;Kek;Kek;;Kek;;;;;;;;;x
GOD_HAUHET;Hauhet;Hauhet;Hauhet;;Hauhet;;;;;;;;;x
GOD_HEH;Heh;Heh;Heh;;Heh;;;;;;;;;x
GOD_NAUNET;Naunet;Naunet;Naunet;;Naunet;;;;;;;;;x
GOD_NUN;Nun;Nun;Nun;;Nun;;;;;;;;;x
GOD_SET;Set;Set;Set;;Set;;;;;;;;;x
GOD_ATEN;Aten;Aton;Aten;;Aten;;;;;;;;;x
GOD_PTAH;Ptah;;;;;;;;;x
GOD_RE;Horus-Re;Horus-Re;Horus-Re;;Horus-Re;;;;;;;;;x
GOD_ISIS;Isis;Isis;Isis;;Isis;;;;;;;;;x
GOD_OSIRIS;Osiris;Osiris;Osiris;;Osiris;;;;;;;;;x
GOD_ANUBIS;Anubis;Anubis;Anubis;;Anubis;;;;;;;;;x
GOD_APEP;Apep;Apep;Apep;;Apep;;;;;;;;;x
untheric_faith;Untheric;;;;;;;;;;;;;x
untheric_faith_DESC;This character worships the exiled demigods led by the divine hero Gilgeam, former god-king of Unther.;;;;;;;;;;;;;x
muhjari;Muhjari;;;;;;;;;;;;;x
GOD_GILGEAM;Gilgeam;;;;;;;;;;;;;x
GOD_TIAMAT;Tiamat;;;;;;;;;;;;;x
GOD_BAHAMUT;;;;;;;;;;;;;x
muhjari_DESC;This character follows the ancient Muhjari faith, which was brought to Semphar from Zakhara not long after the time of the Loregiver. The Muhjari faith emphasies right action according to a practical moral code.;;;;;;;;;;;;;x
GOD_PROVIDENCE;the Divine Providence;;;;;;;;;;;;;x
SACRED_LORE;the teachings of the Loregiver;;;;;;;;;;;;;x
GOD_AO;Ao the Overgod;;;;;;;;;;;;;x
GOD_ASMODEUS;Asmodeus;;;;;;;;;;;;;x
the_path;Enlightened;;;;;;;;;;;;;x
the_path_DESC;This character follows the Path of Enlightenment, a Shou philosophy which emphasises submission to the wisdom of Heaven, as manifested both in the natural order and the Mandate of Heaven upon the Shou emperor.;;;;;;;;;;;;;x
GOD_TIAN;Heaven itself;;;;;;;;;;;;;x
PATH_OF_HEAVEN;the Path of Heaven;;;;;;;;;;;;;x
SHOULING;Shou-Ling;;;;;;;;;;;;;x
GODS_ANCESTORS;the revered Ancestors;;;;;;;;;;;;;x
GODS_IMMORTALS;the sacred Immortals;;;;;;;;;;;;;x
IGNORANCE;the spirit of Ignorance;;;;;;;;;;;;;x
CHAOS;Chaos;;;;;;;;;;;;;x
YANITSAVA;the Yanitsava;;;;;;;;;;;;;x
lama;lama;;;;;;;;;;;;;x
SAGES;the revered Sages;;;;;;;;;;;;;x
PADHRA;the Padhra;;;;;;;;;;;;;x
MARA;Mara;;;;;;;;;;;;;x
adama;Adama;;;;;;;;;;;;;x
adama_DESC;This character follows the path of Adama, a faith from Var the Golden, which teaches that all beings partake of a single oversoul, itself called the Adama.;;;;;;;;;;;;;x
the_adama;the Adama;;;;;;;;;;;;;x
revelation_of_satama;the Revelation of Satama;;;;;;;;;;;;;x
Satama;Satama;;;;;;;;;;;;;x
padhran;Padhran;;;;;;;;;;;;;x
padhran_DESC;This character follows the Padhran faith, which teaches detachment from earthly concerns. It was founded millennia ago by a prince who became known as the Padhra, and is now taught by lamas from the remote land of Ra-Khati.;;;;;;;;;;;;;x
ENLIGHTENED_ONE;the Enlightened One;;;;;;;;;;;;;x
ten_thousand_gods;Myriadic;;;;;;;;;;;;;x
ten_thousand_gods_DESC;This character follows the Temple of Ten Thousand Gods, an enlightened faith from Zakhara which honours many gods from all lands. Northerners sometimes call this faith the Myriadic Temple.;;;;;;;;;;;;;x
qisma;Qisma'ite;;;;;;;;;;;;;x
qisma_DESC;Throughout the lands of Zakhara and beyond, people of all species hold to the faith of the Loregiver, the ancient seeress whose words of wisdom have guided generations of Grand Caliphs. There are many variations on her teachings, but at the centre of all of them is the concept of Qisma: Fate. Fate is not a deity, but an ineffable force of destiny guiding the hearts and lives of the people.;;;;;;;;;;;;;x
enlightened_law;the Enlightened Law of the Loregiver;;;;;;;;;;;;;x
Kahin;Kahin;;;;;;;;;;;;;x
Hajama;Hajama the Courageous;;;;;;;;;;;;;x
Hakiyah;Hakiyah the Honest;;;;;;;;;;;;;x
Haku;Free Haku;;;;;;;;;;;;;x
Jisan;Jisan the Bountiful;;;;;;;;;;;;;x
Kor;Kor the Venerable;;;;;;;;;;;;;x
Najm;Najm the Adventurous;;;;;;;;;;;;;x
Selan;Selan the Beautiful Moon;;;;;;;;;;;;;x
Zann;Zann the Marvellous;;;;;;;;;;;;;x
cold_gods;the cold gods of the elements;;;;;;;;;;;;;x
zakharan_group;Zakharan;;;;;;;;;;;;;x
karaturan_group;Kara-Turan;;;;;;;;;;;;;x
loviatar;Loviatan;;;;;;;;;;;;;x
god_loviatar;Loviatar;;;;;;;;;;;;;x
loviatar_DESC;This character worships Loviatar, the Maiden of Pain. She is dedicated to causing suffering, and to those who have not felt the touch of her whip, her faith is often a mystery.;;;;;;;;;;;;;x
abyssal_cult;Abyss Cultist;;;;;;;;;;;;;x
abyssal_cult_DESC;This character worships a powerful demon of the Abyss, perhaps even a Demon Prince.;;;;;;;;;;;;;x
grazzt;Graz'zt;;;;;;;;;;;;;x
elven_pantheon_group;Elven Gods;;;;;;;;;;;;;x
elven_pantheon;Seldarine;;;;;;;;;;;;;x
elven_pantheon_DESC;The Seldarine (Elvish for "fellowship of brothers and sisters of the wood") are the elven pantheon of gods that resided on the astral dominion of Arvandor under the leadership of Corellon Larethian.;;;;;;;;;;;;;x
elven_gods;the Seldarine;;;;;;;;;;;;;x
corellon;Corellon Larethian;;;;;;;;;;;;;x
dwarven_pantheon_group;Dwarven Gods;;;;;;;;;;;;;x
dwarven_pantheon;Morndinsamman;;;;;;;;;;;;;x
dwarven_pantheon_DESC;Morndinsamman (dwarven: "shield brothers on high" or "high dwarves") is the collective name of the fourteen deities that form the dwarven pantheon.;;;;;;;;;;;;;x
dwarven_gods;the Morndinsamman;;;;;;;;;;;;;x
moradin_teaching;Moradin's Teaching;;;;;;;;;;;;;x
MORADIN;Moradin;;;;;;;;;;;;;x
SOULFORGER;the Soul-Forger;;;;;;;;;;;;;x
DWARFFATHER;the Dwarf-Father;;;;;;;;;;;;;x
uthgardt_faith;Uthgardt;;;;;;;;;;;;;x
uthgar;Uthgar;;;;;;;;;;;;;x
tuigan_shamanism;Taanic;;;;;;;;;;;;;x
tuigan_shamanism_DESC;This character follows the shamanistic faith of Taan, the Plain of Horses. The nomadic tribespeople worship elemental gods and spirits, and have little time for the deities of settled folk.;;;;;;;;;;;;;x
Etugen;Etugen;;;;;;;;;;;;;x
Malar;Malar;;;;;;;;;;;;;x
Eldath;Eldath;;;;;;;;;;;;;x
Teylas;Teylas;;;;;;;;;;;;;x
Grumbar;Grumbar;;;;;;;;;;;;;x
angry_gods;the angry gods of other nations;;;;;;;;;;;;;x
lolth_cult;Lolthite;;;;;;;;;;;;;x
lolth_cult_DESC;The Church of Lolth is solely dedicated to the worship of Lolth, the fearsome spider-demon goddess of the dark elves, or drow.;;;;;;;;;;;;;x
lolth;Lolth;;;;;;;;;;;;;x
drow_polytheism;Dark Seldarine;;;;;;;;;;;;;x
drow_polytheism_DESC;Drow polytheism is a disorganised faith which honours the sundry gods of the dark elves, while the relations between the various gods, and their associated personal cults, remains in turmoil.;;;;;;;;;;;;;x
dark_seldarine;the Dark Seldarine;;;;;;;;;;;;;x
abbathor;Abbathor;;;;;;;;;;;;;x
giant_pantheon_group;Giant Gods;;;;;;;;;;;;;x
giant_pantheon;Giantish;;;;;;;;;;;;;x
giant_pantheon_DESC;The Giant Pantheon is worshipped by all kinds of giants across Faerûn. It is headed by Annam, the lofty and unapproachable chief of the giant deities.;;;;;;;;;;;;;x
annam;Annam;;;;;;;;;;;;;x
giants_gods;all the gods of the Giants;;;;;;;;;;;;;x
midget_gods;the small gods of the small peoples;;;;;;;;;;;;;x
faceless_god;Faceless;;;;;;;;;;;;;x
faceless_god_DESC;The Faceless God is the pitiless deity of the yaklike Yikarians. Said to resemble an immense Yikarian with a totally blank face, the Faceless One demands continual devotion and sacrifice, both of Yikarians and lesser species.;;;;;;;;;;;;;x
god_faceless_god;the Faceless God;;;;;;;;;;;;;x
drow_pantheon;Drow Pantheon;;;;;;;;;;;;;x
drow_pantheon_DESC;The Drow Pantheon, sometimes called the Dark Seladarine, is a fractious family of gods worshipped by the dark elves, or drow. Their self-appointed chief is their mother, Lolth, but not all of her children respect her iron rule.;;;;;;;;;;;;;x
vhaeraun;Vhaerauni;;;;;;;;;;;;;x
vhaeraun_DESC;Vhaeraun is the drow god of thievery, territory, and shadow magic. He is the second most frequently worshipped drow god after his mother and enemy Lolth, and the most frequently worshipped drow god on the surface. Among the drow pantheon, he held the unique view that males and females were equally valuable.;;;;;;;;;;;;;x
draconic_group;Draconic Gods;;;;;;;;;;;;;x
draconic_pantheon;Draconic;;;;;;;;;;;;;x
draconic_pantheon_DESC;The gods of the dragons are often referred to as the children of Io, the unthinkably ancient Ninefold Dragon who is said to be the god and parent of all dragonkind, good and evil alike.;;;;;;;;;;;;;x
god_io;Io the Ninefold Dragon;;;;;;;;;;;;;x
dragon_gods;all the children of Io;;;;;;;;;;;;;x
non_dragon_gods;the gods of all lesser species;;;;;;;;;;;;;x
orc_pantheon_group;Orc Pantheon Group;;;;;;;;;;;;;x
orc_pantheon;Orcish;;;;;;;;;;;;;x
orc_pantheon_DESC;The orc pantheon consists of the various gods of the orcs, led by Gruumsh One-Eye. They reside on the plane of Nishrek and are led by Gruumsh One-eye.;;;;;;;;;;;;;x
orc_gods;the Orcish gods;;;;;;;;;;;;;x
non_orc_gods;the gods of the non-Orcish peoples;;;;;;;;;;;;;x
goblin_pantheon_group;Goblin Gods;;;;;;;;;;;;;x
goblin_pantheon;Goblinish;;;;;;;;;;;;;x
goblin_pantheon_DESC;The goblin pantheon consists of the various gods of the goblins.;;;;;;;;;;;;;x
kartathok_teaching;Kartathok's Teaching;;;;;;;;;;;;;x
Kartathok;Kartathok;;;;;;;;;;;;;x
monster_pantheon;Monstrous;;;;;;;;;;;;;x
monster_pantheon_DESC;The Monster Pantheon is a generic grouping of deities who, although generally not worshipped together, share some common similarities. These deities are usually the sole being worshipped by a race of monsters and are often their creator too.;;;;;;;;;;;;;x
monster_gods;the multifarious divinities of the monsters of Faerûn;;;;;;;;;;;;;x
non_monster_gods;the gods of the civilised species;;;;;;;;;;;;;x
uthgardt_faith_DESC;Uthgar, the Battle Father is the patron demigod of the Uthgardt as well as physical strength. As a mortal, Uthgar was a great barbarian thane who famously slew and was slain by Gurt, the Lord of the Pale Giants. In recognition of his prowess, Tempus, Lord of Battles elevated Uthgar to demigodhood and his followers became his first worshippers, calling themselves the Uthgardt after him. It is said that Uthgar had tamed many animal spirits, after which the modern Uthgardt named their tribes.;;;;;;;;;;;;;x
Uthgar;Uthgar;;;;;;;;;;;;;x
Shaman;shaman;;;;;;;;;;;;;x
Thunderbeast;the Thunderbeast;;;;;;;;;;;;;x
Sky_Pony;the Sky Pony;;;;;;;;;;;;;x
STAT_PIETY_PIETY;Piety;;;;;;;;;;;;;x
STAT_PIETY_KARMA;Karma;;;;;;;;;;;;;x
STAT_PIETY_HONOR;Honor;;;;;;;;;;;;;x
STAT_PIETY_MAAT;Ma'at;;;;;;;;;;;;;x
STAT_PIETY_KETTU;Kettu;;;;;;;;;;;;;x
STAT_PIETY_STAMINA;Stamina;;;;;;;;;;;;;x
ulutiuan;Ulutiuan;;;;;;;;;;;;;x
ulutiuan_DESC;The people of Faerûn's far north often worship Ulutiu, the Sleeper in the Ice, and honour the animal spirits who they believe provide guidance and wisdom.;;;;;;;;;;;;;x
ulutiuan_reformed;Reformed Ulutiuan;;;;;;;;;;;;;x
ulutiuan_reformed_DESC;The people of Faerûn's far north often worship Ulutiu, the Sleeper in the Ice, and honour the animal spirits who they believe provide guidance and wisdom.;;;;;;;;;;;;;x
ULUTIU;Ulutiu;;;;;;;;;;;;;x
GRANDFATHER_WALRUS;Grandfather Walrus;;;;;;;;;;;;;x
WHITE_BEAR;Great White Bear;;;;;;;;;;;;;x
CLEVER_OOMIO;Clever Oomio the Gray Seal;;;;;;;;;;;;;x
PINDALPAUPAU;Pindilpau-Pau the Reindeer Mother;;;;;;;;;;;;;x
religion_feature_ulutiuan;Higher Kaiurit;;;;;;;;;;;;;x
religion_feature_ulutiuan_desc;The dreams of our religious leaders, and the edicts, the kaiurit, which they inspire, are sacred and inviolable. They will keep us strong if we obey.;;;;;;;;;;;;;x
Iceguardian;Iceguardian;;;;;;;;;;;;;x
earthmother;Waelan;;;;;;;;;;;;;x
earthmother_DESC;The Waelan-speaking Ffolk of Moonshae historically worshipped the Earthmother. Many now believe her to have been another form of Chauntea, but there are those who still hold true to the Earthmother as a goddess in her own right.;;;;;;;;;;;;;x
earthmother_reformed;Reformed Waelan;;;;;;;;;;;;;x
earthmother_reformed_DESC;The people of Moonshae historically worshipped the Earthmother. Many now believe her to have been another form of Chauntea, but there are those who still hold true to the Earthmother as a goddess in her own right.;;;;;;;;;;;;;x
GOD_EARTHMOTHER;Earthmother;;;;;;;;;;;;;x
GOD_LEVIATHAN;The Leviathan;;;;;;;;;;;;;x
GOD_UNICORN;The Unicorn;;;;;;;;;;;;;x
GOD_PACK;The Pack;;;;;;;;;;;;;x
religion_feature_earthmother;An Eternal Mother;;;;;;;;;;;;;x
religion_feature_earthmother_desc;Motherhood is at the heart of our faith, and our society should embody our respect for mothers.;;;;;;;;;;;;;x
Hierophant;Hierophant;;;;;;;;;;;;;x
nogari;Nogari;;;;;;;;;;;;;x
nogari_DESC;The ancient gods of Nog and Kadar were once the patrons of a flourishing civilisation. With its collapse and the rise of the Loregiver's teachings, they are now the preserve of a few small groups of worshippers, at the margins of Zakhara.;;;;;;;;;;;;;x
nogari_reformed;Reformed Nogari;;;;;;;;;;;;;x
nogari_reformed_DESC;The ancient gods of Nog and Kadar were once the patrons of a flourishing civilisation. With its collapse and the rise of the Loregiver's teachings, they are now the preserve of a few small groups of worshippers, at the margins of Zakhara.;;;;;;;;;;;;;x
GOD_SHAJAR;Shajar the Hippopotamus;;;;;;;;;;;;;x
GOD_RAGARRA;Ragarra;;;;;;;;;;;;;x
GOD_KIGA;Kiga the Huntress;;;;;;;;;;;;;x
GOD_LOST_ONE;the Lost One of Afyal;;;;;;;;;;;;;x
GOD_EADRO;Eadro of the Depths;;;;;;;;;;;;;x
religion_feature_nogari;Blood of the Nogaro;;;;;;;;;;;;;x
religion_feature_nogari_desc;Our people's blood must be renewed and purified, as Shajar renews the great river Nogaro.;;;;;;;;;;;;;x
chung_tao;Chung Tao;;;;;;;;;;;;;x
chung_tao_DESC;This character follows Chung Tao, the Loyal Way, one of the great philosophical religions of Kara-Tur. Believing in the interconnected forces of Yin and Yang, they see life as a loom in which a superior or enlightened being may effect great change with a pull upon a thread.;;;;;;;;;;;;;x
THREAD;the Thread of Fargh Choi;;;;;;;;;;;;;x
HSIANGTAO;Hsiang Tao;;;;;;;;;;;;;x
GOD_MONKEY;Monkey;;;;;;;;;;;;;x
pantheist_league;Pantheist;;;;;;;;;;;;;x
pantheist_league_DESC;This character worships the five Englightened gods of the South, and follows the strict teachings of the League Conclave.;;;;;;;;;;;;;x
GOD_FATE;Fate;;;;;;;;;;;;;x
Jauhar;Gemmed Jauhar;;;;;;;;;;;;;x
toteteohuan;Toteteohuan;;;;;;;;;;;;;x
toteteohuan_DESC;This character worships the traditional gods of the far western continent of Maztica. This faith is known as Toteteohuan, which means 'our gods and mysteries'.;;;;;;;;;;;;;x
toteteohuan_reformed;Reformed Toteteohuan;;;;;;;;;;;;;x
toteteohuan_reformed_DESC;This character worships the traditional gods of the far western continent of Maztica. This faith is known as Toteteohuan, which means 'our gods and mysteries'.;;;;;;;;;;;;;x
GOD_ZALTEC;Zaltec;;;;;;;;;;;;;x
GOD_QOTAL;Qotal;;;;;;;;;;;;;x
GOD_MAZTICA;the goddess Maztica;;;;;;;;;;;;;x
GOD_TEZCA;Tezca;;;;;;;;;;;;;x
GOD_KUKUL;Kukul;;;;;;;;;;;;;x
GOD_AZUL;Azul;;;;;;;;;;;;;x
GOD_PLUTOQ;Plutoq;;;;;;;;;;;;;x
GOD_KILTZI;Kiltzi;;;;;;;;;;;;;x
GOD_WATIL;Watil;;;;;;;;;;;;;x
GOD_NULA;Nula;;;;;;;;;;;;;x
GOD_EHA;Eha;;;;;;;;;;;;;x
religion_feature_toteteohuan;Seas of Blood;;;;;;;;;;;;;x
religion_feature_toteteohuan_desc;The time has come to take the fight to the Faerûnian invaders. Zaltec will consume their hearts!;;;;;;;;;;;;;x
tlamacazqui;tlamacazqui;;;;;;;;;;;;;x
asathalfinare;Asathalfinare;;;;;;;;;;;;;x
asathalfinare_DESC;This character follows the faith of the Asathalfinare, the benign gods of the seas led by Deep Sashelas.;;;;;;;;;;;;;x
GOD_SASHELAS;Deep Sashelas;;;;;;;;;;;;;x
GOD_PERSANA;Persana;;;;;;;;;;;;;x
GOD_TRISHINA;Trishina;;;;;;;;;;;;;x
GOD_SEKOLAH;Sekolah;;;;;;;;;;;;;x
yuir;Yuir;;;;;;;;;;;;;x
yuir_DESC;This character worships the ancient, half-forgotten gods of the Yuirwood.;;;;;;;;;;;;;x
yuir_reformed;Reformed Yuir;;;;;;;;;;;;;x
yuir_reformed_DESC;This character worships the ancient, half-forgotten gods of the Yuirwood.;;;;;;;;;;;;;x
GOD_SIMBUL;Simbul;;;;;;;;;;;;;x
GOD_ELIKARASHAE;Elikarashae;;;;;;;;;;;;;x
GOD_MAGNAR;Magnar the Bear;;;;;;;;;;;;;x
GOD_RELKATH;Relkath of the Infinite Branches;;;;;;;;;;;;;x
GOD_ZANDILAR;Zandilar the Dancer;;;;;;;;;;;;;x
GOD_DARKNESS;the Spirit of Darkness;;;;;;;;;;;;;x
religion_feature_yuir;Blended Heritage;;;;;;;;;;;;;x
religion_feature_yuir_desc;Our people are of two races, human and elven, and two worlds, Faerûn and Sildëyuir. We should draw on all their combined knowledge and understanding to revive the faith.;;;;;;;;;;;;;x
netherese_pantheon;Netherese;;;;;;;;;;;;;x
netherese_pantheon_DESC;This character worships the gods of Toril, the Estelar, by the names and rites which they used in the time of the ancient empire of Netheril.;;;;;;;;;;;;;x
jergal;Jergal;;;;;;;;;;;;;x
moander;Moander;;;;;;;;;;;;;x
HEAD_MAZEWALKER;Great Mazewalker;;;;;;;;;;;;;x
HEAD_HIGH_URIT;High Urit;;;;;;;;;;;;;x
HEAD_VERGOBRET;Vergobret;;;;;;;;;;;;;x
HEAD_SUPREME_MYSTIC;Supreme Mystic;;;;;;;;;;;;;x
HEAD_HIGH_PRIEST;High Priest;;;;;;;;;;;;;x
