EVTDESC_TOG_801;[From.GetTitledFirstName], your liege, has invited you to join [From.GetHerHim] in celebration of Ulutiu. There will be a great Icemeet to herald in the coming of spring.;[From.Get_Le_TitledFirstName], votre [Root.GetLordLady] lige, vous a envoyé une invitation à venir vous joindre à [From.GetLuiElle] pour célébrer le dieu de la fertilité, Yarilo. Ce sera une grande fête pour marquer l'arrivée du printemps.;Euer Lehnsherr [From.GetTitledFirstName] hat Euch eingeladen, an der Feier des Fruchtbarkeitgottes Ulutiu teilzunehmen. Es wird eine große Feier geben, um das Kommen des Frühlings zu zelebrieren. ;;[From.GetTitledFirstName], tu señor, te ha invitado a unirte a [From.GetHerHim] en celebración al dios de la fertilidad Ulutiu. Habrá que realizar un gran festival la próxima primavera.;;;;;;;;;x
EVTDESC_TOG_802;[From.GetTitledFirstName] has declined your invitation to attend the festival! Apparently [From.GetSheHe] has no faith in Ulutiu, and instead follows the strange rituals of some other deity that is foreign to our ways.;[From.Get_Le_TitledFirstName] a décliné votre invitation à la fête ! [From.GetIlElleCap] ne croit apparemment pas en Yarilo, Péroun ou aucun autre de vos dieux et préfère suivre de curieux rituels religieux qui vous sont étrangers.;[From.GetTitledFirstName] hat Eure Einladung abgelehnt. Offenbar glaubt [From.GetSheHe] nicht an Ulutiu, Perun oder die anderen Götter und folgt stattdessen den seltsamen Ritualen ausländischer Sitten.;;¡[From.GetTitledFirstName] ha rechazado tu invitación para asistir al festival! Aparentemente [From.GetSheHe] no cree en Ulutiu, Perún o los otros dioses, y por el contrario sigue los extraños rituales de otra religión diferente a la nuestra.;;;;;;;;;x
EVTDESC_TOG_803;Your vassals have arrived and the time has come to begin your celebration of Ulutiu and the coming of spring. As per tradition, one of them will be chosen to be paraded around as a representation of Ulutiu himself. Who shall it be?;Vos vassaux sont arrivés et le jour est venu de célébrer la fête d'Yarilo et l'arrivée du printemps. Comme le veut la tradition, l'un d'eux sera choisi pour représenter Yarilo lui-même lors du défilé. Lequel choisir ?;Eure Vasallen sind angekommen und es ist Zeit, die Feier zu Ehren Ulutius und das Kommen des Frühlings zu beginnen. Traditionell wird einer von ihnen ausgewählt, als Repräsentation von Ulutiu selbst zu paradieren. Wer soll es sein?;;Tus vasallos han llegado y es momento de comenzar tu celebración de Ulutiu y la llegada de la primavera. Por tradición, uno de ellos será escogido para desfilar como representación del propio Ulutiu. ¿Quién será?;;;;;;;;;x
EVTDESC_TOG_804;At last the time has come to begin the celebration of Ulutiu and the coming of spring. As per tradition, one of you will be chosen to represent Ulutiu himself and paraded around. Who shall it be?;Le jour du début des célébrations en l'honneur d'Yarilo et de l'arrivée du printemps est enfin venu. Comme le veut la tradition, l'un de vous sera choisi pour représenter Yarilo lui-même lors du défilé. Qui sera choisi ?;Endlich ist die Zeit gekommen, Ulutiu und das Kommen des Frühlings zu feiern. Traditionell wird einer von euch ausgewählt, als Repräsentation von Ulutiu selbst herumgetragen zu werden. Wer wird es sein?;;Por fin ha llegado el momento de comenzar la celebración de Ulutiu y la llegada de la primavera. Por tradición, uno de vosotros será escogido para representar al propio Ulutiu y desfilar como tal. ¿Quién será?;;;;;;;;;x
EVTDESC_TOG_805;As the celebration winds down outside, you and your vassals gather for the great feast you have ordered your servants to prepare!;Alors que la célébration tire à sa fin, vos vassaux et vous vous rassemblez afin de savourer le grand banquet que vous avez commandé à vos serviteurs !;Als sich die Feier draußen entspannt, versammeln sich Eure Vasallen und Ihr für das große Festmahl, das Eure Diener vorbereitet haben.;;Cuando la celebración se acerca a su fin afuera, ¡tú y tus vasallos os reunís por la gran fiesta que habéis mandado preparar a tus sirvientes!;;;;;;;;;x
EVTDESC_TOG_806;As the celebration winds down outside, you gather together with your liege and the rest of [From.GetHerHis] vassals for the great feast [From.GetSheHe] has ordered [From.GetHerHis] servants to prepare!;Alors que la célébration tire à sa fin, vous vous rassemblez, votre [From.GetLordLady] lige, ses autres vassaux et vous-même, afin de savourer le grand banquet qu'[From.GetIlElle] a commandé à ses serviteurs !;Als sich die Feier draußen entspannt, versammelt Ihr Euch mit Eurem Lehnsherrn und [From.GetHerHis]en anderen Vasallen für das große Festmahl, das [From.GetSheHe] vorbereitet hat!;;Cuando la celebración se acerca a su fin afuera, ¡te reúnes junto a tu señor y con el resto de [From.GetHerHis] vasallos por la gran fiesta que [From.GetSheHe] ha ordenado preparar a [From.GetHerHis] sirvientes!;;;;;;;;;x
EVTDESC_TOG_807;You have finished your time at the Icemeet, and your vassals are returning home. Most seem to agree that the celebration of Ulutiu was well worth the trip.;Vous avez terminé votre culte saisonnier à Yarilo et vos vassaux reprennent le chemin du retour. La plupart s'entendent pour dire que cette fête d'Yarilo valait le déplacement.;Ihr habt Eure Anbetung Ulutius für dieses Jahr beendet und Eure Vasallen kehren nach Hause zurück. Die meisten sind sich einig, dass das Ulutiufest die Reise wert war.;;Has terminado la adoración a Ulutiu por esta temporada, y tus vasallos están regresando a casa. La mayoría está de acuerdo en que el festival Ulutiu valió la pena.;;;;;;;;;x
EVTDESC_TOG_808;You have finished your time at the Icemeet, and the feast has come to an end. You and the other vassals are returning home, but you all agree that the celebration of Ulutiu was well worth the trip.;Vous avez terminé votre culte saisonnier à Yarilo et le banquet tire à sa fin. Les autres vassaux et vous reprenez le chemin du retour, et tous s'entendent pour dire que cette fête d'Yarilo valait le déplacement.;Ihr habt Eure Anbetung Ulutius für dieses Jahr beendet und Ihr und die anderen Vasallen kehren nach Hause zurück. Ihr alle seid euch einig, dass das Ulutiufest die Reise wert war.;;Has terminado la adoración a Ulutiu por esta temporada, y la fiesta ha llegado a su fin. Tú y los otros vasallos regresáis a casa, y todos estáis de acuerdo en que el festival Ulutiu valió la pena.;;;;;;;;;x
EVTDESC_TOG_845;After much deliberation, you have been chosen to present Ulutiu this year! You are glamourously clad and small bells are fastened all over your clothes. Wielding a large icicle carved in the image of Ulutiu, you parade around singing and dancing while a noisy crowd follows closely behind you.;Après de longues délibérations, on vous a choisi pour représenter Yarilo ! On vous a revêtu d'élégants habits auxquels on a attaché de petites cloches. Un maillet à la main pour représenter un éclair, vous prenez part au défilé, chantant et dansant, suivi par une bruyante foule.;Nach langer Überlegung wurde entschieden, dass Ihr dieses Jahr Ulutiu darstellen werdet. Ihr werdet zauberhaft verkleidet und mit allerlei Glöckchen behängt. Einen Hammer in Form eines Donnerblitzes haltend, stolziert Ihr tanzend und singend herum, während eine lärmende Menge Euch folgt.;;Tras mucha deliberación, ¡has sido elegido para representar a Ulutiu este año! Te visten glamurosamente y cuelgan pequeñas campanas de tu ropa. Blandiendo un mazo que representa un rayo, desfilas cantando y bailando mientras te sigue una multitud ruidosa detrás de ti.;;;;;;;;;x
EVTDESC_TOG_846;It has been decided that [From.GetTitledFirstName] is to represent Ulutiu this year! He has been clad in a most glamorous way and small bells have been fastened to his clothes. Wielding a large icicle carved in the image of Ulutiu, [From.GetFirstName] parades around singing and dancing while a noisy crowd follows closely behind.;Il a été décidé que [From.Get_le_TitledFirstName] représenterait Yarilo cette année ! On lui a revêtu d'élégants habits auxquels on a attaché de petites cloches. Un maillet à la main pour représenter un éclair, [From.GetFirstName] prend part au défilé, chantant et dansant, suivi par une bruyante foule.;Es wurde entschieden, dass [From.GetTitledFirstName] dieses Jahr Ulutiu darstellt. Er wird auf zauberhafteste Weise verkleidet und mit Glöckchen behängt. In der Hand einen Hammer in Form eines Donnerblitzes paradiert [From.GetFirstName] herum und tanzt und singt, während ihm eine lärmende Menge folgt.;;¡Se ha decidido que [From.GetTitledFirstName] representará a Ulutiu este año! Le han vestido glamurosamente y han colgado pequeñas campanas de su ropa. Blandiendo un mazo que representa un rayo, [From.GetFirstName] desfila cantando y bailando mientras le sigue una ruidosa multitud detrás.;;;;;;;;;x
EVTDESC_TOG_848;As no proper vassal is available, it falls to you to represent Ulutiu this year. You are glamourously clad and small bells are fastened all over your clothes. Wielding a large icicle carved in the image of Ulutiu, you parade around singing and dancing while a noisy crowd follows closely behind you.;Comme aucun vassal assez digne n'était disponible, ce sera vous qui représenterez Yarilo cette année ! On vous a revêtu d'élégants habits auxquels on a attaché de petites cloches. Un maillet à la main pour représenter un éclair, vous prenez part au défilé, chantant et dansant, suivi par une bruyante foule.;Da kein passender Vasall zur Verfügung steht, werdet Ihr selbst dieses Jahr Ulutiu darstellen. Ihr werdet zauberhaft verkleidet und mit allerlei Glöckchen behängt. In der Hand einen Hammer in Form eines Donnerblitzes haltend, stolziert Ihr herum und tanzt und singt, während eine lärmende Menge Euch folgt. ;;Como no hay ningún vasallo adecuado, te toca a ti representar a Ulutiu este año. Te visten glamurosamente y cuelgan pequeñas campanas de tu ropa. Blandiendo un mazo que representa un rayo, desfilas cantando y bailando mientras te sigue una multitud ruidosa detrás de ti.;;;;;;;;;x

EVTOPTA_TOG_700;Let us begin preparations.;Commençons les préparatifs.;Lasst die Vorbereitungen beginnen.;;Empecemos las preparaciones.;;;;;;;;;x
EVTOPTA_TOG_701;I will be there.;J'y serai.;Ich werde da sein.;;Allí estaré.;;;;;;;;;x
EVTOPTA_TOG_702;A foolish mistake.;Une erreur stupide.;Ein närrischer Fehler.;;Un error tonto.;;;;;;;;;x
EVTOPTA_TOG_703;We honor them.;Ukko, nous te vénérons.;Wir ehren dich, Ukko.;;Te honramos, Ukko.;;;;;;;;;x
EVTOPTA_TOG_705;Let us drink together!;Buvons ensemble !;Lasst uns zusammen trinken!;;¡Bebamos juntos!;;;;;;;;;x
EVTOPTA_TOG_707;Until next time!;À la prochaine fois !;Bis zum nächsten Mal!;;¡Hasta la próxima!;;;;;;;;;x
EVTOPTA_TOG_753;Take that!;Prends ça, Lašininis !;Nimm das, Lašininis!;;¡Toma eso, Lašininis!;;;;;;;;;x
EVTOPTA_TOG_803;Let us decide.;Décidons.;Lasst uns entscheiden.;;Vamos a decidir.;;;;;;;;;x
EVTOPTA_TOG_845;All hail Ulutiu, who protected us this winter!;Que tous saluent Yarilo, fils de Péroun !;Ehre sei Ulutiu, Sohn des Perun!;;¡Aclamad todos a Ulutiu, hijo de Perún!;;;;;;;;;x
EVTOPTA_TOG_846;All hail Ulutiu, who protected us this winter!;Que tous saluent Yarilo, fils de Péroun !;Ehre sei Ulutiu, Sohn des Perun!;;¡Aclamad todos a Ulutiu, hijo de Perún!;;;;;;;;;x

EVTOPTB_TOG_701;I will have nothing to do with that nonsense!;Je n'ai que faire de ces idioties !;Ich will mit diesem Unsinn nichts zu tun haben!;;¡No tendré nada que ver con esas tonterías!;;;;;;;;;x
EVTOPTB_TOG_845;I feel a right fool.;Je me trouve ridicule.;Ich komme mir dämlich vor.;;Me siento un auténtico tonto.;;;;;;;;;x
EVTOPTB_TOG_846;Look at that fool.;Regardez-moi ça, quel ridicule.;Schaut euch diesen Narren an.;;Mira a ese tonto.;;;;;;;;;x

EVTTOOLTIP_TOG_701;Invitation to the Gathering is sent.;L'invitation pour la fête d'Ukko Ylijumala est envoyée.;Einladung zum Ukon Juhla Fest wurde verschickt. ;;La invitación para la fiesta de Ukon Juhla ha sido enviada.;;;;;;;;;x
EVTTOOLTIP_TOG_801;Invitation to the Icemeet is sent.;L'invitation à la fête d'Yarilo a été envoyée.;Einladungen zum Ulutiufest verschickt. ;;La invitación para el festival Ulutiu ha sido enviada.;;;;;;;;;x
opinion_refused_ukon_juhla;Refused Gathering;;;;;;;;;;;;x
