#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
###BOOKMARKS;;;;;;;;;;;;x
BM_BHAALSPAWN;The Bhaalspawn Crisis;;;;;;;;;;;x
BM_BHAALSPAWN_DESC;The former god of murder, Bhaal, was killed in the Time of Troubles. However, forseeing his own death, he impregnated a number of women of many races in a plot to live on. Now his multitudinous offspring have come of age and are wreaking havoc in the southern Sword Coast, compelled to murder each other by their divine blood.;;;;;;;;;;;x
ERA_CHAR_NAME_YAGA_SHURA;Yaga-Shura;;;;;;;;;;;x
ERA_CHAR_INFO_10;Yaga-Shura was a fire giant Bhaalspawn and one of The Five. During the Tethyrian Civil War, he took control of the giants of the Marching Mountains and laid siege to the city of Saradush with the goal of killing all other Bhaalspawn and ascending to godhood.;;;;;;;;;;;x
ERA_CHAR_NAME_ABAZIGAL;Abazigal;;;;;;;;;;;x
ERA_CHAR_INFO_6;Abazigal was a blue dragon Bhaalspawn, and one of The Five. Like most of his kin, he felt drawn to kill all other Bhaalspawn in order to ascend to the station of Lord of Murder. To this end, he gathered a host of monsters and followers to his banner, as well as his own draconic son.;;;;;;;;;;;x
ERA_CHAR_NAME_BALTHAZAR;Balthazar of Amkethran;;;;;;;;;;;x
ERA_CHAR_INFO_7;Though one of The Five, Balthazar was unlike his Bhaalspawn cohorts. The monk sought to kill all other Bhaalspawn, though not to ascend to godhood. Rather, he sought to end all traces of his divine father, an act that would culminate in his own sacrifice towards that goal.;;;;;;;;;;;x
ERA_CHAR_NAME_SENDAI;Sendai;;;;;;;;;;;x
ERA_CHAR_INFO_9;The drow Bhaalspawn Sendai was one of The Five, a group dedicated to hunting down all the other Bhaalspawn. At the same time, however, she still reported, even if only nominally, to the drow matron mothers of the Underdark, who financed her and supplied her with troops.;;;;;;;;;;;x
ERA_CHAR_NAME_ILLASERA;Illasera the Quick;;;;;;;;;;;x
ERA_CHAR_INFO_8;Illasera the Quick was a moon elf Bhaalspawn, and one of The Five. Operating out of the edges of the Wealdath, she hunted down her half-siblings in the hopes of apotheosis.;;;;;;;;;;;x
ERA_CHAR_NAME_GROMNIR;Gromnir Il-Khan;;;;;;;;;;;x
ERA_CHAR_INFO_28102;Gromnir Il-Khan was a Calishite half-orc Bhaalspawn who took over the Tethyrian city of Saradush in a quick assault, and rallied several of his half-siblings to his banner. He would soon come into conflict with the group known as The Five, in particular the fire giant Yaga-Shura.;;;;;;;;;;;x
BM_DARK_ZAKHARA;Dark Zakhara;;;;;;;;;;;x
BM_DARK_ZAKHARA_DESC;The shadows have long been lengthening over the sunny lands of Zakhara. Grand Caliph Khalil's failure to settle his succession has brought his disturbed cousin Makin to the Enlightened Throne. The growing power of the Geomancers in the East heralds changes for the Land of Fate. And in the Cities of the Ancients, strange and lonely rulers turn their eyes once again to the arcane riches of their forebears.;;;;;;;;;;;x
BM_FAERUN_SKYFIRE;Second Era of Skyfire;;;;;;;;;;;x
BM_FAERUN_SKYFIRE_DESC;The magical cataclysm of the Spellplague has freed the ancient and mighty genies Calim and Memnon from their prison in the Calim Desert. This has led both to the continuation of their ancient rivalry and the shattering of the realm of Calimshan as genasi overtake humans as the dominant race. Only a single bastion of humanity remains in these lands: the city of Almraiven.;;;;;;;;;;;x
#
BM_DARK_POWERS_ERA;Dark Powers Return;;;;;;;;;;;x
BM_DARK_POWERS_ERA_DESC;The year 1372 saw the surprising reemergence of several insidious dark powers that were believed to be gone for good. The Netherese city of Thultanthar returned to the world of Faerûn and its evil leader, Telamont Tanthul, begun an invasion of the Realms, determined to restore Netheril. Bane, god of tyranny, also returned to Faerûn, bursting forth from the skin of his son, Iyachtu Xvim. His divinity restored, Bane appointed the High Priest Fzoul Chembryl, leader of the Zhentarim, as his Chosen. In the North, the Treaty of Garumn's Gorge officially recognizes the Kingdom of Many-Arrows: the first true Orc kingdom in ages, and a great threat to the newly born confederation of the Silver Marches. And far to the South, the returned Arch-Geomancer sets about restoring the dark glory of lost Kadar.;;;;;;;;;;;x
ERA_CHAR_NAME_TELAMONT;Telamont Tanthul;;;;;;;;;;;x
ERA_CHAR_INFO_61026;Telamont Tanthul the Most High was the ruler of Thultanthar, also known as Shade Enclave. He had successfully shifted the entire city into the Plane of Shadow mere days before Karsus temporarily destroyed the Weave, sparing Thultanthar the tragic fate that befell all other Netherese flying cities. In 1372 DR, he returned to Faerûn along with his city and his people, the Shadovar, aiming to reestablish the empire of Netheril.;;;;;;;;;;;x
ERA_CHAR_NAME_FZOUL;Fzoul Chembryl;;;;;;;;;;;x
ERA_CHAR_INFO_56006;Fzoul Chembryl, the ambitious High Priest of Bane, joined the Zhentarim and served as second-in-command to its leader, Lord Manshoon, for years, seemingly content with his position. After Bane's death during the Time of Troubles, Fzoul started serving the demigod Xvim, son of Bane. At the same time, he began scheming against Manshoon, eventually replacing him as leader of the Zhentarim. Fzoul intended to turn the organization into an arm of Xvim's church. In 1372, Bane, god of tyranny, returned from death by sacrificing his son Xvim, and appointed Fzoul as his chosen servant.;;;;;;;;;;;x
ERA_CHAR_NAME_AZOUN_V;Azoun V Obarskyr;;;;;;;;;;;x
ERA_CHAR_INFO_20084;Azoun V Obarskyr was the 72nd king of Cormyr, having inherited the throne after his grandfather Azoun IV and the dragon Nalavarauthatoryl fought and killed each other at the culmination of the Goblin War. In 1372 DR, Azoun V was just a babe: his aunt, Regent Alusair Obarskyr, and his grandmother, Dowager Queen Filfaeril Obarskyr, ruled Cormyr in his stead. With the kingdom weakened by Nalavarauthatoryl's failed invasion, an unexpected Shadovar threat rising in nearby Anauroch, and an infant on the throne, Cormyr's destiny in these troubled times was uncertain.;;;;;;;;;;;x
ERA_CHAR_NAME_OBOULD;Obould Many-Arrows;;;;;;;;;;;x
ERA_CHAR_INFO_30550;Obould was the king of the orcs of the Citadel of Many Arrows in 1367 DR. He lost this city when an orc horde led by King Greneire attacked the Citadel in the summer of that year. Though the horde had more than three times the number of orcs that Obould commanded, he managed to slay Greneire in single combat. Obould retreated to Dark Arrow Keep, amassed a new army, and finally put his plans into action. Through sheer military acumen, he realized his goal of uniting most of the orc tribes in the Spine of the World. Because of his unprecedented successes, he was deemed worthy of being blessed by the orc god Gruumsh, effectively becoming a Chosen of the orc god.;;;;;;;;;;;x
ERA_CHAR_NAME_ALUSTRIEL;Alustriel Silverhand;;;;;;;;;;;x
ERA_CHAR_INFO_5001;Alustriel Silverhand was a powerful mage, being a Chosen of Mystra and one of the Seven Sisters. In 1235 DR, Alustriel saved the city of Silverymoon and became its ruler. The years 1368 through 1370 DR were particularly turbulent for the city-states of the North, seeing troll attacks, orc hordes, and even a combined army of demons and barbarians. In the summer of 1371, the leaders of the northern cities decided to band together and form a confederation under Alustriel's leadership: Luruar, more commonly known as the Silver Marches.;;;;;;;;;;;x
ERA_CHAR_NAME_TISAN;Arch-Geomancer Tisan;;;;;;;;;;;x
ERA_CHAR_INFO_62692;Tisan was leader of the Nine Council of the Geomancers, overlords of the ancient Zakharan kingdom of Kadar. After her allies were defeated by Suhail min Zann and the Lions of Yesterday, she was trapped in a hidden stronghold. But after an unlucky explorer disturbed her hiding-place, she re-emerged to assert her power and gather her forces anew. She sought nothing less than the re-establishment of Kadari supremacy and the demise of the Enlightened order.;;;;;;;;;;;x
BM_AFTER_THE_RAGE;After the Rage;;;;;;;;;;;x
BM_AFTER_THE_RAGE_DESC;The Year of Rogue Dragons saw the great madness known as the Rage of Dragons overwhelm many of Faerûn's dragons. By the time it was over, older dragons had established new power structures, and younger ones had come to fresh prominence. And many, dragons and non-dragons alike, expressed new interest in draconic paths of belief - both the Draconic faith, and the sinister Cult of the Dragon. With the death of its founder Sammaster at the end of the preceding year, the Cult is seeking new ways to spread the power of undead dragons...;;;;;;;;;;;x
ERA_CHAR_NAME_NAERGOTH;Naergoth Bladelord;;;;;;;;;;;x
ERA_CHAR_INFO_9530;Naergoth Bladelord was sent by the Cult of the Dragon to oversee the construction of a new fortress at the Well of Dragons.;;;;;;;;;;;x
ERA_CHAR_NAME_AURGLOROASA;Aurgloroasa 'the Sibilant Shade';;;;;;;;;;;x
ERA_CHAR_INFO_20683;Aurgloroasa 'the Sibilant Shade' was a shadow dragon who infiltrated and then overran the ancient dwarven realm of Thunderholme. She then joined the Cult of the Dragon, seeking to control it from within.;;;;;;;;;;;x
ERA_CHAR_NAME_KLAUTH;Klauth 'Old Snarl';;;;;;;;;;;x
ERA_CHAR_INFO_131;Klauth, known as 'Old Snarl', was one of the most ancient red dragons of the North. Fierce and warlike, he frequently fought with other dragons for status and territory, and might occasionally be stalled, but never beaten.;;;;;;;;;;;x
ERA_CHAR_NAME_GLAXENHEIM;Glaxenheim 'the Pale;;;;;;;;;;;x
ERA_CHAR_INFO_50797;Glaxenheim 'the Pale' was a member of a long-standing dynasty of white dragons which had raided up and down the Sword Coast since before the foundation of Neverwinter. His short temper and immense greed would lead him into conflict with the ancient city more than once.;;;;;;;;;;;x
ERA_CHAR_NAME_BELATHELLAR;Belathellar;;;;;;;;;;;x
ERA_CHAR_INFO_58292;Belathellar was a brown dragon, a variety of chromatic dragon found on steppes and other dry grasslands. He was the focus of a beast cult in the village of Kormul, which set the remote Shaaran settlement on the path to becoming known as the City of Cults.;;;;;;;;;;;x
BM_FAERUN_BTS;Before the Storm;;;;;;;;;;;x
BM_FAERUN_BTS_DESC;In the Year of the Prince, the inhabitants of the Realms had no idea of the turmoil that was to come in the following decades. And yet, Faerûn was not free of its own tribulations at the time. Tyrants make themselves felt and old evils stir. And, in the far east, a man would take the scattered Tuigan tribes, and forge them into something that the entire world would fear...;;;;;;;;;;;x
ERA_CHAR_NAME_ZHENGYI;Zhengyi;;;;;;;;;;;x
ERA_CHAR_INFO_52101;The Witch-King Zhengyi was a Thayan lich and cultist of Orcus who left the Red Wizards and headed north, to the frozen land of Vaasa. There he not only raised a fortress in a single night with the aid of demons and his powerful magic, but also conquered almost all of that land before setting his sights on the kingdom of Damara. He managed to dominate the entire Bloodstone Lands before being stopped by Gareth Dragonsbane.;;;;;;;;;;;x
ERA_CHAR_NAME_TRISTAN;High King Tristan Kendrick;;;;;;;;;;;x
ERA_CHAR_INFO_50001;Tristan Kendrick was one of the High Kings of Moonshae from the Kendrick dynasty. He was a tall, dashing man, renowned for fairness and compassion. He did not rule until his death, instead preferring to retire in favour of his daughter, Alicia.;;;;;;;;;;;x
ERA_CHAR_NAME_GILGEAM;God-King Gilgeam;;;;;;;;;;;x
ERA_CHAR_INFO_1010;God-King Gilgeam of Unther was the god of battle, prowess, strength and Unther itself. He was the leader of the doomed Untheric pantheon after his father, Enlil, left the Realms. Though he appeared as a powerful and handsome human, he was loathed by most in Unther for his tyranny and cruelty. This lack of popularity proved his undoing shorly after the Time of Troubles, when, weakened by having few true worshippers, he was slain by Tiamat.;;;;;;;;;;;x
ERA_CHAR_NAME_MOURNGRYM;Lord Mourngrym Amcathra;;;;;;;;;;;x
ERA_CHAR_INFO_7048;Mourngrym Amcathra was a noble from Waterdeep, leaving his life of luxury early in his adulthood to become an adventurer and a Harper. His travels took him to Shadowdale, where he became a friend of the ruling lord, Doust Sulwood. When Doust abdicated to return to adventuring, Mourngrym was chosen to be his successor. Mourngrym was known to be cautious and shrewd, though he was also seen as parternalistic and condescending.;;;;;;;;;;;x
ERA_CHAR_NAME_VELSHAROON;Velsharoon;;;;;;;;;;;x
ERA_CHAR_INFO_61358;Before he would become the God of Necromancy, Velsharoon was a renegade thayan lich, driven out of Thay by Szass Tam. Around the 1350s, he discovered a path to divinity concocted by the god Talos, a potion brewed from the blood of adventurers. He would achieve his goal in 1368 DR, despite the efforts of various other archmagi.;;;;;;;;;;;x
ERA_CHAR_NAME_RASHID;Syl-Pasha Rashid el Djenispool;;;;;;;;;;;x
ERA_CHAR_INFO_42019;Rashid yn Kamal el Djenispool was the Syl-Pasha of Calismhan and the last of his dynasty to hold that position. Though he pretended to not be so, he was in actuality a competent wizard and illusionist. He was killed by a harem slave under the orders of the next Syl-Pasha and his spymaster, Ralan el Pesarkhal, who would naturally deny such accusations...;;;;;;;;;;;x
BM_FAERUN_SPELLSCAR;Spellscarred World;;;;;;;;;;;x
BM_FAERUN_SPELLSCAR_DESC;Though it has been almost a century since the Spellplague ravaged the entire world, and beyond, the Realms still feel the after-effects of this cataclysm. The death of Mystra at the hands of Cyric not only sent all of the Weave into chaos, but also briefly merged together the twin worlds of Abeir and Toril, displacing various realms of each into the other. Now the world is finally recovering, though blue flame still ravages large swathes of the planet.;;;;;;;;;;;x
ERA_CHAR_NAME_TARHUN;Vanquisher Tarhun;;;;;;;;;;;x
ERA_CHAR_INFO_40771;Tarhun of Clan Kepeshkmolik was a dragonborn warlord and Vanquisher of Tymanther, one of the Abeiran realms transposed onto Toril. He was notable for being particularly hostile against true dragons and quite proactive in fighting dragon-ruled realms around his own. He ruled as Vanquisher until 1486, when he was assassinated by a demon servant of the returned Gilgeam.;;;;;;;;;;;x
ERA_CHAR_NAME_ARATHANE;Queen Arathane;;;;;;;;;;;x
ERA_CHAR_INFO_49669;Queen Arathane was an air genasi and ruler of Akanûl, a kingdom of Abeiran genasi stranded on Toril. She was widely considered to be beautiful, though she remained unmarried well into her forties. Under her, Akanûl prospered as a mostly-decentralized realm, with little time for expansion due to the depredations from the Abolethic Sovereignty.;;;;;;;;;;;x
ERA_CHAR_NAME_GAUWERVYNDHAL;Gauwervyndhal;;;;;;;;;;;x
ERA_CHAR_INFO_69111;Gauwervyndhal the Empress Dragon was the ruler of the Laerakond empire of Skelkor. Though she ruled as a tyrant, she was also quite paranoid and delegated much of the actual ruling to her many, many children. During the early years of the Spellplague, she retreated from her realm thanks to a widespread dragonborn rebellion, only returning to reforge her realm after their strength had been spent.;;;;;;;;;;;x
ERA_CHAR_NAME_VOICE;The Voice of Telos;;;;;;;;;;;x
ERA_CHAR_INFO_52140;The Voice of Telos was a mysterious warlock and apparent Chosen of the dormant primordial Telos, who fell as a meteor onto Vaasa during the Spellplague. The "Voice" formed an organization called the Warlock Knights with other warlocks, who would come to rule Vaasa and later even wage war against the neighbouring kingdom of Damara.;;;;;;;;;;;x
ERA_CHAR_NAME_ZISS;Khuzdar Ziss'thiss;;;;;;;;;;;x
ERA_CHAR_INFO_52387;Ziss'thiss was the Khuzdar of Okoth, the ressurgent sarrukh empire in the far eastern end of the Shaar. Only one of a few remaining sarrukh, he was the successor of the original Okothian emperor and Chosen of Sseth, Pil'it'ith, coming to power when his predecessor was slain in a rebellion shortly after the Spellplague.;;;;;;;;;;;x
ERA_CHAR_NAME_USUSI;Empress Ususi Manaallin;;;;;;;;;;;x
ERA_CHAR_INFO_40145;Ususi Manaallin was a Deep Imaskari wizard and former adventurer, who after her adventures, and the destruction of Mulhorand in the Spellplague, decided to use the powers and riches she had amassed to restore the empire of ancient Imaskar in the form of High Imaskar. The height of her career was the defeat of the Elder Evil Pandorym, and she was considered quite benevolent, seeking to undo some of evil of Imaskar's past by outlawing slavery in her realm.;;;;;;;;;;;x
BM_TYRANNY_OF_DRAGONS;Tyranny of Dragons;;;;;;;;;;;x
BM_TYRANNY_OF_DRAGONS_DESC;In the 1480s, the Cult of the Dragon was taken over by a faction that revered Tiamat, rather than maintaining the Cult's traditional focus on dracoliches. This faction strove to establish the supremacy of the Dragon Queen over the whole of Toril. But many dragons, and even some cult members, did not believe in this radical vision, and joined those who opposed it.;;;;;;;;;;;x 
ERA_CHAR_NAME_SEVERIN;Severin Silrajin;;;;;;;;;;;x
ERA_CHAR_INFO_42269;Wyrmspeaker Severin Silrajin was the driving force behind the dramatic changes in the Cult of the Dragon during the 1480s. A passionate worshipper of Tiamat, he departed from the teachings of Sammaster, and elevated the worship of his goddess above the Cult's long-standing mission to raise up the 'dead dragons'.;;;;;;;;;;;x
ERA_CHAR_NAME_IYMRITH;Iymrith 'Doom of the Desert';;;;;;;;;;;x
ERA_CHAR_INFO_61293;Iymrith, known as the 'Doom of the Desert', was an ancient blue dragon who had ruled the frozen upper reaches of the Anauroch desert since time out of mind. Subtle and patient, she maintained control of her territory with the help of her offspring.;;;;;;;;;;;x
ERA_CHAR_NAME_VOARAGHAMANTHAR;Voaraghamanthar 'the Black Death';;;;;;;;;;;x
ERA_CHAR_INFO_15135;Voaraghamanthar, one of a pair of twin black dragons from the Mhair Jungles, came to the Mere of Dead Men in search of the horde of the dracolich Ebondeath. Seizing control of the region, he dedicated long years to researching its history and retrieving its lost treasures.;;;;;;;;;;;x
ERA_CHAR_NAME_AEROSCLUGHPALAR;Aerosclughpalar;;;;;;;;;;;x
ERA_CHAR_INFO_46012;Aerosclughpalar was a gold dragon who worked as a druid, caring for the Tall Trees region of the High Forest. He assisted his friend, the treant Turlang, in holding back the demonic forces of the Scoured Legion for many years, and assisted in the recovery of the ruins of Ascalhorn after their second destruction.;;;;;;;;;;;x
ERA_CHAR_NAME_RALIONATE;Ralionate;;;;;;;;;;;x
ERA_CHAR_INFO_57049;Ralionate was an ancient green dragon who lived in the Forest of Wyrms. She was able to maintain her independence from the neighbouring naga kingdom of Najara, which alternately saw her as a potential ally and a lurking threat.;;;;;;;;;;;x
BM_FAERUN_TORIL_HEALED;Toril Restored;;;;;;;;;;;x
BM_FAERUN_TORIL_HEALED_DESC;At the ending years of the tumultuous 15th century, the Realms underwent what would be called the Second Sundering, when Chosen walked the lands and long-dead gods came back to life. Much of the damage of the dreaded Spellplague was also undone, and the world breathes a sigh of relief. It came at a cost, however, as gods are now more distant when it comes to mortal matters, and evils old and new prepare to make their move before the world truly stabilizes.;;;;;;;;;;;x
ERA_CHAR_NAME_DAGULT;Lord Dagult Neverember;;;;;;;;;;;x
ERA_CHAR_INFO_15122;Dagult Nevermeber was the supposed descendant of Lord Nasher Alagondar through a bastard, and was once the Open Lord of Waterdeep before being expelled to Neverwinter. He made it his mission not only to restore a ravaged Neverwinter, but to be remembered as even greater than his grandfather.;;;;;;;;;;;x
ERA_CHAR_NAME_THAVIUS;Thavius Kreeg;;;;;;;;;;;x
ERA_CHAR_INFO_9248;Thavius Kreeg was outwardly known as both a devout priest of Torm and ruler of Elturel.  He made Elutrel the capital of the realm of Elturgard after saving the city from a group of vampires by summoning a small sun, the Companion, that from then on floated above the city. In actuality, he had sold his soul to the archdevil Zariel to achieve that victory and would later doom his entire city to the Nine Hells in an event known as the Descent.;;;;;;;;;;;x
ERA_CHAR_INFO_1011;After the people of Unther were displaced into the world of Abeir, they faced much adversity and were even enslaved by the Shyran genasi. The desperation of the Untheric people led to the resurgence of a new incarnation of Gilgeam, this time calling himself the Son of Victory. In the course of his war against the genasi, Gilgeam made a pact with the archdemon Graz'zt to bolster his forces, but just as he was about to win the war, he and his people were returned to Unther. There, he found the dragonborn of Tymanther occupying the lands of his people, and he immediately declared war on them. That war, however, devolved into a stalemate after the interference of both Asmodeus and Gilgeam's father, Enlil.;;;;;;;;;;;x
ERA_CHAR_NAME_NSI;Ras Nsi;;;;;;;;;;;x
ERA_CHAR_INFO_52803;Ras Nsi was once one of the Barae, the Chosen of the primordial Ubtao. Due to his bloody vendetta against the Eshowe people and his creation of hordes of undead, he was eventually shunned by the rest of Chultan society, including his fellow Barae. After the Spellplague, Nsi abandoned his god and joined a yuan-ti cult of Dendar, the Night Serpent. He also underwent terrible rituals that transformed him from human into a yuan-ti malison, and allied himself with the lich Acererak to achieve his goals of dominating Chult.;;;;;;;;;;;x
BM_HONOR_AMONG_THIEVES;Honor Among Thieves;;;;;;;;;;;x
BM_HONOR_AMONG_THIEVES_DESC;Dagult Neverember lies in a mysterious coma. In his place, the charismatic Forge Fitzwilliam has swept to power as Lord of Neverwinter. But across the North, dissent is growing at his greedy and cruel policies, and his disregard for his predecessor's diplomatic ties. And secretly, in the corridors of power and in the tunnels beneath the earth, greater things are in motion...;;;;;;;;;;;x
ERA_CHAR_NAME_FORGE;Forge Fitzwilliam;;;;;;;;;;;x
ERA_CHAR_NAME_THEMBERCHAUD;Themberchaud;;;;;;;;;;;x
ERA_CHAR_NAME_DARATHRA;Lord Protector Darathra Shendrel;;;;;;;;;;;x
ERA_CHAR_NAME_PENELOPE;Penelope Harpell;;;;;;;;;;;x
ERA_CHAR_NAME_MERRISARRA;Laranla Merrisarra;;;;;;;;;;;x
ERA_CHAR_NAME_DUVESSA;Speaker Duvessa Shane;;;;;;;;;;;x
BM_YEAR_OF_BLUE_FIRE;The Wailing Years;;;;;;;;;;;x
BM_YEAR_OF_BLUE_FIRE_DESC;1385 DR became known as the year the Realms shook when the Spellplague consumed vast areas of the world and the planes themselves shifted. In the early days of that year, however, none suspected what was to come, not even its instigator, the treacherous god Cyric.;;;;;;;;;;;x
BM_THE_AFTERMATH;The Aftermath;;;;;;;;;;;x
BM_THE_AFTERMATH_DESC;The Wailing Years were a decade of turmoil, when the Spellplague was at its strongest and Toril and Abeir frequently overlapped and swapped regions. In the aftermath of that period, arcane magic stabilised enough that the many peoples of both worlds could start to recover, to rebuild their lives and kingdoms. But such periods are rife with opportunity for those brave or unscrupulous enough to take it;;;;;;;;;;;x
BM_FAERUN_RONIN_CHALLENGE;The Imperial Challenger;;;;;;;;;;;x
BM_FAERUN_RONIN_CHALLENGE_DESC;Goyat Nagumo was once a promising general of Shou Lung. His downfall began when he discovered the corruption of Governor Kawabi of Chu Yuan, leading to a pursuit that took him far to the south, to the forgotten imaskari capital of Tempat Larang. There, his sanity and loyalty were both shattered by the dark spirits of the fallen citadel, leading him to declare himself the true inheritor of Anok-Imaskar and Emperor of Shou Lung and prepare for war. Unbeknownst to him were the machinations of Nung Chiang, of the Nine Immortals, who sought to prevent the devastation such a conflict would bring.;;;;;;;;;;;x
BM_RAGE_OF_DRAGONS;Rage of Dragons;;;;;;;;;;;x
BM_RAGE_OF_DRAGONS_DESC;In the Year of Rogue Dragons, the lich Sammaster triggered a Rage of Dragons that defied the usual astronomical predictors of such an event. Dragons across Toril began to act erratically, leading to chaos and destruction in many regions.;;;;;;;;;;;x
ERA_CHAR_NAME_LARETH;Lareth;;;;;;;;;;;x
ERA_CHAR_NAME_BUCHEMBRALLOR;Buchembrallor;;;;;;;;;;;x
ERA_CHAR_NAME_GARLOKANTHA;Garlokantha;;;;;;;;;;;x
ERA_CHAR_NAME_HESTHERA;Hesthera Draketalons;;;;;;;;;;;x
ERA_CHAR_NAME_TAMARAND;Tamarand;;;;;;;;;;;x
ERA_CHAR_NAME_SVESS;S'Vess;;;;;;;;;;;x
ERA_CHAR_NAME_THYMARA;Kepeshkmolik Thymara;;;;;;;;;;;x
