#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###Nomadic Tribal Localization###;;;;;;;;;;;;x
tb_the_mob_4;Mob Manor;;;;;;;;;;;x
tb_the_mob_desc;A farsighted warlord provides what comfort they can to the throng that follows them, lest that whirlwind of violence turn against them.;;;;;;;;;;;x
tb_the_loot_1;The Loot;;;;;;;;;;;x
tb_the_loot_2;The Loot;;;;;;;;;;;x
tb_the_loot_3;The Loot;;;;;;;;;;;x
tb_the_loot_4;The Loot;;;;;;;;;;;x
tb_the_loot_desc;The loosely organized but tightly guarded hoard of the horde.;;;;;;;;;;;x
no_meat_preserver_desc;§YCapital Building§! Dried meat work as effective field rations for the armies.;;;;;;;;;;;;;x
fr_uprising_desc_title.1;Murmurs of Discontent;;;;;;;;;;;x
fr_uprising_desc.1;From your humble beginnings as a tribe on the wild fringes of Toril you have come far. You now stand at the head of a mighty warhost of your own making, the fealty of the prideful warriors that comprise it a testament to your skill as a leader.\n Nevertheless, your spirited and independent vassals are loyal only out of respect. A fragile respect that hinges upon satisfying their need for prominence without upsetting the fiery egoes of their peers.\n The fervent unity of your host can easily evaporate overnight if some petty rivalry or another cascades in all out warfare amongst the clans. Equitable destribution of conquered lands and booty would go a long way in forestalling this outcome.;;;;;;;;;;;;;x
fr_uprising_desc_opt.1a;A challenge beyond the reach of weapons.;;;;;;;;;;;;;x
fr_uprising_desc_title.2;Signs of Fracture;;;;;;;;;;;x
fr_uprising_desc.2;The spoils from your recent conquests are great and bountiful, but it is that wealth that has set off a fierce squabble among your chiefs.\n\n By asserting your primacy you managed to avert an all-out brawl in the encampment, but unfortunately this has merely turned their ire towards you instead of placating it.\n\n Your resentful chiefs are starting to be more vocal about perceived slights and injustices, every implication of favourtism or avarice blown out of proportion.;;;;;;;;;;;;;x
fr_uprising_desc_opt.2a;Worrying.;;;;;;;;;;;;;x
fr_uprising_desc_title.3;A Show of Generosity;;;;;;;;;;;x
fr_uprising_desc.3;The resentment of prideful warriors is no easy thing to quell, but pomp and circumstance are tried and true salves to bruised egoes.\n Perhaps making a big show of granting a portion of your demesne might be sufficient in placating the growing undercurrent of rebellion not just amongst your chiefs, but with their followers as well, who take the malignment of their liege's honour personally.;;;;;;;;;;;;;x
fr_uprising_desc_opt.3a;If it will whet their appetites for a while...;;;;;;;;;;;;;x
fr_uprising_desc_opt.3b;Never!;;;;;;;;;;;;;x
fr_uprising_desc_title.5;Fraying Tempers;;;;;;;;;;;x
fr_uprising_desc.5;With all that has happened, vassal-liege relations in your realm is unlikely return to how it was at the beginning.\n The warhost may never achieve the cohesion it displayed during its early days, but with careful displays of favour and distribution of the spoils, you may be able to keep it together long enough to achieve your goals.;;;;;;;;;;;;;x
fr_uprising_desc_opt.5a;Alas.;;;;;;;;;;;;;x
fr_uprising_desc_title.8;Descent into Chaos;;;;;;;;;;;x
fr_uprising_desc.8;At first you payed no heed to the sounds of destruction from the massive brawl in the encampment, for it has become quite the common occurence in your host. However, [designated_rebel_nomad.GetTitledFirstName]'s pontification about your apparent disrespect of your [designated_rebel_nomad.GetTitle]s must have been the final straw for many of the more prouder warriors under your command, for you quickly find yourself having to slay scores of your personal retinue as they turned on you in anger.\n\n Despite your best efforts to quell the situation, many of your subjects have rallied around [designated_rebel_nomad.GetTitledFirstName] to "reclaim what is due to the clans".\n\n Even if you survive this ordeal, the warhost itself might not.;;;;;;;;;;;;;x
fr_uprising_desc_opt.8a;[Root.GetPatronHighGodName] give me strength;;;;;;;;;;;;;x
fr_uprising_desc_title.9;Fires of Resentment;;;;;;;;;;;x
fr_uprising_desc.9;Conditions in the warhost have been deteriorating for a while, but you did not expect your airing of grievances against [Root.Liege.GetTitledFirstName] would spark a revolt with yourself as its nominal leader.\n\n For a moment you entertained thoughts of using this opportunity to seize leadership of the clans, but the crazed fervour of the mob seems nigh uncontrollable.\n\n You might have no choice but to bring a swift end to [Root.Liege.GetTitledFirstName], lest the armed crowd takes their anger out on you. ;;;;;;;;;;;;;x
fr_uprising_desc_opt.9a;You brought this upon yourself, you [GetRootFromInsult]!;;;;;;;;;;;;;x
fr_uprising_desc.12;Your neglect of your demesne has been ongoing for a while now, leading to widespread poverty, brigandry and suffering.\n\n What begun as a small scuffle with your corrupt tax collectors has erupted into a fullblown rebellion led by a local hero. Their army has broad support from the populace, drawing reinforcements from local militias, your very own retinue and what seems like Harper sleeper cells.\n\n Losing this conflict might spell the end of the realm. ;;;;;;;;;;;;;x
fr_uprising_desc_opt.12a;[Root.GetPatronHighGodName] give me strength;;;;;;;;;;;;;x
fr_uprising_desc_title.13;End of an Era;;;;;;;;;;;x
fr_uprising_desc.13;The warlord [FromFrom.GetTitledName] has been overthrown by [FromFrom.GetHerHis] irate followers after tensions boiled over into all out rebellion.\n\n  With no clear leader amongst [FromFrom.GetHerHis] followers, the [FromFrom.PrimaryTitle.GetFullName] is effectively dissolved as many turn on each other to consolidate power.\n\n  With the [FromFrom.GetTitle] gone, the region is plunged into chaos, giving rise to many petty warlords. It remains to be seen if any of these successors have the might to reclaim the crown of [FromFrom.GetOnlyDynastyName].;;;;;;;;;;;;;x
fr_uprising_desc_opt.13a;The Price of Hubris.;;;;;;;;;;;;;x
fr_uprising_desc_title.14;Hail to the Chief;;;;;;;;;;;x
fr_uprising_desc.14;The warlord [FromFrom.GetTitledName] has proven [FromFrom.GetHerHis] might again by subduing an all out rebellion by [FromFrom.GetHerHis] followers. By laying the blame on [From.GetTitledName], [FromFrom.GetSheHe] was able to convince the rest of [FromFrom.GetHerHis] warhost into renewing their oaths of allegiance.\n\n [FromFrom.GetTitledFirstName] may have prevailed on this day, but it remains to be seen if they have the strength remaining to subdue such a throng again, for [FromFrom.GetSheHe] has won their obedience, but not their loyalty...;;;;;;;;;;;;;x
fr_uprising_desc_opt.14a;Worrying.;;;;;;;;;;;;;x
fr_uprising_desc_title.15;Murmurs of Discontent;;;;;;;;;;;x
fr_uprising_desc.15;As the warhost of your liege grows, the ambition and greed of the chiefs have come to the fore, especially when it comes to the distribution of the spoils of war.\n\n [From.GetTitledFirstName]'s might is such that no one directly questions them and their right as conquerer, but their avarice and favourtism is rankling to many who feel like their contributions are not adequately recognized. ;;;;;;;;;;;;;x
fr_uprising_desc_opt.15a;Ominous;;;;;;;;;;;;;x
fr_uprising_desc.16;In recognition of your recent achievements, I grant you new territory for you and your warriors.;;;;;;;;;;;;;x
fr_uprising_desc_opt.16a;It's about time.;;;;;;;;;;;;;x
fr_uprising_desc_title.17;Fraying Tempers;;;;;;;;;;;x
fr_uprising_desc.17;The lack of recognition from [From.GetTitledName] towards the contributions of [From.GetHerHis] chiefs is such that it has spilled beyond the high table.\n\n Almost everyone in the warhost is coming to question the value in allegiance towards [From.GetTitledFirstName] when he has taken loyalty for granted to such an extent, but their dominance nevertheless keeps such sentiments whispered.;;;;;;;;;;;;;x
fr_uprising_desc_opt.17a;My followers are upset on my behalf.;;;;;;;;;;;;;x
fr_uprising_desc_title.18;Fires of Resentment;;;;;;;;;;;x
fr_uprising_desc.18;Conditions in the warhost have been deteriorating for a while, but you did not expect [designated_rebel_nomad.GetTitle]'s airing of grievances against [Root.Liege.GetTitledFirstName] would spark an all out revolt.\n\n Despite your best efforts to control your followers, many of them have rallied around [designated_rebel_nomad.GetTitledFirstName] to "reclaim what is due to the clans". For a moment you entertained thoughts of using this opportunity to seize leadership of the clans, but the crazed fervour of the mob seems nigh uncontrollable.\n\n You might have no choice but to bring a swift end to [Root.Liege.GetTitledFirstName], lest the armed crowd takes their anger out on you.;;;;;;;;;;;;;x
fr_uprising_desc_opt.18a;H-Hey! Wait for me!;;;;;;;;;;;;;x
fr_uprising_desc.20;Tensions are starting to seep beyond you and your chiefs. Your respective followers have taken up your rivalry as their own and small squabbles occur daily.;;;;;;;;;;;;;x
fr_uprising_desc_opt.20a;Worrying.;;;;;;;;;;;;;x
fr_uprising_desc.21;Tensions are starting to mount in the realm. Fraternalizing between the clans have mostly disappeared and there is a general pall of mistrust in the realm.;;;;;;;;;;;;;x
fr_uprising_desc_opt.21a;I must do something about this!;;;;;;;;;;;;;x
fr_uprising_desc.22;Tensions are at an all-time high in the realm. Brawls between your warriors and your vassals' are commonplace, as are open scorn from your vassals.;;;;;;;;;;;;;x
fr_uprising_desc_opt.22a;I best prepare for the worst...;;;;;;;;;;;;;x
POPULAR_REVOLT;[Root.PrimaryTitle.GetAdjective] Popular Revolt;;;;;;;;;;;;;x
fr_chaotic_revolt_desc;Chaotic Revolt for [Title.GetBaseName];;;;;;;;;;;x
CB_NAME_CHAOTIC_REVOLT;Chaotic Revolt for [Title.GetBaseName];;;;;;;;;;;;;x
WAR_NAME_CHAOTIC_REVOLT;$FIRST_ADJ$ Chaotic Revolt of $SECOND$;;;;;;;;;;;;;x
CHAOTIC_UPRISER;[Root.PrimaryTitle.GetAdjective] Chaotic Revolt;;;;;;;;;;;;;x
launched_prepared_invasion;Preparing Invasion;;;;;;;;;;;;x
launched_prepared_invasion_desc;Preparing to Invade [prep_invader_target.GetTitledFirstName];;;;;;;;;;;;x
start_preparing_invasion_TT;Prepare an invasion of the lands of [Root.GetTitledName].;;;;;;;;;;;;;x
fr_prepared_invasion;Prepared Invasion;;;;;;;;;;;;;x
fr_prepared_invasion_desc;Prestigious rulers can, once in their lifetime, prepare invasions before they declare war. During the next two years, many adventurers and opportunists may flock to your banner, especially against a powerful target. However, if you fail to launch your attack in two years' time, you will lose face.;Les seigneurs prestigieux pourront, une fois dans leur vie, planifier une invasion avant de déclarer la guerre. Au cours des deux prochaines années, plusieurs aventuriers et opportunistes pourront se ranger sous votre étendard, en particulier contre une cible puissante. Cependant, si vous n'arrivez pas ?Eamorcer votre attaque dans les deux ans, vous perdrez la face.;Angesehene Herrscher können einmal in ihrem Leben Invasionen vorbereiten, bevor sie einen Krieg erklären. In den nachfolgenden zwei Jahren können sich viele Abenteurer und Opportunisten Eurem Banner anschließen, insbesondere wenn das Ziel mächtig ist. Wenn Ihr allerdings nicht im Zeitraum von zwei Jahren angreift, werdet Ihr Euer Gesicht verlieren.;;Los Prestigiosos gobernantes pueden, una vez en su vida, preparar invasiones antes de declarar la guerra. Durante los siguientes dos a?os, muchos aventureros y oportunistas pueden acudir a tu bandera, en especial frente a un objetivo poderoso. Sin embargo, si no lanzas tu ataque en el plazo de dos a?os, perderás dignidad.;;;;;;;;;x
fr_prepared_invaded_tip;Not the target of an ongoing Prepared Invasion;;;;;;;;;;;;;x
fr_prepared_invasion_desc.1;Many of your people have proven their loyalty to you in emulating your new way of life, but in doing so have left behind their appetite for warfare. While the adventurers and mercenaries flocking under your banner may still do battle, it will be an impossible task to achieve victory without the assent of your subjects. In any case, you have your hands full managing the tension between those that yet keep to the old ways and those that have followed your example.\n The momentum of the invasion has been irrevocably lost. It is unlikely you will be able to attempt this again in your lifetime.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.2;Didn't wage war in 2 years.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.2a;All For Naught;;;;;;;;;;;;;x
fr_prepared_invasion_desc.4;Violating the oath made to [From.GetHerHis] followers,[From.GetTitledName] has decided to withhold plunder and land rights promised to them. While the outcome of the war has yet to be decided, the unruly mob that gathered under [From.GetHerHis] banner has deserted in protest.;;;;;;;;;;;;;x
fr_prepared_invasion_desc_opt.4a;Ha! [From.GetHerHis] avarice got the best of [From.GetHerHis] common sense!;;;;;;;;;;;;;x
fr_prepared_invasion_desc.6;Large numbers of warriors have arrived from all corners of your realm, hoping to join your expedition against [prep_invader_target.GetTitledName]!;;;;;;;;;;;;;x
fr_prepared_invasion_desc.7;A renowned warrior has arrived at your court with their party, hoping to partake in your invasion of [prep_invader_target.GetTitledName]!;;;;;;;;;;;;;x
fr_prepared_invasion_desc.9;[From.GetTitledName], not content with their lot, is preparing an invasion the realm of [From.prep_invader_target.GetTitledName], attracting mercenaries, adventurers and worse to their banner. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.9a;Stirrings of an Invasion;;;;;;;;;;;;;x
fr_prepared_invasion_desc.9a2;Times are hard. The normally isolationist Lions of Arnaden are on the warpath for land and resources. The Aslanlar warlord [From.GetTitledName] prepares an invasion the realm of [From.prep_invader_target.GetTitledName], attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.9b;Times are hard. The normally isolationist Eraka Clans are on the warpath for land and resources. The Eraka warlord [From.GetTitledName] prepares an invasion the realm of [From.prep_invader_target.GetTitledName], attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.9c;The ambitious gnoll warlord [From.GetTitledName], not content with being a scourge to the region, is preparing an invasion the realm of [From.prep_invader_target.GetTitledName], attracting mercenaries, adventurers and worse to their banner. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.9d;Times are hard. The normally noble and peaceful Wemic prides are on the warpath for land and resources. The Wemic warlord [From.GetTitledName] prepares an invasion the realm of [From.prep_invader_target.GetTitledName], attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.9e;Times are hard. The normally isolationist Centaur Clans are on the warpath for land and resources. The Centaur warlord [From.GetTitledName] prepares an invasion the realm of [From.prep_invader_target.GetTitledName], attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.9f;The ambitious [From.Culture.GetName] warlord [From.GetTitledName], not content with being a scourge to the region, is preparing an invasion the realm of [From.prep_invader_target.GetTitledName], attracting mercenaries, adventurers and worse to their banner. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.9g;The ambitious Orcish warlord [From.GetTitledName], not content with being a scourge to the region, is preparing an invasion the realm of [From.prep_invader_target.GetTitledName], attracting mercenaries, adventurers and worse to their banner. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.9h;Times are hard. The normally isolationist [From.Culture.GetName] Clans are on the warpath for land and resources. The [From.Culture.GetName] warlord [From.GetTitledName] prepares an invasion the realm of [From.prep_invader_target.GetTitledName], attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc_opt.9a;Ominous.;;;;;;;;;;;;;x
fr_prepared_invasion_desc_opt.9b;That's for my successor to worry about.;;;;;;;;;;;;;x
fr_prepared_invasion_desc_opt.9c;Cease bothering me about such matters!;;;;;;;;;;;;;x
prep_inv_opt_out_char_tt;You won't be notified for the rest of your reign.;;;;;;;;;;;;;x
prep_inv_opt_out_global_tt;You won't be notified for the rest of the playthrough.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.10;With my standing and prestige, I will prepare an invasion the realm of [From.prep_invader_target.GetTitledName], attracting mercenaries, adventurers, and other warriors to my banner. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.10a;Times are hard. The normally isolationist Lions of Arnaden are on the warpath for land and resources.I will prepare an invasion the realm of [prep_invader_target.GetTitledName], attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.10b;Times are hard. The normally isolationist Eraka Clans are on the warpath for land and resources.I will prepare an invasion the realm of [prep_invader_target.GetTitledName], attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.10c;With my standing and prestige as a warlord, I will prepare an invasion the realm of [From.prep_invader_target.GetTitledName], attracting mercenaries, adventurers, and other clans to my banner. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.10d;Times are hard. The normally noble and peaceful Wemic Prides are on the warpath for land and resources.I will prepare an invasion the realm of [prep_invader_target.GetTitledName], attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.10e;Times are hard. The normally isolationist Centaur Clans are on the warpath for land and resources.I will prepare an invasion the realm of [prep_invader_target.GetTitledName], attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.10f;With my standing and prestige as a warlord, I will prepare an invasion the realm of [From.prep_invader_target.GetTitledName], attracting mercenaries, adventurers, and other clans to my banner. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.10g;With my standing and prestige as a warlord, I will prepare an invasion the realm of [From.prep_invader_target.GetTitledName], attracting mercenaries, adventurers, and other clans to my banner. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.10h;Times are hard. The normally isolationist [From.Culture.GetName] Clans are on the warpath for land and resources. I will prepare an invasion the realm of [prep_invader_target.GetTitledName], attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc_opt.10a;This will be glorious!;;;;;;;;;;;;;x
fr_prepared_invasion_desc.11;[From.GetTitledName], not content with their lot, is preparing an invasion the my realm, attracting mercenaries, adventurers and worse to their banner. This expedition could have serious consequences not just for my people, but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.11a;The normally isolationist Lions of Arnaden are on the warpath for land and resources. The Aslanlar warlord [From.GetTitledName] prepares an invasion on my realm, attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for my people, but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.11b;The normally isolationist Eraka Clans are on the warpath for land and resources. The Eraka warlord [From.GetTitledName] prepares an invasion on my realm, attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for my people, but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.11c;The ambitious Gnoll warlord [From.GetTitledName], not content with being a scourge to the region, is preparing an invasion of my realm, attracting mercenaries, adventurers and worse to their banner. This expedition could have serious consequences not just for my people, but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.11d;The normally noble and peaceful Wemic prides are on the warpath for land and resources. The Wemic warlord [From.GetTitledName] prepares an invasion of my realm, attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for my people, but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.11e;The normally isolationist Centaur Clans are on the warpath for land and resources. The Centaur warlord [From.GetTitledName] prepares an invasion on my realm, attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for my people, but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.11f;The ambitious [From.Culture.GetName] warlord [From.GetTitledName], not content with being a scourge to the region, is preparing an invasion of my realm, attracting mercenaries, adventurers and worse to their banner. This expedition could have serious consequences not just for my people, but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.11g;The ambitious Orcish warlord [From.GetTitledName], not content with being a scourge to the region, is preparing an invasion of my realm, attracting mercenaries, adventurers and worse to their banner. This expedition could have serious consequences not just for my people, but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.11h;The normally isolationist [From.Culture.GetName] Clans are on the warpath for land and resources. The [From.Culture.GetName] warlord [From.GetTitledName] prepares an invasion of my realm, attracting warriors from the disparate clans with promises to share the spoils of conquest. This expedition could have serious consequences not just for my people, but for the region as a whole.;;;;;;;;;;;;;x
fr_prepared_invasion_desc_opt.11a;They must be stopped!;;;;;;;;;;;;;x
fr_prepared_invasion_desc.12;Preparations for the invasion have been ongoing for about year.;;;;;;;;;;;;;x
fr_prepared_invasion_desc_opt.12a;Time to review my plans...;;;;;;;;;;;;;x
fr_prepared_invasion_desc.13;Preparations for the invasion have been ongoing for about a year and a half.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.14;There is not much time left before preparations for the invasion will end, in war or in failure.;;;;;;;;;;;;;x
fr_prepared_invasion_desc_opt.16a;Great News!;;;;;;;;;;;;;x
fr_prepared_invasion_desc.16b;Pre-emptive hostilities with [From.GetTitledName] has disrupted [From.GetHerHis] invasion of your realm, the chaos scattering their recruited forces and ground their momentum to a halt.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.16c;Your subordination to [Root.Liege.GetTitledName] has been sufficiently intimidating to the point of engendering chaos in the camps of [From.GetTitledName], disrupting [From.GetHerHis] invasion of your realm for the moment.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.16d;[From.GetTitledName] left behind many things when they adopted a drastically different way of life, including their appetite for an invasion of your realm for the moment.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.16e;Your recent expansion of the realm was a sufficient demonstration of your power it seems, for [From.GetTitledName]'s rabble looks to have lost their enthusiasm for war and are deserting en masse.;;;;;;;;;;;;;x
fr_prepared_invasion_desc.16f;Despite your recent territorial losses, there is a silver lining to all this: Your realm is sufficiently meager that [From.GetTitledName] no longer considers you worthy of invasion.;;;;;;;;;;;;;x
