#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
#
#Support people
#start sponsoring arts
EVTDESC_HRP_200;I can't organize a festival dedicated to the arts without some kind of theme. What specific type of art should I sponsor?;;;;;;;;;;;x
EVTOPTA_HRP_200;Jesters, jugglers, street performers, I want the best entertainers!;;;;;;;;;;;x
EVTOPTB_HRP_200;Painters, sculptors and poets. Only real artists, please.;;;;;;;;;;;x
EVTOPTC_HRP_200;Bring to me the best scholars and inventors of the land.;;;;;;;;;;;x
#
#circus 1
EVTDESC_HRP_201;Our entertainers are finally here! Now, I have to decide how to employ my own time at the festival.;;;;;;;;;;;x
EVTOPTA_HRP_201;These people travel a lot, they'll be useful informers.;;;;;;;;;;;x
EVTOPTB_HRP_201;Let's have a good time.;;;;;;;;;;;x
#
#circus 2
EVTDESC_HRP_202;The festival is almost over, and the common folk weep as traveling circuses leave my land one by one. As for myself, I can now call some of these performers my genuine friends.;;;;;;;;;;;x
EVTOPTA_HRP_202;They'll be great assets to our cause in the future.;;;;;;;;;;;x
EVTOPTB_HRP_202;I want to employ them for a longer time.;;;;;;;;;;;x
#
#art 1
EVTDESC_HRP_203;Our artists are here. What should they focus on? They are a creative bunch, to be sure, but they need some direction.;;;;;;;;;;;x
EVTOPTA_HRP_203;You're free to create whatever you think is beautiful.;;;;;;;;;;;x
EVTOPTB_HRP_203;Our cities, castles and temples are in need of your talents.;;;;;;;;;;;x
#
#art 2
EVTDESC_HRP_204;The festival is almost over. My guests have made my realm truly a better place, but they will soon leave my court, sharing the work they've done here with the rest of the world.;;;;;;;;;;;x
EVTOPTA_HRP_204;As they should.;;;;;;;;;;;x
EVTOPTB_HRP_204;I will hire the most talented among them.;;;;;;;;;;;x
#
#scholar 1
EVTDESC_HRP_205;Our scholars are here. They are already bickering among themselves, unable to decide what they should work on. It looks like the choice is up to me.;;;;;;;;;;;x
EVTOPTA_HRP_205;Innovation is what I'm interested in.;;;;;;;;;;;x
EVTOPTB_HRP_205;History is not something that should be left at the mercy of nature.;;;;;;;;;;;x
#
#scholar 2
EVTDESC_HRP_206;The festival is almost over. Piles of paper and notes are scattered everywhere in my home, and my guests are preparing to leave. I'm kind of done with their arguments and pointless rivalries.;;;;;;;;;;;x
EVTOPTA_HRP_206;A few of them deserve a job.;;;;;;;;;;;x
EVTOPTB_HRP_206;Some of the things they worked on are worth a bit of money, at least.;;;;;;;;;;;x
#
#end festival
EVTDESC_HRP_207;My art festival is officially over. Our lands won't see a similar event for many years to come, but I can already see the positive lasting effects on my capital's economy. I'm sure the rest of the Harpers are pleased, as well.;;;;;;;;;;;x
EVTOPTA_HRP_207;A glorious event.;;;;;;;;;;;x
#
#harper training
EVTDESC_HRP_300;You can find so many brave, powerful adventurers in the great halls of the Harpers. Thanks to my high rank and status, many of them are more than willing to help me progress on my chosen path.;;;;;;;;;;;x
EVTOPTA_HRP_300;Excellent.;;;;;;;;;;;x
#
#misc tooltips
#
support_people_cooldown_custom_tooltip;Has not used the decision in the last 6 months.;;;;;;;;;;;x
#
increase_prosperity_harper_tooltip;The §YProsperity§! of the targeted province increases!;;;;;;;;x
#
support_consequences_custom_tooltip;Will most likely lead to a slight income reduction for 5 years.;;;;;;;;;;;x
#
sponsor_arts_cooldown_custom_tooltip;Has not used the decision in the last 8 years.;;;;;;;;;;;x
#
harper_training_cooldown_custom_tooltip;Has not used the decision in the last 5 years.;;;;;;;;;;;x
#
EVTOPTA_HRP_100_TOOLTIP;How will the people be supported?;;;;;;;;;;;x
#
EVTTOOLTIP_HRP_101;Let's see...;;;;;;;;;;;x
#
EVTOPTA_HRP_101_TOOLTIP;Local prosperity and morale increased, vassals angered.;;;;;;;;;;;x
#
EVTOPTB_HRP_101_TOOLTIP;Local prosperity and morale increased, reduced income for 5 years.;;;;;;;;;;;x
#
EVTOPTC_HRP_101_TOOLTIP;Local prosperity and morale increased, slightly reduced income for 5 years.;;;;;;;;;;;x
#
support_people_sneaky;Sneaky Local Support;;;;;;;;;;;x
support_people_sneaky_desc;The nobility has been forced to support the local populace.;;;;;;;;;;;x
#
support_people_direct;Local Support;;;;;;;;;;;x
support_people_direct_desc;The local peasantry is benefitting from a tax discount.;;;;;;;;;;;x
#
support_people_fundraising;Great Charity Drives;;;;;;;;;;;x
support_people_fundraising_desc;Charity is commonplace around here, thanks to the local ruler's efforts.;;;;;;;;;;;x
#
friendly_circuses;Friendly Entertainers;;;;;;;;;;;x
friendly_circuses_desc;Many street artists and traveling performers are friendly to this character.;;;;;;;;;;;x
#
friendly_artists;Friendly Artists;;;;;;;;;;;x
friendly_artists_desc;Many notable artists speak highly of this character.;;;;;;;;;;;x
#
friendly_scholars;Friendly Scholars;;;;;;;;;;;x
friendly_scholars_desc;This character has contacts among the most learned scholars of the land.;;;;;;;;;;;x
#
contacts_circuses;Entertainer Contacts;;;;;;;;;;;x
contacts_circuses_desc;This character has spies and informers among traveling circuses.;;;;;;;;;;;x
#
fun_circuses;Fun Host;;;;;;;;;;;x
fun_circuses_desc;This character knows how to have a good time.;;;;;;;;;;;x
#
network_circuses;Roaming Harper Agents;;;;;;;;;;;x
network_circuses_desc;This character has recruited harpers among traveling circuses.;;;;;;;;;;;x
#
homeland_circuses;Homeland Circuses;;;;;;;;;;;x
homeland_circuses_desc;This character has hired several traveling circuses.;;;;;;;;;;;x
#
beauty_artists;Beautiful Art;;;;;;;;;;;x
beauty_artists_desc;This character has sponsored the creation of beautiful art pieces.;;;;;;;;;;;x
#
buildings_artists;Restructuring Demesne;;;;;;;;;;;x
buildings_artists_desc;This character has hired artists to design new buildings.;;;;;;;;;;;x
#
share_artists;Sharing Art;;;;;;;;;;;x
share_artists_desc;This character has sponsored talented artists that are now roaming Toril.;;;;;;;;;;;x
#
keep_artists;Hired Artists;;;;;;;;;;;x
keep_artists_desc;This character has hired talented artists on a semi-permanent basis.;;;;;;;;;;;x
#
researcher_scholars;Promoting Innovation;;;;;;;;;;;x
researcher_scholars_desc;Scholars working for this character have embarked in several innovative projects.;;;;;;;;;;;x
#
history_scholars;Passing On History;;;;;;;;;;;x
history_scholars_desc;Scholars working for this character are chronicling history.;;;;;;;;;;;x
#
employ_scholars;Hired Scholars;;;;;;;;;;;x
employ_scholars_desc;This character has a few skilled scholars hired.;;;;;;;;;;;x
#
monetizing_scholars;Profiting On Culture;;;;;;;;;;;x
monetizing_scholars_desc;This character is making some extra gold selling the writings of skilled scholars.;;;;;;;;;;;x
#
EVTDESC_HRP_1003;Greetings, [Root.GetTitledFirstName].\n [elimination_target.GetFirstName] is suspected to be a member of the [elimination_target.Society.GetName], operating from within your own lands. We would like to have this hostile interloper eliminated or neutralized, as you see fit.;;;;;;;;;;;x
#
EVTDESC_LA_507_HRP;With [From.GetFirstName] out of the way, your enemies' capability to interfere with your internal affairs is greatly reduced. You've shown those wicked villains what the Harpers are capable of.;;;;;;;;;;;x
EVTOPTA_LA_507_HRP;Our enemies are many, but we'll never give up.;;;;;;;;;;;x
#
HRP_desc.1;The Harpers have been very supportive of your planned war, but things have changed, and you can no longer call yourself an harper nowadays. While your target remains a tyrant, deserving of being overthrown, you are no longer deemed fit to lead this battle.\n The momentum of the invasion has been irrevocably lost.;;;;;;;;;;;;;x
#
HRP_desc.2;After getting everyone's hopes up, you failed to wage war in 2 years. Clearly, no tyrant will be deposed anytime soon, and all the adventurers and freedom fighters that joined your side are now leaving.;;;;;;;;;;;;;x
HRP_desc.2a;All For Naught;;;;;;;;;;;;;x
#
HRP_desc.4;Violating the oath made to the Harpers,[From.GetTitledName] has decided to wage a personal, unsanctioned war. While the outcome of the war has yet to be decided, the adventurers and freedom fighters that gathered under [From.GetHerHis] banner have deserted in protest.;;;;;;;;;;;;;x
HRP_desc_opt.4a;Ha! [From.GetHerHis] impatience got the best of [From.GetHerHis] common sense!;;;;;;;;;;;;;x
#
HRP_desc.6;Large numbers of freedom fighters have arrived from all corners of [prep_invader_target.GetTitledName]'s realm, hoping to join your fight against tyranny!;;;;;;;;;;;;;x
#
HRP_desc.7;A renowned harper has arrived at your court with their party, hoping to participate in your fight against [prep_invader_target.GetTitledName]!;;;;;;;;;;;;;x
#
HRP_desc.6;Some adventurers and well-intentioned soldiers of fortune have arrived at your court, hoping to join your fight against tyranny!;;;;;;;;;;;;;x
#
HRP_desc.9;[From.GetTitledName], in cahoots with the Harpers, is preparing to attack the realm of the alleged tyrant [From.prep_invader_target.GetTitledName], attracting freedom fighters, adventurers and peasant rabble to their banner. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
HRP_desc.9_alt;[From.GetTitledName], supported by the Harpers, is preparing to attack the realm of the tyrant [From.prep_invader_target.GetTitledName], attracting freedom fighters, adventurers and volunteers to their banner. This expedition could have serious consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
HRP_desc.9a;Winds of War;;;;;;;;;;;;;x
fr_prepared_invasion_desc_opt_harp.9a;Interesting.;;;;;;;;;;;;;x
#
HRP_desc.10;Thanks to my standing among the Harpers, I will wage war against the tyrant [From.prep_invader_target.GetTitledName], attracting freedom fighters, adventurers and other warriors to my banner. This expedition could have important consequences not just for the people of [From.prep_invader_target.PrimaryTitle.GetFullName], but for the region as a whole.;;;;;;;;;;;;;x
#
HRP_desc.11;[From.GetTitledName], in cahoots with the Harpers, is preparing an invasion of my realm, attracting traitorous rebels, adventurers and peasant rabble to their banner. This expedition could have serious consequences not just for my people, but for the region as a whole.;;;;;;;;;;;;;x
#
HRP_desc.12;Preparations for the invasion have been ongoing for about a year.;;;;;;;;;;;;;x
#
HRP_desc.13;Preparations for the invasion have been ongoing for about a year and a half.;;;;;;;;;;;;;x
#
HRP_desc.14;There is not much time left before preparations for the invasion will end, in war or in failure.;;;;;;;;;;;;;x
#
HRP_desc.17a;End of an Invasion;;;;;;;;;;;;;x
#
HRP_desc.17b;Pre-emptive hostilities with [prep_invader_target.GetTitledName] has disrupted the flow of volunteers and arms into your staging grounds. Many of the soldiers, carried away by the atmosphere, have staged raids on their own and have lost contact with the main host. Some of the more prideful ones have dispersed, upset that their assent was not sought. Rumors are already spreading that the invasion has already begun, discouraging latecomers from turning up and infuriating many who feel like they were left behind by the main host.\n The momentum of the invasion has been irrevocably lost.;;;;;;;;;;;;;x
#
HRP_desc.17c;The subordination of [prep_invader_target.GetTitledName] by [prep_invader_target.Liege.GetTitledName] has had unforeseen effects on the momentum of your invasion. Many of your volunteers aren't sure this war would be righteous, anymore. Many of them are sympathetic to [persistent_event_target:prep_invader_target.Liege.GetTitledName]'s cause and have left citing concerns of honour.\n The momentum of the invasion has been irrevocably lost.;;;;;;;;;;;;;x
#
HRP_desc.17f;With the recent string of defeats suffered by [prep_invader_target.GetTitledName], their realm has weakened to the point of insignificance. Most of our harper-lead volunteers are now leaving, moving on to more pressing concerns.\n The momentum of the invasion has been irrevocably lost.;;;;;;;;;;;;;x
#
harper_invasion_desc;High Harpers can wage war to shatter the realms of evil, villainous rulers. Freedom fighters and adventurers may join them in such a war, but they must attack within two years.;;;;;;;;;;;;;x
CB_NAME_HARPER_INVASION;Prepared Shattering of a Tyrannical Realm;;;;;;;;x
WAR_NAME_HARPER_INVASION;$ORDER$$FIRST_ADJ$ War to Shatter the Realm of $DEFENDER$;;;;;;;;x
destabilization_harper_success_tt;All held Duchies, Kingdoms and Empires are destroyed.;;;;;;;;x
#
EVTDESC_HRP_501;Greetings, [Root.GetTitledFirstName].\n The dangerous tyrant [harper_invasion_target.GetFirstName] has ruled long enough. If you would start a war to shatter [harper_invasion_target.GetHerHis] realm, the Harpers would support you every step of the way, lending troops and fine commanders. What do you say?;;;;;;;;x
#
#########
#KUO-TAN#
#########
kuo_tan_society;Kuo-Tan;;;;;;;;;;;x
kuo_tan_society_desc;The Society of the Kuo-Tan, meaning National Courage, is a secret organisation dedicated to the prosperity of rulers and their subjects in Shou Lung. It opposes the Tsui Tong, from which it split long ago, and it enjoys the patronage of some powerful people within the Empire.;;;;;;;;;;;x
kuo_tan_society_leader_desc;The Jade Mountain is the mysterious leader of the Kuo-Tan, said to have the ear of the Emperor himself.;;;;;;;;;;;x
#
kuo_tan_society_rank_1_female;Straw Sandal;;;;;;;;;;;x
kuo_tan_society_rank_2_female;White Fan;;;;;;;;;;;x
kuo_tan_society_rank_3_female;Vanguard;;;;;;;;;;;x
kuo_tan_society_rank_4_female;Deputy Mountain;;;;;;;;;;;x
kuo_tan_society_rank_1_male;Straw Sandal;;;;;;;;;;;x
kuo_tan_society_rank_2_male;White Fan;;;;;;;;;;;x
kuo_tan_society_rank_3_male;Vanguard;;;;;;;;;;;x
kuo_tan_society_rank_4_male;Deputy Mountain;;;;;;;;;;;x
#
currency_name_kuo_tan_society;Harmony;;;;;;;;;;;x
#
#rank tooltips
kuo_tan_society_tt_rank1;Straw Sandals are communicators, working to keep the different cells of the Kuo-Tan in touch with each other.;;;;;;;;;;;x
kuo_tan_society_tt_rank2;White Paper Fans are administrators within the Kuo-Tan, ensuring that the society's covert justice is tempered with mercy.;;;;;;;;;;;x
kuo_tan_society_tt_rank3;Vanguards are senior members of the Kuo-Tan, who support a wide range of operations.;;;;;;;;;;;x
kuo_tan_society_tt_rank4;Deputy Mountains are the inner circle of the Kuo-Tan, who know the truth of the society's clandestine dealings with the Jade Throne and the Mandarinate.;;;;;;;;;;;x
#Welcome to the Kuo-Tan
EVTDESC_kuo_tan_invite;Congratulations! You have become the newest member of the esteemed and honorable Society of the Kuo-Tan. There is evil and unrest that stirs in the heart of the Shou empire, but our Society will be ready to meet it. We stand ready to assist our members, oppose tyranny, uphold the downtrodden, and build up our communities. The rumors you have heard are true - the Society seeks to preserve and support the Imperial Throne, for strength and justice are the forerunners of peace and prosperity.\n - Jade Mountain;;;;;;;;;;;x
EVTOPTA_kuo_tan_invite;An honor to be here.;;;;;;;;;;;x
#
EVTDESC_LA_507_KUO;With [From.GetFirstName] out of the way, your enemies' capability to interfere with your internal affairs is greatly reduced. You've shown those villains what the Kuo Tan is capable of.;;;;;;;;;;;x
EVTOPTA_LA_507_KUO;We serve the Emperor.;;;;;;;;;;;x
#
#Become Vassal
kuo_tan_become_vassal;Become Vassal of Shou Lung;;;;;;;;;;;x
kuo_tan_become_vassal_desc;The Kuo-Tan is devoted to the secret support of the Shou Empire. Joining the Empire as a vassal would please both the Emperor, and the Kuo-Tan.;;;;;;;;;;;x
kuo_tan_become_vassal_power_desc;Enables you to §Gright-click§! the portrait of the Western Shou Imperial Governor in order to pledge your loyalty as vassal.;;;;;;;;;;;x
#
