TYREVT.10;[FROM.GetBestName] is, it appears, in legal trouble. So much so that [FROM.GetSheHe] requires your help as a lawyer, since that is a duty that Tyrrans often fulfill. This is not something you can accept without consideration, however, since [FROM.GetBestName]'s future would be in your hands.;;;;;;;;;;;;;x
TYREVT.10a;I'll do it, but I'll require payment.;;;;;;;;;;;;;x
TYREVT.10b;I'll do it for free.;;;;;;;;;;;;;x
TYREVT.10c;Sorry, but I can't do it.;;;;;;;;;;;;;x
TYREVT.11;You acted as a lawyer for [FROM.GetBestName] in the legal case [FROM.GetSheHe] was in and managed to successfully argue [FROM.GetHerHis] case before the court. As agreed, a grateful [FROM.GetBestName] gives you your pay.;;;;;;;;;;;;;x
TYREVT.11a;Keep the money for yourself.;;;;;;;;;;;;;x
TYREVT.11b;Donate the money to the Church.;;;;;;;;;;;;;x
TYREVT.12;You acted as a lawyer for [FROM.GetBestName] in the legal case [FROM.GetSheHe] was in and managed to successfully argue [FROM.GetHerHis] case before the court. Afterwards, a grateful [FROM.GetBestName] thanks you for your service.;;;;;;;;;;;;;x
TYREVT.12a;Justice is served.;;;;;;;;;;;;;x
TYREVT.13;You acted as a lawyer for [FROM.GetBestName] in the legal case [FROM.GetSheHe] was in and performed rather poorly. Not surprisingly, [FROM.GetBestName] is not at all pleased with you at the moment, and that doesn't seem like it will change soon.;;;;;;;;;;;;;x
TYREVT.13a;Maybe I should leave it to the professionals.;;;;;;;;;;;;;x
tb_refused_law_change;Unjust ruler;;;;;;;;;;;;;x
tb_accepted_law_change;Just ruler;;;;;;;;;;;;;x
TYREVT.15;[FROM.GetBestName] approaches you while at court to bring a legal matter to your attention. According to the Tyrran, it appears that one of the laws in your realm contradicts others, and is thus unjust. [FROM.GetSheHe] petitions you to change or revoke that law.;;;;;;;;;;;;;x
TYREVT.15a;Change the law.;;;;;;;;;;;;;x
TYREVT.15b;I rule here, not you!;;;;;;;;;;;;;x
TYREVT.17;You've noticed that over the course of several of Tyr's monthly High Rites, you and [FROM.GetBestName] have grown closer to each other. In fact, it can be said that through your shared faith, you've become friends.;;;;;;;;;;;;;x
TYREVT.17a;Great!;;;;;;;;;;;;;x
tyr_call_tyr_knights;Call for Tyr's Knights!;;;;;;;;;;;;;x
tyr_call_tyr_knights_desc;Ask the Church of Tyr to send holy knights to aid you in your war against a servant of one of Tyr's own enemies.;;;;;;;;;;;;;x
patron_selune;Selûnite;;;;;;;;;;;;;x
patron_selune_desc;Selûne is one of the oldest deities on Toril and is the goddess of the moon, stars, navigation, wanderers and non-evil lycanthropes. She is the eternal enemy of her sister Shar and the phases of the moon reflect this conflict. The highest principle amongst Selûnites is that of tolerance, followed by equality, acceptance and understanding.;;;;;;;;;;;;;x
