#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
chauntean_faith_DESC;This character follows the radical arm of the Church of Chauntea, which believes that as Chauntea personifies the whole earth, so her worship must be spread to all the ends of the world.;;;;;;;;;;;;;x
GOD_CHAUNTEA;Chauntea;;;;;;;;;;;;;x
ubtao_worship;Ubtao Worship;;;;;;;;;;;;;x
ubtao_worship_DESC;This character worships Ubtao, the Creator of Chult. Ubtao is said to be the creator of the land of Chult, founder of the city of Mezro, and father of the land's dinosaurs.;;;;;;;;;;;;;x
UBTAO;Ubtao;;;;;;;;;;;;;x
THARD_HARR;Thard Harr;;;;;;;;;;;;;x
ESHOWDOW;Eshowdow;;;;;;;;;;;;;x
CRUSADE;Crusade;;;;;;;;;;;;;x
GREAT_HOLY_WAR;Great Holy War;;;;;;;;;;;;;x
sacred_teachings;the holy teachings;;;;;;;;;;;;;x
sacred_texts;the holy books;;;;;;;;;;;;;x
cyrinishad;the Cyrinishad;;;;;;;;;;;;;x
mulhorandi_faith;Mulhorandi;;;;;;;;;;;;;x
mulhorandi_faith_DESC;This character worships the ancient alien gods brought to Toril by Ptah long ago.;;;;;;;;;;;;;x
BOOK_OF_THE_DEAD;Book of the Dead;Book of the Dead;Book of the Dead;;Book of the Dead;;;;;;;;;x
GOD_AMAUNET;Amaunet;Amaunet;Amaunet;;Amaunet;;;;;;;;;x
GOD_AMON;Amon;Amon;Amon;;Amon;;;;;;;;;x
GOD_KAUKET;Kauket;Kauket;Kauket;;Kauket;;;;;;;;;x
GOD_KEK;Kek;Kek;Kek;;Kek;;;;;;;;;x
GOD_HAUHET;Hauhet;Hauhet;Hauhet;;Hauhet;;;;;;;;;x
GOD_HEH;Heh;Heh;Heh;;Heh;;;;;;;;;x
GOD_NAUNET;Naunet;Naunet;Naunet;;Naunet;;;;;;;;;x
GOD_NUN;Nun;Nun;Nun;;Nun;;;;;;;;;x
GOD_SET;Set;Set;Set;;Set;;;;;;;;;x
GOD_ATEN;Aten;Aton;Aten;;Aten;;;;;;;;;x
GOD_PTAH;Ptah;;;;;;;;;x
GOD_RE;Re;Re;Re;;Re;;;;;;;;;x
GOD_ISIS;Isis;Isis;Isis;;Isis;;;;;;;;;x
GOD_OSIRIS;Osiris;Osiris;Osiris;;Osiris;;;;;;;;;x
GOD_ANUBIS;Anubis;Anubis;Anubis;;Anubis;;;;;;;;;x
GOD_APEP;Apep;Apep;Apep;;Apep;;;;;;;;;x
untheric_faith;Untheric;;;;;;;;;;;;;x
untheric_faith_DESC;This character worships the exiled demigods led by the divine hero Gilgeam, former god-king of Unther.;;;;;;;;;;;;;x
muhjari;Muhjari;;;;;;;;;;;;;x
GOD_GILGEAM;Gilgeam;;;;;;;;;;;;;x
GOD_TIAMAT;Tiamat;;;;;;;;;;;;;x
GOD_BAHAMUT;;;;;;;;;;;;;x
muhjari_DESC;This character follows the ancient Muhjari faith, which was brought to Semphar from Zakhara not long after the time of the Loregiver. The Muhjari faith emphasies right action according to a practical moral code.;;;;;;;;;;;;;x
GOD_PROVIDENCE;the Divine Providence;;;;;;;;;;;;;x
SACRED_LORE;the teachings of the Loregiver;;;;;;;;;;;;;x
GOD_AO;Ao the Overgod;;;;;;;;;;;;;x
GOD_ASMODEUS;Asmodeus;;;;;;;;;;;;;x
the_path;Path of Enlightenment;;;;;;;;;;;;;x
the_path_DESC;This character follows the Path of Enlightenment, a Shou philosophy which emphasises submission to the wisdom of Heaven, as manifested both in the natural order and the Mandate of Heaven upon the Shou emperor.;;;;;;;;;;;;;x
GOD_TIAN;Heaven itself;;;;;;;;;;;;;x
PATH_OF_HEAVEN;the Path of Heaven;;;;;;;;;;;;;x
SHOULING;Shou-Ling;;;;;;;;;;;;;x
GODS_ANCESTORS;the revered Ancestors;;;;;;;;;;;;;x
GODS_IMMORTALS;the sacred Immortals;;;;;;;;;;;;;x
IGNORANCE;the spirit of Ignorance;;;;;;;;;;;;;x
CHAOS;Chaos;;;;;;;;;;;;;x
YANITSAVA;the Yanitsava;;;;;;;;;;;;;x
lama;lama;;;;;;;;;;;;;x
SAGES;the revered Sages;;;;;;;;;;;;;x
PADHRA;the Padhra;;;;;;;;;;;;;x
MARA;Mara;;;;;;;;;;;;;x
adama;Adama;;;;;;;;;;;;;x
adama_DESC;This character follows the path of Adama, a faith from Var the Golden, which teaches that all beings partake of a single oversoul, itself called the Adama.;;;;;;;;;;;;;x
the_adama;the Adama;;;;;;;;;;;;;x
revelation_of_satama;the Revelation of Satama;;;;;;;;;;;;;x
Satama;Satama;;;;;;;;;;;;;x
padhran;Padhran;;;;;;;;;;;;;x
padhran_DESC;This character follows the Padhran faith, which teaches detachment from earthly concerns. It was founded millennia ago by a prince who became known as the Padhra, and is now taught by lamas from the remote land of Ra-Khati.;;;;;;;;;;;;;x
ENLIGHTENED_ONE;the Enlightened One;;;;;;;;;;;;;x
ten_thousand_gods;Ten Thousand Gods;;;;;;;;;;;;;x
ten_thousand_gods_DESC;This character follows the Temple of Ten Thousand Gods, an enlightened faith from Zakhara which honours many gods from all lands.;;;;;;;;;;;;;x
enlightened_law;the Enlightened Law of the Loregiver;;;;;;;;;;;;;x
Kahin;Kahin;;;;;;;;;;;;;x
Hajama;Hajama the Courageous;;;;;;;;;;;;;x
Hakiyah;Hakiyah the Honest;;;;;;;;;;;;;x
Haku;Free Haku;;;;;;;;;;;;;x
Jisan;Jisan the Bountiful;;;;;;;;;;;;;x
Kor;Kor the Venerable;;;;;;;;;;;;;x
Najm;Najm the Adventurous;;;;;;;;;;;;;x
Selan;Selan the Beautiful Moon;;;;;;;;;;;;;x
Zann;Zann the Marvellous;;;;;;;;;;;;;x
cold_gods;the cold gods of the elements;;;;;;;;;;;;;x
zakharan_group;Zakharan;;;;;;;;;;;;;x
karaturan_group;Kara-Turan;;;;;;;;;;;;;x
loviatar;Loviatar;;;;;;;;;;;;;x
god_loviatar;Loviatar;;;;;;;;;;;;;x
loviatar_DESC;This character worships Loviatar, the Maiden of Pain. She is dedicated to causing suffering, and to those who have not felt the touch of her whip, her faith is often a mystery.;;;;;;;;;;;;;x
abyssal_cult;Abyssal Cult;;;;;;;;;;;;;x
abyssal_cult_DESC;This character worships a powerful demon of the Abyss, perhaps even a Demon Prince.;;;;;;;;;;;;;x
grazzt;Graz'zt;;;;;;;;;;;;;x
elven_pantheon_group;Elven Gods;;;;;;;;;;;;;x
elven_pantheon;Seldarine;;;;;;;;;;;;;x
elven_pantheon_DESC;The Seldarine (Elvish for "fellowship of brothers and sisters of the wood") are the elven pantheon of gods that resided on the astral dominion of Arvandor under the leadership of Corellon Larethian.;;;;;;;;;;;;;x
elven_gods;the Seldarine;;;;;;;;;;;;;x
corellon;Corellon Larethian;;;;;;;;;;;;;x
dwarven_pantheon_group;Dwarven Gods;;;;;;;;;;;;;x
dwarven_pantheon;Morndinsamman;;;;;;;;;;;;;x
dwarven_pantheon_DESC;Morndinsamman (dwarven: "shield brothers on high" or "high dwarves") is the collective name of the fourteen deities that form the dwarven pantheon.;;;;;;;;;;;;;x
dwarven_gods;the Morndinsamman;;;;;;;;;;;;;x
moradin_teaching;Moradin's Teaching;;;;;;;;;;;;;x
MORADIN;Moradin;;;;;;;;;;;;;x
SOULFORGER;the Soul-Forger;;;;;;;;;;;;;x
DWARFFATHER;the Dwarf-Father;;;;;;;;;;;;;x
uthgardt_faith;Uthgardt;;;;;;;;;;;;;x
uthgar;Uthgar;;;;;;;;;;;;;x
tuigan_shamanism;Tuigan Shamanism;;;;;;;;;;;;;x
tuigan_shamanism_DESC;This character follows the shamanistic faith of the Tuigan. These nomadic tribespeople worship elemental gods and spirits, and have little time for the deities of settled folk.;;;;;;;;;;;;;x
Etugen;Etugen;;;;;;;;;;;;;x
Malar;Malar;;;;;;;;;;;;;x
Eldath;Eldath;;;;;;;;;;;;;x
Teylas;Teylas;;;;;;;;;;;;;x
Grumbar;Grumbar;;;;;;;;;;;;;x
angry_gods;the angry gods of other nations;;;;;;;;;;;;;x
lolth_cult;Church of Lolth;;;;;;;;;;;;;x
lolth_cult_DESC;The Church of Lolth is solely dedicated to the worship of Lolth, the fearsome spider-demon goddess of the dark elves, or drow.;;;;;;;;;;;;;x
lolth;Lolth;;;;;;;;;;;;;x
drow_polytheism;Drow Polytheism;;;;;;;;;;;;;x
drow_polytheism_DESC;Drow Polytheism;;;;;;;;;;;;;x
dark_seldarine;the Dark Seldarine;;;;;;;;;;;;;x
abbathor;Abbathor;;;;;;;;;;;;;x
giant_pantheon_group;Giant Gods;;;;;;;;;;;;;x
giant_pantheon;Giant Pantheon;;;;;;;;;;;;;x
giant_pantheon_DESC;The Giant Pantheon is worshipped by all kinds of giants across Faerûn. It is headed by Annam, the lofty and unapproachable chief of the giant deities.;;;;;;;;;;;;;x
annam;Annam;;;;;;;;;;;;;x
giants_gods;all the gods of the Giants;;;;;;;;;;;;;x
midget_gods;the small gods of the small peoples;;;;;;;;;;;;;x
faceless_god;Faceless God;;;;;;;;;;;;;x
faceless_god_DESC;The Faceless God is the pitiless deity of the yaklike Yikarians. Said to resemble an immense Yikarian with a totally blank face, the Faceless One demands continual devotion and sacrifice, both of Yikarians and lesser species.;;;;;;;;;;;;;x
god_faceless_god;the Faceless God;;;;;;;;;;;;;x
drow_pantheon;Drow Pantheon;;;;;;;;;;;;;x
drow_pantheon_desc;The Drow Pantheon, sometimes called the Dark Seladarine, is a fractious family of gods worshipped by the dark elves, or drow. Their self-appointed chief is their mother, Lolth, but not all of her children respect her iron rule.;;;;;;;;;;;;;x
vhaeraun;Vhaeraun;;;;;;;;;;;;;x
vhaeraun_DESC;Vhaeraun is the drow god of thievery, territory, and shadow magic. He is the second most frequently worshipped drow god after his mother and enemy Lolth, and the most frequently worshipped drow god on the surface. Among the drow pantheon, he held the unique view that males and females were equally valuable.;;;;;;;;;;;;;x
draconic_group;Draconic Gods;;;;;;;;;;;;;x
draconic_pantheon;Draconic Pantheon;;;;;;;;;;;;;x
draconic_pantheon_DESC;The gods of the dragons are often referred to as the children of Io, the unthinkably ancient Ninefold Dragon who is said to be the god and parent of all dragonkind, good and evil alike.;;;;;;;;;;;;;x
dragon_gods;all the children of Io;;;;;;;;;;;;;x
non_dragon_gods;the gods of all lesser species;;;;;;;;;;;;;x
orc_pantheon_group;Orc Pantheon Group;;;;;;;;;;;;;x
orc_pantheon;Orc Pantheon;;;;;;;;;;;;;x
orc_pantheon_DESC;The orc pantheon consists of the various gods of the orcs. They reside on the plane of Nishrek and are led by Gruumsh One-eye.;;;;;;;;;;;;;x
orc_gods;the Orcish gods;;;;;;;;;;;;;x
non_orc_gods;the gods of the non-Orcish peoples;;;;;;;;;;;;;x
goblin_pantheon_group;Goblin Gods;;;;;;;;;;;;;x
goblin_pantheon;Goblin Pantheon;;;;;;;;;;;;;x
goblin_pantheon_DESC;The goblin pantheon consists of the various gods of the goblins.;;;;;;;;;;;;;x
kartathok_teaching;Kartathok's Teaching;;;;;;;;;;;;;x
Kartathok;Kartathok;;;;;;;;;;;;;x
monster_pantheon;Monster Pantheon;;;;;;;;;;;;;x
monster_pantheon_DESC;The Monster Pantheon is a generic grouping of deities who, although generally not worshipped together, share some common similarities. These deities are usually the sole being worshipped by a race of monsters and are often their creator too.;;;;;;;;;;;;;x
monster_gods;the multifarious divinities of the monsters of Faerûn;;;;;;;;;;;;;x
non_monster_gods;the gods of the civilised species;;;;;;;;;;;;;x
uthgardt_faith_DESC;Uthgar, the Battle Father is the patron demigod of the Uthgardt as well as physical strength. As a mortal, Uthgar was a great barbarian Thane who famously slayed and was slain by Gurt, the Lord of the Pale Giants. In recognition of his prowess, Tempus, Lord of Battles elevated Uthgar to demigodhood and his followers became his first worshippers, calling themselves the Uthgardt after him. It is said that Uthgar had tamed many animal spirits, from which the modern Uthgardt named their tribes after.;;;;;;;;;;;;;x
Uthgar;Uthgar;;;;;;;;;;;;;x
Shaman;shaman;;;;;;;;;;;;;x
Thunderbeast;the Thunderbeast;;;;;;;;;;;;;x
Sky_Pony;the Sky Pony;;;;;;;;;;;;;x
STAT_PIETY_PIETY;Piety;;;;;;;;;;;;;x
STAT_PIETY_KARMA;Karma;;;;;;;;;;;;;x
STAT_PIETY_HONOR;Honor;;;;;;;;;;;;;x
