#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
baron_impilturan;Edlar;;;;;;;;;;;;x
baron_female_impilturan;Edlassa;;;;;;;;;;;;x
family_palace_baron_highcoaster;Duke;;;;;;;;;;;;x
emperor_green_elf;Coronal;;;;;;;;;;;;x
emperor_female_green_elf;Coronal;;;;;;;;;;;;x
king_green_elf;Laranlor;;;;;;;;;;;;x
king_female_green_elf;Laranla;;;;;;;;;;;;x
emperor_moon_elf;Coronal;;;;;;;;;;;;x
emperor_female_moon_elf;Coronal;;;;;;;;;;;;x
king_moon_elf;Laranlor;;;;;;;;;;;;x
king_female_moon_elf;Laranla;;;;;;;;;;;;x
emperor_sun_elf;Coronal;;;;;;;;;;;;x
emperor_female_sun_elf;Coronal;;;;;;;;;;;;x
king_sun_elf;Laranlor;;;;;;;;;;;;x
king_female_sun_elf;Laranla;;;;;;;;;;;;x
emperor_wood_elf;Coronal;;;;;;;;;;;;x
emperor_female_wood_elf;Coronal;;;;;;;;;;;;x
king_wood_elf;Laranlor;;;;;;;;;;;;x
king_female_green_elf;Laranla;;;;;;;;;;;;x
city_duke_sembite;Master;;;;;;;;;;;;x
city_king_sembite;Overmaster;;;;;;;;;;;;x
nomadic_emperor_shaaran;Paramount Chief;;;;;;;;;;;;;x
nomadic_emperor_female_shaaran;Paramount Chief;;;;;;;;;;;;;x
nomadic_empire_shaaran;Paramount Chiefdom;;;;;;;;;;;;;x
nomadic_empire_of_shaaran;Paramount Chiefdom of;;;;;;;;;;;;;x
nomadic_king_shaaran;Great Chief;;;;;;;;;;;;;x
nomadic_king_female_shaaran;Great Chief;;;;;;;;;;;;;x
nomadic_kingdom_shaaran;Great Chiefdom;;;;;;;;;;;;;x
nomadic_kingdom_of_shaaran;Great Chiefdom of;;;;;;;;;;;;;x
nomadic_emperor_wemic;Paramount Chief;;;;;;;;;;;;;x
nomadic_emperor_female_wemic;Paramount Chief;;;;;;;;;;;;;x
nomadic_empire_wemic;Paramount Chiefdom;;;;;;;;;;;;;x
nomadic_empire_of_wemic;Paramount Chiefdom of;;;;;;;;;;;;;x
nomadic_king_wemic;Great Chief;;;;;;;;;;;;;x
nomadic_king_female_wemic;Great Chief;;;;;;;;;;;;;x
nomadic_kingdom_wemic;Pride;;;;;;;;;;;;;x
nomadic_kingdom_of_wemic;Pride of;;;;;;;;;;;;;x
tribal_kingdom_wemic;Pride;;;;;;;;;;;;;x
tribal_kingdom_of_wemic;Pride of;;;;;;;;;;;;;x
nomadic_emperor_centaur;Hipparch;;;;;;;;;;;;;x
nomadic_emperor_female_centaur;Hipparcha;;;;;;;;;;;;;x
nomadic_empire_centaur;Hipparchy;;;;;;;;;;;;;x
nomadic_empire_of_centaur;Hipparchy of;;;;;;;;;;;;;x
nomadic_king_centaur;Herd Archon;;;;;;;;;;;;;x
nomadic_king_female_centaur;Herd Archousa;;;;;;;;;;;;;x
nomadic_kingdom_centaur;Herd;;;;;;;;;;;;;x
nomadic_kingdom_of_centaur;Herd of;;;;;;;;;;;;;x
tribal_king_centaur;Herd Archon;;;;;;;;;;;;;x
tribal_king_female_centaur;Herd Archousa;;;;;;;;;;;;;x
tribal_kingdom_centaur;Herd;;;;;;;;;;;;;x
tribal_kingdom_of_centaur;Herd of;;;;;;;;;;;;;x
baron_chondathan;Lord;;;;;;;;;;;;;x
baron_female_chondathan;Lady;;;;;;;;;;;;;x
count_chondathan;Master;;;;;;;;;;;;;x
count_female_chondathan;Master;;;;;;;;;;;;;x
city_emperor;Grand Councillor;;;;;;;;;;;;;x
city_king;Lord Councillor;;;;;;;;;;;;;x
city_duke;Chancellor;;;;;;;;;;;;;x
city_count;Lord Mayor;Bourgmestre;Oberbürgermeister;;Gran Alcalde;;;;;;;;;x
city_baron;Mayor;Bourgmestre;Bürgermeister;;Alcalde;;;;;;;;;x
city_emperor_female;Lady;;;;;;;;;;;;;x
city_king_female;Lady;;;;;;;;;;;;;x
city_duke_female;Lady;;;;;;;;;;;;;x
city_count_female;Lady Mayor;Bourgmestre;Oberbürgermeisterin;;Gran Alcalde;;;;;;;;;x
city_baron_female;Mayor;Bourgmestre;Bürgermeisterin;;Alcalde;;;;;;;;;x
city_empire_of;Grand Council of;;;;;;;;;;;;;x
city_kingdom_of;Council of;;;;;;;;;;;;;x
city_duchy_of;League of;;;;;;;;;;;;;x
city_county_of;Grand City of;;;;;;;;;;;;;x
city_barony_of;City of;;;;;;;;;;;;;x
city_empire;Grand Council;;;;;;;;;;;;;x
city_kingdom;Council;;;;;;;;;;;;;x
city_duchy;League;;;;;;;;;;;;;x
city_county;Grand City;Grande cité;Prachtvolle Stadt;;Gran Ciudad;;;;;;;;;x
city_barony;City;Cité;Stadt;;Ciudad;;;;;;;;;x
tribal_county_monster;Wilderness;;;;;;;;;;;;;x
tribal_county_of_monster;Wilderness of;;;;;;;;;;;;;x
count_talashan;Suikh;;;;;;;;;;;;;x
count_female_talashan;Suikheena;;;;;;;;;;;;;x
duke_talashan;High Suikh;;;;;;;;;;;;;x
duke_female_talashan;High Suikheena;;;;;;;;;;;;;x
king_talashan;Overking;;;;;;;;;;;;;x
queen_female_talashan;Overqueen;;;;;;;;;;;;;x
king_chultan;Negus Negusti;;;;;;;;;;;;;x
king_female_chultan;Negustat Neguste;;;;;;;;;;;;;x
duke_chultan;Ras;;;;;;;;;;;;;x
