CREATING_RIVERS;Hiding in Darkness...;Création des fleuves...;Wasser wird erstellt...;Tworzenie rzek...;Creando ríos...;Creazione fiumi in corso...;Folyók létrehozása…;;;;;;;x
MAP_PROPERLY_INIT;Seducing a Mind Flayer...;Carte initialisée…;Karte korrekt initialisiert ...;Mapa uruchomiona prawid³owo...;Mapa iniciado correctamente...;Mappa inizializzata correttamente...;A pálya betöltve…;;;;;;;x
CREATING_PROVINCE;Destroying Myth Drannor...;Création de province;Erstellung der Provinz;Tworzenie prowincji;Creando provincia... ;Creazione provincia in corso...;Provincia létrehozása…;;;;;;;x
CREATING_TEXTS;Joining the Harpers...;Création des textes…;Texte werden erstellt ...;Tworzenie tekstów...;Creando textos...;Creazione testi in corso...;Szövegek létrehozása…;;;;;;;x
ADAPTING_HISTORY;Learning from Elminster...;Adaptation de l'Histoire…;Geschichte wird angepasst ...;Przystosowywanie historii...;Adaptando la historia...;Adattamento storia in corso...;Történelmi fájlok betöltése…;;;;;;;x
LOAD_CITY;Building Baldur's Gate...;Chargement ville…;Stadt wird geladen ...;Wczytywanie miasta...;Cargando villa...;Caricamento città in corso...;Pálya betöltése…;;;;;;;x
LOAD_GFX_PDXMAP_SHADERS;Creating a Phylactery...;Chargement de la carte (Création des ombres)...;Karte wird geladen (Shader-Erstellung) ...;;Cargando mapa(Creando shaders)...;;;;;;;;;x
LOAD_GFX_PDXMAP_TERRAIN;Befriending Drizzt...;Chargement de la carte (Création du terrain)...;Karte wird geladen (Gelände-Erstellung) ...;;Cargando mapa(Creando terreno)...;;;;;;;;;x
LOAD_GFX_PDXMAP_BORDERS;Charging a Beholder...;Chargement de la carte (Création des frontières)...;Karte wird geladen (Grenzen-Erstellung) ...;;Cargando mapa(Creando bordes)...;;;;;;;;;x
LOAD_GFX_PDXMAP_TEXTURES;Practicing a Feat...;Chargement de la carte (Création des textures)...;Karte wird geladen (Texturen-Erstellung) ...;;Cargando mapa(Creando texturas)...;;;;;;;;;x
LOAD_GFX_PDXMAP_TREES;Resisting a Dryad...;Chargement de la carte (Création des arbres)...;Karte wird geladen (Baum-Erstellung) ...;;Cargando mapa(Creando árboles)...;;;;;;;;;x
LOAD_GFX_PDXMAP_RIVERS;Burning a Troll...;Chargement de la carte (Création des rivières)...;Karte wird geladen (Fluss-Erstellung) ...;;Cargando mapa(Creando ríos)...;;;;;;;;;x
LOAD_GFX_PDXMAP_STATIC_OBJECTS;Being Enslaved by an Aboleth...;Chargement de la carte (Création des objets)...;Karte wird geladen (Objekt-Erstellung) ...;;Cargando mapa (Creando objetos)...;;;;;;;;;x
LOADING_CALC_NAVAL;Murdering the Bhaalspawn...;Calcul de la portée navale…;Berechnnung der Flotten-Reichweiten…;;Calculando Distancias Navales…;;;;;;;;;x
LOAD_INIT;Recovering Spell Slots...;Initialisation du jeu...;Spiel wird initialisiert ...;;Inicializando juego...;;;;;;;;;x
LOADING_TIP_0;"You should have given a sword, give a man a fish and he feeds himself for a day, give a man a sword and he can chow down on the meaty marrow of evil!" - Minsc;;;;;;;;;;;;;x
LOADING_TIP_1;"Minsc will be free! These bonds will not hold my wrath! Butts will be liberally kicked in good measure!" - Minsc;;;;;;;;;;;;;x
LOADING_TIP_2;"I won't cry for the dead! I won't! Well, maybe a little... but I will staunch the tears with righteous fury!" - Minsc;;;;;;;;;;;;;x
LOADING_TIP_3;"I trust those who prey on children no farther than they can be thrown, even if I manage to throw them pretty far!" - Minsc;;;;;;;;;;;;;x
LOADING_TIP_4;"Fool me once, shame on you, fool me twice, watch it! I'm huge!" - Minsc;;;;;;;;;;;;;x
LOADING_TIP_5;"No trespassing. Violators should notify next of kin. Have a pleasant day." - Sign outside Elminster's Tower;;;;;;;;;;;;;x
LOADING_TIP_6;"Some folk in the Realms would give their lives for the chance to learn at my feet," Elminster said mildly. "Several already have.";;;;;;;;;;;;;x
LOADING_TIP_7;"Life has no meaning but what we give it. I wish a few more of ye would give it a little." - Elminster;;;;;;;;;;;;;x
LOADING_TIP_8;"Adventurer, I am Elminster, and I say to ye that these forgotten realms are yours to discover, reforge, and defend, yours to make anew in winning your own crown. Go forth and take up arms against the perils that beset us!" - Elminster;;;;;;;;;;;;;x
LOADING_TIP_9;Greenwood wills it!;;;;;;;;;;;;;x
LOADING_TIP_10;Sexuality is more open in Faerûn than medieval Earth.;;;;;;;;;;;;;x
LOADING_TIP_11;"Often now I lift my cup in a futile toast, an apology to ears that cannot hear.”- Drizzt Do'Urden;;;;;;;;;;;;;x
LOADING_TIP_12;"Everyone I have ever met desires free will, or thinks he does. How curious then, that so many refuse to accept the inverse cost of freedom: responsibility."- Drizzt Do'Urden;;;;;;;;;;;;;x
LOADING_TIP_13;The Harpers are dedicated to overthrowing all tyrants, and are rarely peaceful about it.;;;;;;;;;;;;;x
LOADING_TIP_14;Eldreth Veluuthra is made up of elves dedicated to eradicating all humans from Faerûn.;;;;;;;;;;;;;x
LOADING_TIP_15;The Cult of the Dragon aims to create an army of undead dragon overlords to rule over Faerûn.;;;;;;;;;;;;;x
LOADING_TIP_16;The Shadow Thieves are a diverse mix of criminals who aim to increase their economic power through unethical means.;;;;;;;;;;;;;x
LOADING_TIP_17;The Underdark is a vast subterranean network of caverns and tunnels that exists beneath the world. It is home to some of the most dangerous creatures in Faerûn.;;;;;;;;;;;;;x
LOADING_TIP_18;Lolth is the drow goddess of trickery and heads the Dark Seldarine pantheon. She used to be an elven goddess of destiny and artisans named Araushnee before her ambition led to her fall.;;;;;;;;;;;;;x
LOADING_TIP_19;Corellon Larethian is the patron god of elves. He is the elvish creator and preserver and governs magic, music, arts, crafts, poetry, and warfare. He is the eternal enemy of Lolth and Gruumsh.;;;;;;;;;;;;;x
LOADING_TIP_20;Tempus is the god of war. His dogma is primarily concerned with honorable battle, forbidding cowardice and encouraging force of arms to settle disputes.;;;;;;;;;;;;;x
LOADING_TIP_21;Selune is the goddess of the moon, light, navigation, wanderers, questers, and good lycanthropes. Her sister, Shar and she were born from the primordial essence of the universe.;;;;;;;;;;;;;x
LOADING_TIP_22;Shar is the goddess of darkness, caverns, dungeons, loss, night, secrets, and the Underdark. She created the Shadow Weave, allowing spellcasters an alternative source for their magic.;;;;;;;;;;;;;x
LOADING_TIP_23;Vhaeraun is the drow god of thievery. He is often worshipped by drow males and surface drow. He opposes his mother and rival, Lolth.;;;;;;;;;;;;;x
LOADING_TIP_24;Eilistraee is the drow goddess of song, dance, hunting, moonlight, and beauty. She is the only good drow deity and the only deity who willingly chose exile to assist the drow.;;;;;;;;;;;;;x
LOADING_TIP_25;Ao is the Overgod of Abeir-Toril. All other deities and primordials are his subjects. He is a mysterious being, and those who worship him gain no spells or boons.;;;;;;;;;;;;;x
LOADING_TIP_26;Azuth is a god of arcana and knowledge who concerns himself with the advancement and preservation of the magical arts. Azuth often appears as a white-bearded man.;;;;;;;;;;;;;x
LOADING_TIP_27;Bane is the god of fear, hatred, and tyranny. Preferring to plot and scheme, he rarely appears in any direct manner. His ultimate goal is to eventually control all of Faerûn.;;;;;;;;;;;;;x
LOADING_TIP_28;Chauntea is the goddess of agriculture, plants cultivated by humans, farmers, gardeners, and summer. She was born from the battle between Shar and Selune. Selune nurtured her with the help of Mystra.;;;;;;;;;;;;;x
LOADING_TIP_29;Gond is the god of craft and smithwork. His clerics travel around finding work as artisans and engineers. He is often worshipped by rock gnomes.;;;;;;;;;;;;;x
LOADING_TIP_30;Cyric is the god of murder, conflict, lies, intrigue, and illusions. He was once a mortal who stole the divine power of many gods, making him many powerful enemies.;;;;;;;;;;;;;x
LOADING_TIP_31;Helm is the god of guardians, protection, and protectors. He is often worshipped by guards and paladins. He is viewed as a cold and distant deity.;;;;;;;;;;;;;x
LOADING_TIP_32;Ilmater is the god of endurance, martyrdom, suffering, and perserverance. He offers aid to the suffering and oppressed and is enraged by the cruelty of those who oppress others.;;;;;;;;;;;;;x
LOADING_TIP_33;Kelemvor is the god of death and the dead. He was once a mortal and aims to have death perceived as a natural part of life, instead of something to be feared.;;;;;;;;;;;;;x
LOADING_TIP_34;Primordials are god-like beings whose domains included the Elemental Chaos and Abeir, unlike the gods (Estelar) whose domains are the Astral Sea and Toril.;;;;;;;;;;;;;x
LOADING_TIP_35;Lathander is the god of creativity, dawn, renewal, birth, athletics, spring, vitality, and youth. He once tried to reshape the pantheon of deities in a disastrous event called the Dawn Cataclysm.;;;;;;;;;;;;;x
LOADING_TIP_36;Malar is the god of the hunt, evil lycanthropes, bestial savagery, and bloodlust. His dogma concerns savage hunts, the spreading of the curse of lycanthropy, and general contempt for civilization.;;;;;;;;;;;;;x
LOADING_TIP_37;Mask is the god of shadows, thieves, and thievery. He was also the god of intrigue before it was taken by Cyric, causing the usually distant Mask to become more direct with his actions.;;;;;;;;;;;;;x
LOADING_TIP_38;Mielikki is the goddess of autumn, druids, dryads, forests, forest creatures, and rangers. Every month, her clerics call forth a dryad or treant and perform odd jobs for it.;;;;;;;;;;;;;x
LOADING_TIP_39;Mystra is the goddess of magic. She is the embodiment of the Weave, which magic comes from. She constantly fights to uphold the laws of magic and punishes those who create paradoxes.;;;;;;;;;;;;;x
LOADING_TIP_40;Oghma is the god of bards, inspiration, invention, and knowledge. He is the leader of the Deities of Knowledge and Invention and resides on his home plane, the House of Knowledge.;;;;;;;;;;;;;x
LOADING_TIP_41;Stronmaus is the giant deity of the sun, sky, weather, seas, and joy. Though he doesn't crave power, he is the current head of the giant pantheon. He is the patron god of storm giants and non-evil cloud giants.;;;;;;;;;;;;;x
LOADING_TIP_42;Silvanus is god of wild nature and druids. His worshipers vigorously protect places of nature from the encroachment of civilization and are implacable foes of industrious peoples.;;;;;;;;;;;;;x
LOADING_TIP_43;Sune is the goddess of beauty. She is primarily concerned with the love caused by beauty, inside and out.;;;;;;;;;;;;;x
LOADING_TIP_44;Talos is the god of storms and destruction. He demands total obedience from his followers and instructs them to spread destruction where they might.;;;;;;;;;;;;;x
LOADING_TIP_45;Torm is the god of duty, loyalty, and righteousness. Although he started as a weak deity, Torm's devotion led to his advancement to Greater Deity status.;;;;;;;;;;;;;x
LOADING_TIP_46;Tymora is the goddess of good fortune. She shines upon those who take risks and blesses those who fight against the followers of Beshaba, the goddess of misfortune and Tymora's sister.;;;;;;;;;;;;;x
LOADING_TIP_47;Tyr is the god of law and justice who primarily concerns himself with the punishment of wrongdoers. His eyes were gouged out when he questioned a decision of Ao the Overgod.;;;;;;;;;;;;;x
LOADING_TIP_48;Umberlee is the goddess of the sea, specifically the destruction it causes. She is most often worshiped by sailors, pirates, or people traveling by sea, due to fearing her destructive powers.;;;;;;;;;;;;;x
LOADING_TIP_49;Uthgar is the god of physical strength and protector of his human followers, the Uthgardt. He was once a human Thane who pleased Tempus, the Lord of Battles with his prowess.;;;;;;;;;;;;;x
LOADING_TIP_50;Garl Glittergold is the gnomish god of luck, protection, and trickery. He heads the gnomish pantheon and was said to have discovered the first gnomes while exploring a cavern. He is incredibly fond of jokes and pranks.;;;;;;;;;;;;;x
LOADING_TIP_51;Yondalla is the goddess of the halfling race. She is the matriarch of the halfling pantheon as well as the whole halfling race. She is a paragon to most halflings, who share her curiosity, loyalty and sense of mischief.;;;;;;;;;;;;;x
LOADING_TIP_52;Moradin is the god of strength and force of will embodied. He is the chief god of the dwarves, leader of their pantheon, and rumored creator. He is a harsh but fair judge who encourages intelligence and creativity.;;;;;;;;;;;;;x
LOADING_TIP_53;Tiamat is the draconic goddess of greed, vengeance, and queen of evil dragons. She either appears as a dragon, with one head for each color of chromatic dragon or as a beautiful human woman.;;;;;;;;;;;;;x
LOADING_TIP_54;Bahamut is the draconic god of justice, good dragons, and wisdom. He is said to take the form of a platinum dragon, unique among dragonkind and the dragon gods.;;;;;;;;;;;;;x
LOADING_TIP_55;Great Mother is the monstrous goddess of beholders. She resides in the Realm of a Million Eyes, the sixth layer of the Abyss. She aims to protect her beholder children, especially against the drow.;;;;;;;;;;;;;x
LOADING_TIP_56;Gruumsh is the god of destruction, as well as the patron deity of the orcs and head of their pantheon. He commands the orcs to breed, rise up in hordes, and seize what is rightfully theirs.;;;;;;;;;;;;;x
LOADING_TIP_57;Eilistraee and Vhaeraun were twin deities born to Corellon Larethian and his consort Arushnee (later Lolth). They both left for the Underdark after their mother's betrayal, though for distinct reasons.;;;;;;;;;;;;;x
LOADING_TIP_58;Annam is a giant deity and the former head of the giant pantheon. He created the giant race and his children formed the giant subraces.;;;;;;;;;;;;;x
LOADING_TIP_59;Beshaba is the goddess of accidents, misfortune, and random mischief. She demands worship to keep her bad luck at bay. She is considered incredibly attractive and drives mortals to maddened loyalty with her appearance.;;;;;;;;;;;;;x
LOADING_TIP_60;Gruumsh, patron deity of the orcs is sworn enemies with Corellon Larethian, patron deity of the elves. The elves claim Gruumsh lost one of his eyes in battle with Corellon Larethian. Gruumsh's worshippers adamantly deny this.;;;;;;;;;;;;;x
LOADING_TIP_61;The Tel-quessir are a number of closely related, long-lived fey races commonly known as elves. They tend to be fair, beautiful, and graceful and live around 700 years.;;;;;;;;;;;;;x
LOADING_TIP_62;The dark elves were a subrace of elves who were corrupted by Lolth and a balor lord named Wendonai. They were eventually banished to the Underdark by Corellon Larethian and became the drow.;;;;;;;;;;;;;x
LOADING_TIP_63;The five creator races were the first sapient creatures to exist in Abeir-Toril. They were the sarrukh (reptiles), batrachi (amphibians), aearee (avians), sylvans (fey), and humans.;;;;;;;;;;;;;x
LOADING_TIP_64;Bahamut, god of the metallic dragons is the eternal enemy of his sister, Tiamat, goddess of the chromatic dragons. These siblings are the most active in the draconic pantheon and the only ones with large followings.;;;;;;;;;;;;;x
LOADING_TIP_65;A vampire will often attempt to deceive others into thinking that they remain among the living. Though their cruel disposition often betrays their true nature.;;;;;;;;;;;;;x
LOADING_TIP_66;Dhampyrs, also called "daywalkers" are living creatures who have inherited the tainted blood of vampires. They possess some of the strengths of vampires and none of the traditional weaknesses.;;;;;;;;;;;;;x
LOADING_TIP_67;Generally weaker mortals rise as vampire spawn instead of true vampires. Vampire spawn are weaker versions of true vampires. They have limited powers and cannot spread vampirism.;;;;;;;;;;;;;x
LOADING_TIP_68;Vampires and vampire spawn are foul undead creatures. Even the kindest creature becomes evil when turned into one of their cursed kind. Dhampyrs, on the other hand do not have to be evil, though many are.;;;;;;;;;;;;;x
LOADING_TIP_69;Waterdeep, the City of Splendor or the Crown of the North is considered the most important and influential city in Northwestern Faerûn.;;;;;;;;;;;;;x
LOADING_TIP_70;The Seven Sisters are seven immortal women, all daughters and Chosen of Mystra. They are all spellcasters and extraordinarily beautiful.;;;;;;;;;;;;;x
LOADING_TIP_71;Fiends are the denizens from on of the Lower Planes. They are embodiments of evil. The three most common fiends are devils, demons, and yugoloths (daemons).;;;;;;;;;;;;;x
LOADING_TIP_72;Devils are the fiendish embodiments of Lawful Evil. The most abundant devils are the Baatezu who make up most of the ruling class. All devils are spawned in the Nine Hells of Baator.;;;;;;;;;;;;;x
LOADING_TIP_73;Demons are the fiendish embodiments of Chaotic Evil. The most dominant demons are the Tanar'ri who make up most of the demonic host. All demons are spawned in the Infinite Layers of the Abyss.;;;;;;;;;;;;;x
LOADING_TIP_74;The Blood War is an ancient conflict between the infernal Baatezu and abyssal Tanar'ri. Most powerful fiends believe it fruitless and pay it no mind.;;;;;;;;;;;;;x
LOADING_TIP_75;Daemons are the fiendish embodiments of Neutral Evil. They are also known as Yugoloths or loths for short. All daemons are spawned in the Blood Rift.;;;;;;;;;;;;;x
LOADING_TIP_76;The Blood War keeps the near endless hordes of fiends busy destroying each other. Its' end could prove disastrous to the other races of the multiverse.;;;;;;;;;;;;;x
LOADING_TIP_77;Demogorgon is the entity which claims the title of "Prince of Demons". Many powerful demon lords, such as Graz'zt and Orcus challenge this title, but none have been able to defeat Demogorgon and claim it.;;;;;;;;;;;;;x
LOADING_TIP_78;Demogorgon is generally considered the strongest of demons. His domain is the 88th layer of the Abyss. He appears as a two-headed baboon with a reptilian body and tendrils as arms.;;;;;;;;;;;;;x
LOADING_TIP_79;The Prince of Demons, Demogorgon has two heads which war against each other. One head, named Aameul relishes deception, while Hethradiah, the other, relishes destruction.;;;;;;;;;;;;;x
LOADING_TIP_80;Obyriths are a type of demon believed to be more ancient than the gods. Some said that just looking at an obyrith could drive a mortal insane.;;;;;;;;;;;;;x
LOADING_TIP_81;Orcus "the Prince of Undeath" is a demon lord who is described as a goat-headed creature with a bloated body and bat-like wings. Orcus cares for nothing save himself and focuses only on spreading misery and evil;;;;;;;;;;;;;x
LOADING_TIP_82;Graz'zt "the Dark Prince" is a demon lord and deeply sexual and erotic being. He is one of the most powerful fiends in the Abyss and one of the comeliest.;;;;;;;;;;;;;x
LOADING_TIP_83;The demon lord Graz'zt is known in legends as a dark figure who visits witches and sorcerers, granting them sexual favors as well as magical powers.;;;;;;;;;;;;;x
LOADING_TIP_84;The demon lord Orcus wields a powerful artifact called the Wand of Orcus. Orcus will sometimes let his wand fall into the hands of mortals in order to allow them to wreak chaos and evil.;;;;;;;;;;;;;x
LOADING_TIP_85;Baphomet is a demon lord who rules the Endless Maze, the 600th layer of the Abyss. He appears as a black-haired minotaur and is primarily worshiped by them.;;;;;;;;;;;;;x
LOADING_TIP_86;Dagon "the Prince of Depths" is a demon lord and obyrith who rules Shadowsea, the 89th layer of the Abyss. He appears as an enormous combination of both octopus and fish.;;;;;;;;;;;;;x
LOADING_TIP_87;The Queen of Chaos is a demon lord and obyrith who rules the Steaming Fen, the 14th layer of the Abyss. She was once the strongest of demons but led the obyriths to near extinction.;;;;;;;;;;;;;x
LOADING_TIP_88;Long ago, the obyrith known only as the Queen of Chaos once led a demonic host with her consort, Miska the Wolf-Spider across the multiverse. They were defeated by the forces of Law who imprisoned Miska.;;;;;;;;;;;;;x
LOADING_TIP_89;Pazuzu, "the Dark Angel of the Four Winds" is a demon lord and obyrith who claims the vast skies of Pazunia, the 1st layer of the Abyss. He is worshiped by evil flying creatures and enjoys defiling the pure, innocent, and honest.;;;;;;;;;;;;;x
LOADING_TIP_90;The Abyss is a chaotic evil plane of near infinite size. It is the birthplace and home of demons. The landscape itself tortures the mind and body of all who dare to pass.;;;;;;;;;;;;;x
LOADING_TIP_91;The Nine Hells, also known as Baator is a lawful evil plane of limitless evil and institutional cruely. It is the birthplace and home of devils. Each of the nine Hells are unique and deadly to outsiders.;;;;;;;;;;;;;x
LOADING_TIP_92;Asmodeus "the Cloven" is the undisputed master of the Nine Hells and Lord of the Nessus, the Ninth Hell. His past display of power shows he may possess strength closer to a true deity than a typical archdevil.;;;;;;;;;;;;;x
LOADING_TIP_93;7 archdevils once rebelled against their master, Asmodeus, leader of the Nine Hells. They lost.;;;;;;;;;;;;;x
LOADING_TIP_94;The Nine Hells of Baator are each ruled by a different archdevil. But each is servant to the Lord of the Ninth, Asmodeus.;;;;;;;;;;;;;x
LOADING_TIP_95;Bel is the archdevil ruler of Avernus, the First Layer of Hell. He was a pit fiend who betrayed his mistress and former Lord of the First, Zariel. He is the only archdevil invested in the Blood War.;;;;;;;;;;;;;x
LOADING_TIP_96;Dispater is the archdevil ruler of Dis, the Second Layer of Hell. He is incredibly paranoid and almost never leaves his Iron Tower from which he resides.;;;;;;;;;;;;;x
LOADING_TIP_97;Mammon is the archdevil ruler of Minauros, the Third Layer of Hell. He built up a reputation for duplicity, losing all his allies among the other archdevils. He is a patron of greed and lust and loves tempting mortals.;;;;;;;;;;;;;x
LOADING_TIP_98;Fierna is the archdevil ruler of Phlegethos, the Fourth Layer of Hell. Fierna rules with her father and rumored lover, Belial, former ruler of the Fourth and power behind the throne.;;;;;;;;;;;;;x
LOADING_TIP_99;The archdevil Fierna was once content with allowing her father to rule the Fourth Layer of Hell in her name. Her friendship with Glasya, the Lord of the Sixth and Asmodeus' daughter has caused her to become more ambitious.;;;;;;;;;;;;;x
LOADING_TIP_100;Geryon is an archdevil and former ruler of the Fifth Layer of Hell. He was the only one who remained loyal to Asmodeus when the other archdevils rebelled. For reasons unknown, he was also the only one Asmodeus severely punished.;;;;;;;;;;;;;x
LOADING_TIP_101;Levistus is the archdevil ruler of Stygia, the Fifth Layer of Hell. Levistus was trapped in a mountain of ice for killing Bensozia, Asmodeus' consort  and Glaysa's mother.;;;;;;;;;;;;;x
LOADING_TIP_102;Glaysa is the archdevil ruler of Malbolge, the Sixth Layer of Hell. Glasya is the daughter of Asmodeus though she has plans and ambitions of her own.;;;;;;;;;;;;;x
LOADING_TIP_103;Baalzebul is the archdevil ruler of Maladomini, the Seventh Layer of Hell. Once a fallen celestial archon obsessed with perfection, Baalzebul was turned into filthy giant slug as punishment for betraying Asmodeus.;;;;;;;;;;;;;x
LOADING_TIP_104;Mephistopheles is the archdevil ruler of Cania, the Eight Layer of Hell. More than any other archdevil, he covets Asmodeus' throne.;;;;;;;;;;;;;x
DYN1_DESC;With a score of $SCORE$ you$FAILED$ beat House Baenre;;;;;;;;;;;;;x
DYN2_DESC;With a score of $SCORE$ you$FAILED$ beat House Obarskyr;;;;;;;;;;;;;x
DYN3_DESC;With a score of $SCORE$ you$FAILED$ beat House Shoon;;;;;;;;;;;;;x
DYN4_DESC;With a score of $SCORE$ you$FAILED$ beat House Hazm'cri;;;;;;;;;;;;;x
DYN5_DESC;With a score of $SCORE$ you$FAILED$ beat House Heltharn;;;;;;;;;;;;;x
DYN6_DESC;With a score of $SCORE$ you$FAILED$ beat House Olósynne;;;;;;;;;;;;;x
DYN7_DESC;With a score of $SCORE$ you$FAILED$ beat House el Djenispool;;;;;;;;;;;;;x
DYN8_DESC;With a score of $SCORE$ you$FAILED$ beat House Strohm;;;;;;;;;;;;;x
DYN9_DESC;With a score of $SCORE$ you$FAILED$ beat House Yaerthal;;;;;;;;;;;;;x
DYN10_DESC;With a score of $SCORE$ you$FAILED$ beat House Rhindaun;;;;;;;;;;;;;x
DYN11_DESC;With a score of $SCORE$ you$FAILED$ beat House Many-Arrows;;;;;;;;;;;;;x
DYN12_DESC;With a score of $SCORE$ you$FAILED$ beat House Hoekun;;;;;;;;;;;;;x
DYN13_DESC;With a score of $SCORE$ you$FAILED$ beat House Kendrick;;;;;;;;;;;;;x
DYN14_DESC;With a score of $SCORE$ you$FAILED$ beat House Alagondar;;;;;;;;;;;;;x
DYN15_DESC;With a score of $SCORE$ you$FAILED$ beat House Aumar;;;;;;;;;;;;;x
