#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_sky_pony;Sky Pony Tribe;Poney Celeste;Himmelpony;;;;;;;;;;;x
d_sky_pony_adj;Sky Pony Tribe's;Poney Celeste;Himmelpony;;;;;;;;;;;x
d_thunderbeast;Thunderbeast Tribe;Bête de Tonnerre;Donnertier;;;;;;;;;;;x
d_thunderbeast_adj;Thunderbeast Tribe's;Bête de Tonnerre;Donnertier;;;;;;;;;;;x
d_tree_ghost;Tree Ghost Tribe;Esprit des Arbres;Baumgeist;;;;;;;;;;;x
d_tree_ghost_adj;Tree Ghost Tribe's;Esprit des Arbres;Baumgeist;;;;;;;;;;;x
c_waterdeep_adj;Waterdhavian;Waterdhavien;waterdhavischer;;;;;;;;;;;x
d_waterdeep_adj;Waterdhavian;Waterdhavien;waterdhavischer;;;;;;;;;;;x
d_edge_of_anauroch_adj;Edge of Anaurian;;Edge of Anaurocher;;;;;;;;;;;x
c_arabel_adj;Arabellan;;arabeler;;;;;;;;;;;x
b_arabel_adj;Arabellan;;arabeler;;;;;;;;;;;x
c_baldurs_gate_adj;Baldurian;Baldurien;baldurisch;;;;;;;;;;;x
d_baldurs_gate_adj;Baldurian;Baldurien;baldurisch;;;;;;;;;;;x
k_baldurs_gate_adj;Baldurian;Baldurien;baldurisch;;;;;;;;;;;x
c_berdusk_adj;Berduskan;;berdusker;;;;;;;;;;;x
c_calaunt_adj;Calauntan;;calaunter;;;;;;;;;;;x
b_adbar_adj;Adbarrim;;adbarer;;;;;;;;;;;x
b_citdel_adbar_adj;Adbarrim;;adbarer;;;;;;;;;;;x
c_adbar_run_adj;Adbarrim;;adbarer;;;;;;;;;;;x
b_citadel_of_the_raven_adj;Ravenar;;Ravenarisch;;;;;;;;;;;x
c_elturel_adj;Elturian;;eltureler;;;;;;;;;;;x
b_elturel_adj;Elturian;;eltureler;;;;;;;;;;;x
c_eversult;Elversult;Elversult;Elversult;;Elversult;;;;;;;;;x
c_eversult_adj;Elversian;Elversien;elversisch;;;;;;;;;;;x
b_eversult;Elversult;Elversult;Elversult;;Elversult;;;;;;;;;x
b_eversult_adj;Elversian;Elversien;elversisch;;;;;;;;;;;x
c_eveningstar_adj;Evenor;Evenor;evenor;;;;;;;;;;;x
b_eveningstar_adj;Evenor;Evenor;evenor;;;;;;;;;;;x
c_hillsfar_adj;Hillfarian;;hillfarer;;;;;;;;;;;x
b_hillsfar_adj;Hillfarian;;hillfarer;;;;;;;;;;;x
c_iriabor;Iriaebor;Iriaebor;Iriaebor;;Iriaebor;;;;;;;;;x
c_iriabor_adj;Iriaeben;;iriaeber;;;;;;;;;;;x
b_iriabor;Iriaebor;Iriaebor;Iriaebor;;Iriaebor;;;;;;;;;x
b_iriabor_adj;Iriaeben;;iriaeber;;;;;;;;;;;x
d_lantan_adj;Lantanna;;lantanner;;;;;;;;;;;x
k_lantan_adj;Lantanna;;lantanner;;;;;;;;;;;x
b_luskan_adj;Luskar;;lusker;;;;;;;;;;;x
c_luskan_adj;Luskar;;lusker;;;;;;;;;;;x
d_luskan_adj;Luskanite;;luskanisch;;;;;;;;;;;x
b_kaczulla;Keczulla;Keczulla;Keczulla;;;;;;;;;x
b_kaczulla_adj;Keczullan;Keczullan;Keczullan;;;;;;;;;x
c_kaczulla;Keczulla;Keczulla;Keczulla;;;;;;;;;x
c_kaczulla_adj;Keczullan;Keczullan;Keczullan;;;;;;;;;x
c_marsember_adj;Marsembian;;marsembisch;;;;;;;;;;;x
b_marsember_adj;Marsembian;;marsembisch;;;;;;;;;;;x
c_mintarn_adj;Tarnian;;Tarner;;;;;;;;;;;x
b_mintarn_adj;Tarnian;;Tarner;;;;;;;;;;;x
c_mulmaster_adj;Mulmasterite;;mulmasterisch;;;;;;;;;;;x
b_mulmaster_adj;Mulmasterite;;mulmasterisch;;;;;;;;;;;x
c_myth_drannor_adj;Myth Drannan;;Myth Drannorer;;;;;;;;;;;x
b_myth_drannor_adj;Myth Drannan;;Myth Drannorer;;;;;;;;;;;x
c_neverwinter_adj;Neverer;;neverwinterer;;;;;;;;;;;x
d_neverwinter_adj;Neverer;;neverwinterer;;;;;;;;;;;x
d_nimbral_adj;Nimbran;;nimbrer;;;;;;;;;;;x
k_nimbral_adj;Nimbran;;nimbrer;;;;;;;;;;;x
d_nelanther_isles_adj;Nelanthern;Nelanther;Nelanther;;;;;;;;;;;x
k_nelanther_isles_adj;Nelanthern;Nelanther;Nelanther;;;;;;;;;;;x
c_ordulin_adj;Ordulian;;orduliner;;;;;;;;;;;x
b_ordulin_adj;Ordulian;;orduliner;;;;;;;;;;;x
c_procampur_adj;Procampan;;procamper;;;;;;;;;;;x
b_procampur_adj;Procampan;;procamper;;;;;;;;;;;x
c_ruathym_adj;Ruathen;;ruathymer;;;;;;;;;;;x
b_ruathym_adj;Ruathen;;ruathymer;;;;;;;;;;;x
c_scornubel_adj;Scornubian;;scornubeler;;;;;;;;;;;x
b_scornubel_adj;Scornubian;;scornubeler;;;;;;;;;;;x
c_selgaunt_adj;Selgauntan;;selgaunter;;;;;;;;;;;x
d_sembia_adj;Sembite;;sember;;;;;;;;;;;x
k_sembia_adj;Sembite;;sember;;;;;;;;;;;x
c_suzail_adj;Suzailan;;suzailer;;;;;;;;;;;x
b_suzail_adj;Suzailan;;suzailer;;;;;;;;;;;x
c_tantras_adj;Tantran;;tantraser;;;;;;;;;;;x
b_tantras_adj;Tantran;;tantraser;;;;;;;;;;;x
c_tashluta_adj;Tashlutar;;tashluter;;;;;;;;;;;x
b_tashluta_adj;Tashlutar;;tashluter;;;;;;;;;;;x
c_surthay_adj;Surthayan;;surthayer;;;;;;;;;;;x
b_surthay_adj;Surthayan;;surthayer;;;;;;;;;;;x
d_surthay_adj;Surthayan;;surthayer;;;;;;;;;;;x
d_thay_adj;Thayan;;thayer;;;;;;;;;;;x
k_thay_adj;Thayan;;thayer;;;;;;;;;;;x
d_high_thay_adj;High Thayan;;Hoch Thayer;;;;;;;;;;;x
d_midthay_adj;Midthayan;;midthayer;;;;;;;;;;;x
c_tilverton_adj;Tilverian;;tilverisch;;;;;;;;;;;x
b_tilverton_adj;Tilverian;;tilverisch;;;;;;;;;;;x
c_urmlaspyr_adj;Urmlassan;;urmlasser;;;;;;;;;;;x
b_urmlaspyr_adj;Urmlassan;;urmlasser;;;;;;;;;;;x
c_westgate_adj;Westhavian;;westgater;;;;;;;;;;;x
d_westgate_adj;Westhavian;;westgater;;;;;;;;;;;x
c_vlraphon;Ylraphon;Ylraphon;Ylraphon;;Ylraphon;;;;;;;;;x
c_vlraphon_adj;Ylraphonian;;Ylraphoner;;;;;;;;;;;x
b_yhaunn_adj;Yhauntan;;yhaunner;;;;;;;;;;;x
c_zhentil_keep_adj;Zhentish;;Zhentisch;;;;;;;;;;;x
k_zhentarim;Zhentarim;;;;;;;;;;;x
k_zhentarim_adj;Zhentilar;;;;;;;;;;;x
d_nyth;Nyth;;;;;;;;;;;x
d_nyth_adj;Nythite;;;;;;;;;;;x
d_lundeth;Lundeth;;;;;;;;;;;x
d_lundeth_adj;Lundethar;;;;;;;;;;;x
d_wolford;Wolford;;;;;;;;;;;x
d_wolford_adj;Wolfordian;;;;;;;;;;;x
d_nemsova;Nemsova;;;;;;;;;;;x
d_nemsova_adj;Nemsovan;;;;;;;;;;;x
d_trovidny;Trovidny;;;;;;;;;;;x
d_trovidny_adj;Trovidnyan;;;;;;;;;;;x
d_beliny;Beliny;;;;;;;;;;;x
d_beliny_adj;Belinyan;;;;;;;;;;;x
d_icemond;Icemond;;;;;;;;;;;x
d_icemond_adj;Icemondian;;;;;;;;;;;x
d_tepleva;Tepleva;;;;;;;;;;;x
d_tepleva_adj;Teplevan;;;;;;;;;;;x
d_svidzila;Svidzila;;;;;;;;;;;x
d_svidzila_adj;Svidzilan;;;;;;;;;;;x
d_thastone;Thastone;;;;;;;;;;;x
d_thastone_adj;Thastoned;;;;;;;;;;;x
d_estam;Estam;;;;;;;;;;;x
d_estam_adj;Estamian;;;;;;;;;;;x
k_lotus_throne;Lotus Throne;;;;;;;;;;;x
k_lotus_throne_adj;Lotus;;;;;;;;;;;x
d_muhjari;Muhjari Caliphate;;;;;;;;;;;x
d_muhjari_adj;Muhjari;;;;;;;;;;;x
d_padhran;Padhran High Lamasery;;;;;;;;;;;x
d_padhran_adj;Padhran;;;;;;;;;;;x
c_yulash_adj;Yûlashi;;;;;;;;;;;x
k_cities_of_the_north_adj;Northern Cities';;;;;;;;;;;x
d_al_zalim_adj;Al-Zalimi;;;;;;;;;;;x
c_muluk_adj;Muluki;;;;;;;;;;;x
c_maharas_vale_adj;Maharasti;;;;;;;;;;;x
d_haunted_lands_adj;Haunted Lands';;;;;;;;;;;x
c_alif_adj;Alifi;;;;;;;;;;;x
c_jasan_pass_adj;Jasani;;;;;;;;;;;x
d_qadib_adj;Qadibi;;;;;;;;;;;x
c_qadib_adj;Qadibi;;;;;;;;;;;x
c_al_haul_adj;Al-Hauli;;;;;;;;;;;x
c_al_yater_adj;Al-Yateri;;;;;;;;;;;x
k_semphar_adj;Semphari;;;;;;;;;;;x
d_semphar_adj;Semphari;;;;;;;;;;;x
c_dhaztanar_adj;Dhaztanari;;;;;;;;;;;x
c_banu_adj;Banui;;;;;;;;;;;x
c_bhaluin_adj;Bhaluini;;;;;;;;;;;x
c_duirtanal_adj;Duirtanali;;;;;;;;;;;x
c_fustat_adj;Fustati;;;;;;;;;;;x
c_harb_adj;Harbi;;;;;;;;;;;x
c_naysabur_adj;Naysaburi;;;;;;;;;;;x
c_phelzol_adj;Phelzoli;;;;;;;;;;;x
c_plain_of_heroes_adj;Plain of Heroes';;;;;;;;;;;x
c_sempharin_adj;Sempharini;;;;;;;;;;;x
c_takrit_adj;Takriti;;;;;;;;;;;x
c_zabad_adj;Zabadi;;;;;;;;;;;x
d_goldenwater_adj;Goldenwater's;;;;;;;;;;;x
c_darabjind_adj;Darabjindi;;;;;;;;;;;x
c_dustwaves_adj;Dustwaves';;;;;;;;;;;x
c_golden_coast_adj;Golden Coast's;;;;;;;;;;;x
c_iliphanar_adj;Iliphanari;;;;;;;;;;;x
c_upper_goldenflow_adj;Upper Goldenflow's;;;;;;;;;;;x
k_corsair_domains_adj;Corsair;;;;;;;;;;;x
d_island_of_firethorns_adj;Firethorns';;;;;;;;;;;x
c_hawa_adj;Hawa'i;;;;;;;;;;;x
c_ghajar_adj;Ghajari;;;;;;;;;;;x
c_the_eyes_adj;Al-Oyuni;;;;;;;;;;;x
d_island_of_gardens_adj;Gardens';;;;;;;;;;;x
c_al_azra_adj;Al-Azrahi;;;;;;;;;;;x
c_al_harir_adj;Al-Hariri;;;;;;;;;;;x
c_the_wizards_reach_adj;Wizard's Reach's;;;;;;;;;;;x
d_out_domains_adj;Out Domains';;;;;;;;;;;x
c_the_bird_adj;Bird's;;;;;;;;;;;x
c_the_dancer_adj;Dancer's;;;;;;;;;;;x
d_west_isles_adj;West Isles';;;;;;;;;;;x
c_beni_marqa_adj;Beni-Marqahi;;;;;;;;;;;x
c_the_camels_hump_adj;Camel's Hump's;;;;;;;;;;;x
c_the_chador_adj;Chador's;;;;;;;;;;;x
e_shoon;Shoon Imperium;;;;;;;;;;;x
e_shoon_adj;Shoon;;;;;;;;;;;x
k_the_lions;Land of the Lions;;;;;;;;;;;x
k_the_lions_adj;the Lions';;;;;;;;;;;x
d_alamin;Ala-min;;;;;;;;;;;x
d_alamin_adj;Ala-min;;;;;;;;;;;x
d_bradamin;Brada-min;;;;;;;;;;;x
d_bradamin_adj;Brada-min;;;;;;;;;;;x
d_talumin;Talu-min;;;;;;;;;;;x
d_talumin_adj;Talu-min;;;;;;;;;;;x
d_salamin;Sala-min;;;;;;;;;;;x
d_salamin_adj;Sala-min;;;;;;;;;;;x
d_white_hand;White Hand Clan;;;;;;;;;;;x
d_white_hand_adj;White Hand Clan;;;;;;;;;;;x
d_onusclan;Onusclan;;;;;;;;;;;x
d_onusclan_adj;Onusclan;;;;;;;;;;;x
d_tenpaw;Tenpaw Tribe;;;;;;;;;;;x
d_tenpaw_adj;Tenpaw Tribal;;;;;;;;;;;x
d_kalassymyr;Kalassymyr;;;;;;;;;;;x
d_kalassymyr_adj;Kalassymyrian;;;;;;;;;;;x
d_alebunipr;Alebunipr;;;;;;;;;;;x
d_alebunipr_adj;Alebuniprian;;;;;;;;;;;x
e_eastern_heartlands;Eastern Heartlands;;;;;;;;;;;x
d_oldens;Oldens;;;;;;;;;;;x
d_oldens_adj;Oldensian;;;;;;;;;;;x
d_kosova;Kosova;;;;;;;;;;;x
d_kosova_adj;Kosovan;;;;;;;;;;;x
d_ealldun;Ealldun;;;;;;;;;;;x
d_ealldun_adj;Ealldunian;;;;;;;;;;;x
d_vrevuca;Vrevuca;;;;;;;;;;;x
d_vrevuca_adj;Vrevucan;;;;;;;;;;;x
d_sovou;Sovou;;;;;;;;;;;
d_sovou_adj;Sovoun;;;;;;;;;;;x
d_harrowdale;Harrowdale;;;;;;;;;;;x
d_harrowdale_adj;Harrowdalen;;;;;;;;;;;x
d_nakvali;Nakvali;;;;;;;;;;;x
d_nakvali_adj;Nakvalian;;;;;;;;;;;x
c_yhep_adj;Yhevan;;;;;;;;;;;x
c_volothamp_adj;Volothanni;;;;;;;;;;;x
ITHMONG;Ithmong;;;;;;;;;;;x
ITHMONG_ADJ;Ithmongan;;;;;;;;;;;x
d_moonsea_north;Melvaunt;;;;;;;;;;;x
k_velprin;Velprin;;;;;;;;;;;x
k_velprin_adj;Velprinian;;;;;;;;;;;x
k_milvarn;Milvarn;;;;;;;;;;;x
k_milvarn_adj;Milvarnian;;;;;;;;;;;x
d_the_talashar;The Tashalar;;;;;;;;;x
k_talashar;Tashalar;;;;;;;;;x
talashan;Tashalan;;;;;;;;;x
d_abjuration;Abjuration;;;;;;;;;x
d_abjuration_adj;Abjuring;;;;;;;;;x
d_conjuration;Conjuration;;;;;;;;;x
d_conjuration_adj;Conjuring;;;;;;;;;x
d_divination;Divination;;;;;;;;;x
d_divination_adj;Divining;;;;;;;;;x
d_enchantment;Enchantment;;;;;;;;;x
d_enchantment_adj;Enchanting;;;;;;;;;x
d_evocation;Evocation;;;;;;;;;x
d_evocation_adj;Evoking;;;;;;;;;x
d_illusion;Illusion;;;;;;;;;x
d_illusion_adj;Illusory;;;;;;;;;x
d_necromancy;Necromancy;;;;;;;;;x
d_necromancy_adj;Necromantic;;;;;;;;;x
d_transmutation;Transmutation;;;;;;;;;x
d_transmutation_adj;Transmuting;;;;;;;;;x
DBEZANTUR;Bezantur;;;;;;;;;x
DBEZANTUR_ADJ;Bezantan;;;;;;;;;x
k_many_arrows;Many-Arrows;;;;;;;;;x
k_many_arrows_adj;Many-Arrows';;;;;;;;;x
k_daemonfey;Daemonfey;;;;;;;;;x
k_daemonfey_adj;Daemonfey;;;;;;;;;x
k_ankhapur;Ankhapur;;;;;;;;;x
k_ankhapur_adj;Ankhapuri;;;;;;;;;x
k_rashemen_adj;Rashemaar;;rashemener;;;;;;;;;;;x
d_blackfeather_barrens;Blackfeather Barrens;;;;;;;;;;;x
d_blackfeather_barrens_adj;Blackfeather;;;;;;;;;;;x
k_grey_ghosts;Grey Ghosts;;;;;;;;;;;x
k_grey_ghosts_adj;Grey Ghosts';;;;;;;;;;;x
d_cult_of_tiamat;Cult of Tiamat;;;;;;;;;;;x
d_cult_of_tiamat_adj;Tiamatan;;;;;;;;;;;x
d_cult_of_gilgeam;Cult of Gilgeam;;;;;;;;;;;x
d_cult_of_gilgeam_adj;Gilgeamic;;;;;;;;;;;x
d_priesthood_of_ishtar;Priesthood of Ishtar;;;;;;;;;;;x
d_priesthood_of_ishtar;Ishtaran;;;;;;;;;;;x
d_enclave;Enclave;;;;;;;;;;;x
d_enclave_adj;Enclave;;;;;;;;;;;x
d_cimbar;Cimbar;;;;;;;;;;;x
d_cimbar_adj;Cimbaran;;;;;;;;;;;x
d_soorenar;Soorenar;;;;;;;;;;;x
d_soorenar_adj;Soorenaran;;;;;;;;;;;x
d_reth;Reth;;;;;;;;;;;x
d_reth_adj;Rethic;;;;;;;;;;;x
d_mourktar;Mourktar;;;;;;;;;;;x
d_mourktar_adj;Mourktaran;;;;;;;;;;;x
d_akanax;Akanax;;;;;;;;;;;x
d_akanax_adj;Akanaxic;;;;;;;;;;;x
d_mordulkin;Mordulkin;;;;;;;;;;;x
d_mordulkin_adj;Mordulkin;;;;;;;;;;;x
d_luthcheq;Luthcheq;;;;;;;;;;;x
d_luthcheq_adj;Luthcheqan;;;;;;;;;;;x
d_shaarmid;Shaarmid;;;;;;;;;;;x
d_shaarmid_adj;Shaarmidian;;;;;;;;;;;x
d_alaoreum;Alaoreum;;;;;;;;;;;x
d_alaoreum_adj;Alaorean;;;;;;;;;;;x
k_valashar;Valashar;;;;;;;;;;;x
k_valashar_adj;Valashan;;;;;;;;;;;x
c_usurr;Uzurr;;;;;;;;;;;x
c_usurr_adj;Uzurran;;;;;;;;;;;x
c_makaxar;Malaxer;;;;;;;;;;;x
c_makaxar_adj;Malaxan;;;;;;;;;;;x
d_urshani;Urshani;;;;;;;;;;;x
d_urshani_adj;Urshani;;;;;;;;;;;x
d_neidlig;Neidlig;;;;;;;;;;;x
d_neidlig_adj;Neidlig;;;;;;;;;;;x
d_fenlis;Fenlis;;;;;;;;;;;x
d_fenlis_adj;;;;;;;;;;;x
d_melial;Melial;;;;;;;;;;;x
d_melial_adj;Melial;;;;;;;;;;;x
d_batiriland;Batiriland;;;;;;;;;;;x
d_batiriland_adj;Batiri;;;;;;;;;;;x
k_athalantar;Athalantar;;;;;;;;;;;x
k_athalantar_adj;Athalantan;;;;;;;;;;;x
d_ubtao_reformed;Holy Maze;;;;;;;;;;;x
d_ubtao_reformed_adj;Ubtaoan;;;;;;;;;;;x
d_ulutiuan_reformed;Holy Ceenach;;;;;;;;;;;x
d_ulutiuan_reformed_adj;Ulutiuan;;;;;;;;;;;x
d_earthmother_reformed;Vergobretate;;;;;;;;;;;x
d_earthmother_reformed_adj;Waelan;;;;;;;;;;;x
d_nogari_reformed;Nog;;;;;;;;;;;x
d_nogari_reformed_adj;Nogari;;;;;;;;;;;x
d_yuir_reformed;Yuir Priesthood;;;;;;;;;;;x
d_yuir_reformed_adj;Yuir;;;;;;;;;;;x
d_toteteohuan_reformed;Toteteohuan Priesthood;;;;;;;;;;;x
d_toteteohuan_reformed_adj;Toteteohuan;;;;;;;;;;;x
SULDUSKOON;Sulduskoon;;;;;;;;;;;x
SULDUSKOON_ADJ;Sulduskan;;;;;;;;;;;x
k_ebenfar;Ebenfar;;;;;;;;;;;x
k_ebenfar_adj;Ebenfarian;;;;;;;;;;;x
d_ardeep;Ardeep;;;;;;;;;;;x
d_ardeep_adj;Ardeepar;;;;;;;;;;;x
d_erlkazar;Elestam;;;;;;;;;;;x
d_erlkazar;Elestammian;;;;;;;;;;;x
d_cortryn;Cortryn;;;;;;;;;;;x
d_cortryn_adj;Cortrynnar;;;;;;;;;;;x
GRATHSHOLD;Grath's Hold;;;;;;;;;;;x
GRATHSHOLD_ADJ;Grath's Holder;;;;;;;;;;;x
PORTLLAST;Port Llast;;;;;;;;;;;x
PORTLLAST_ADJ;Llastar;;;;;;;;;;;x
k_hlontar;Hlontar;;;;;;;;;;;x
k_hlontar_adj;Hlontaran;;;;;;;;;;;x
k_stornanter;Stornanter;;;;;;;;;;;x
k_stornanter_adj;Stornantan;;;;;;;;;;;x
k_callidyrr;Callidyrr;;;;;;;;;;;x
k_callidyrr_adj;Callidyrran;;;;;;;;;;;x
d_corwell;Corwell;;;;;;;;;;;x
d_corwell_adj;Corwellian;;;;;;;;;;;x
k_united_moonshae;Moonshae;;;;;;;;;;;x
k_united_moonshae_adj;Moonshavian;;;;;;;;;;;x
